#Destpos	P7	P5	P7_pos	P5_pos
A01	1209	1099	B05	E02
B01	1210	1100	D05	G02
C01	1211	1101	F05	I02
D01	1212	1102	H05	K02
E01	1213	1103	J05	M02
F01	1214	1104	L05	O02
G01	1215	1097	N05	A02
H01	1216	1098	P05	C02
A02	1233	1123	B11	E08
B02	1234	1124	D11	G08
C02	1235	1125	F11	I08
D02	1236	1126	H11	K08
E02	1237	1127	J11	M08
F02	1238	1128	L11	O08
G02	1239	1121	N11	A08
H02	1240	1122	P11	C08
A03	1201	1091	B03	E23
B03	1202	1092	D03	G23
C03	1203	1093	F03	I23
D03	1204	1094	H03	K23
E03	1205	1095	J03	M23
F03	1206	1096	L03	O23
G03	1207	1089	N03	A23
H03	1208	1090	P03	C23
A04	1065	1339	A17	F14
B04	1066	1340	C17	H14
C04	1067	1341	E17	J14
D04	1068	1342	G17	L14
E04	1069	1343	I17	N14
F04	1070	1344	K17	P14
G04	1071	1337	M17	B14
H04	1072	1338	O17	D14
A05	1121	1011	A08	E03
B05	1122	1012	C08	G03
C05	1123	1013	E08	I03
D05	1124	1014	G08	K03
E05	1125	1015	I08	M03
F05	1126	1016	K08	O03
G05	1127	1009	M08	A03
H05	1128	1010	O08	C03
A06	1361	1251	B20	F15
B06	1362	1252	D20	H15
C06	1363	1253	F20	J15
D06	1364	1254	H20	L15
E06	1365	1255	J20	N15
F06	1366	1256	L20	P15
G06	1367	1249	N20	B15
H06	1368	1250	P20	D15
A07	1017	1291	A05	F02
B07	1018	1292	C05	H02
C07	1019	1293	E05	J02
D07	1020	1294	G05	L02
E07	1021	1295	I05	N02
F07	1022	1296	K05	P02
G07	1023	1289	M05	B02
H07	1024	1290	O05	D02
A08	1377	1267	B24	F19
B08	1378	1268	D24	H19
C08	1379	1269	F24	J19
D08	1380	1270	H24	L19
E08	1381	1271	J24	N19
F08	1382	1272	L24	P19
G08	1383	1265	N24	B19
H08	1384	1266	P24	D19
A09	1249	1139	B15	E12
B09	1250	1140	D15	G12
C09	1251	1141	F15	I12
D09	1252	1142	H15	K12
E09	1253	1143	J15	M12
F09	1254	1144	L15	O12
G09	1255	1137	N15	A12
H09	1256	1138	P15	C12
A10	1257	1147	B17	E14
B10	1258	1148	D17	G14
C10	1259	1149	F17	I14
D10	1260	1150	H17	K14
E10	1261	1151	J17	M14
F10	1262	1152	L17	O14
G10	1263	1145	N17	A14
H10	1264	1146	P17	C14
A11	1089	1363	A23	F20
B11	1090	1364	C23	H20
C11	1091	1365	E23	J20
D11	1092	1366	G23	L20
E11	1093	1367	I23	N20
F11	1094	1368	K23	P20
G11	1095	1361	M23	B20
H11	1096	1362	O23	D20
A12	1289	1179	B02	E22
B12	1290	1180	D02	G22
C12	1291	1181	F02	I22
D12	1292	1182	H02	K22
E12	1293	1183	J02	M22
F12	1294	1184	L02	O22
G12	1295	1177	N02	A22
H12	1296	1178	P02	C22
