#Destpos	P7	P5	P7_pos	P5_pos
A01	1377	1319	B24	N08
B01	1378	1320	D24	P08
C01	1379	1313	F24	B08
D01	1380	1314	H24	D08
E01	1381	1315	J24	F08
F01	1382	1316	L24	H08
G01	1383	1317	N24	J08
H01	1384	1318	P24	L08
A02	1097	1039	A02	M09
B02	1098	1040	C02	O09
C02	1099	1033	E02	A09
D02	1100	1034	G02	C09
E02	1101	1035	I02	E09
F02	1102	1036	K02	G09
G02	1103	1037	M02	I09
H02	1104	1038	O02	K09
A03	1313	1255	B08	N15
B03	1314	1256	D08	P15
C03	1315	1249	F08	B15
D03	1316	1250	H08	D15
E03	1317	1251	J08	F15
F03	1318	1252	L08	H15
G03	1319	1253	N08	J15
H03	1320	1254	P08	L15
A04	1113	1055	A06	M13
B04	1114	1056	C06	O13
C04	1115	1049	E06	A13
D04	1116	1050	G06	C13
E04	1117	1051	I06	E13
F04	1118	1052	K06	G13
G04	1119	1053	M06	I13
H04	1120	1054	O06	K13
A05	1289	1231	B02	N09
B05	1290	1232	D02	P09
C05	1291	1225	F02	B09
D05	1292	1226	H02	D09
E05	1293	1227	J02	F09
F05	1294	1228	L02	H09
G05	1295	1229	N02	J09
H05	1296	1230	P02	L09
A06	1321	1263	B10	N17
B06	1322	1264	D10	P17
C06	1323	1257	F10	B17
D06	1324	1258	H10	D17
E06	1325	1259	J10	F17
F06	1326	1260	L10	H17
G06	1327	1261	N10	J17
H06	1328	1262	P10	L17
A07	1217	1159	B07	M16
B07	1218	1160	D07	O16
C07	1219	1153	F07	A16
D07	1220	1154	H07	C16
E07	1221	1155	J07	E16
F07	1222	1156	L07	G16
G07	1223	1157	N07	I16
H07	1224	1158	P07	K16
A08	1049	1375	A13	N22
B08	1050	1376	C13	P22
C08	1051	1369	E13	B22
D08	1052	1370	G13	D22
E08	1053	1371	I13	F22
F08	1054	1372	K13	H22
G08	1055	1373	M13	J22
H08	1056	1374	O13	L22
A09	1265	1207	B19	N03
B09	1266	1208	D19	P03
C09	1267	1201	F19	B03
D09	1268	1202	H19	D03
E09	1269	1203	J19	F03
F09	1270	1204	L19	H03
G09	1271	1205	N19	J03
H09	1272	1206	P19	L03
A10	1001	1327	A01	N10
B10	1002	1328	C01	P10
C10	1003	1321	E01	B10
D10	1004	1322	G01	D10
E10	1005	1323	I01	F10
F10	1006	1324	K01	H10
G10	1007	1325	M01	J10
H10	1008	1326	O01	L10
A11	1353	1295	B18	N02
B11	1354	1296	D18	P02
C11	1355	1289	F18	B02
D11	1356	1290	H18	D02
E11	1357	1291	J18	F02
F11	1358	1292	L18	H02
G11	1359	1293	N18	J02
H11	1360	1294	P18	L02
A12	1041	1367	A11	N20
B12	1042	1368	C11	P20
C12	1043	1361	E11	B20
D12	1044	1362	G11	D20
E12	1045	1363	I11	F20
F12	1046	1364	K11	H20
G12	1047	1365	M11	J20
H12	1048	1366	O11	L20
