#Destpos	P7	P5	P7_pos	P5_pos
A01	1337	1317	B14	J08
B01	1338	1318	D14	L08
C01	1339	1319	F14	N08
D01	1340	1320	H14	P08
E01	1341	1313	J14	B08
F01	1342	1314	L14	D08
G01	1343	1315	N14	F08
H01	1344	1316	P14	H08
A02	1089	1069	A23	I17
B02	1090	1070	C23	K17
C02	1091	1071	E23	M17
D02	1092	1072	G23	O17
E02	1093	1065	I23	A17
F02	1094	1066	K23	C17
G02	1095	1067	M23	E17
H02	1096	1068	O23	G17
A03	1153	1133	A16	I10
B03	1154	1134	C16	K10
C03	1155	1135	E16	M10
D03	1156	1136	G16	O10
E03	1157	1129	I16	A10
F03	1158	1130	K16	C10
G03	1159	1131	M16	E10
H03	1160	1132	O16	G10
A04	1361	1341	B20	J14
B04	1362	1342	D20	L14
C04	1363	1343	F20	N14
D04	1364	1344	H20	P14
E04	1365	1337	J20	B14
F04	1366	1338	L20	D14
G04	1367	1339	N20	F14
H04	1368	1340	P20	H14
A05	1161	1141	A18	I12
B05	1162	1142	C18	K12
C05	1163	1143	E18	M12
D05	1164	1144	G18	O12
E05	1165	1137	I18	A12
F05	1166	1138	K18	C12
G05	1167	1139	M18	E12
H05	1168	1140	O18	G12
A06	1193	1173	B01	I20
B06	1194	1174	D01	K20
C06	1195	1175	F01	M20
D06	1196	1176	H01	O20
E06	1197	1169	J01	A20
F06	1198	1170	L01	C20
G06	1199	1171	N01	E20
H06	1200	1172	P01	G20
A07	1025	1005	A07	I01
B07	1026	1006	C07	K01
C07	1027	1007	E07	M01
D07	1028	1008	G07	O01
E07	1029	1001	I07	A01
F07	1030	1002	K07	C01
G07	1031	1003	M07	E01
H07	1032	1004	O07	G01
A08	1353	1333	B18	J12
B08	1354	1334	D18	L12
C08	1355	1335	F18	N12
D08	1356	1336	H18	P12
E08	1357	1329	J18	B12
F08	1358	1330	L18	D12
G08	1359	1331	N18	F12
H08	1360	1332	P18	H12
A09	1313	1293	B08	J02
B09	1314	1294	D08	L02
C09	1315	1295	F08	N02
D09	1316	1296	H08	P02
E09	1317	1289	J08	B02
F09	1318	1290	L08	D02
G09	1319	1291	N08	F02
H09	1320	1292	P08	H02
A10	1009	1373	A03	J22
B10	1010	1374	C03	L22
C10	1011	1375	E03	N22
D10	1012	1376	G03	P22
E10	1013	1369	I03	B22
F10	1014	1370	K03	D22
G10	1015	1371	M03	F22
H10	1016	1372	O03	H22
A11	1121	1101	A08	I02
B11	1122	1102	C08	K02
C11	1123	1103	E08	M02
D11	1124	1104	G08	O02
E11	1125	1097	I08	A02
F11	1126	1098	K08	C02
G11	1127	1099	M08	E02
H11	1128	1100	O08	G02
A12	1345	1325	B16	J10
B12	1346	1326	D16	L10
C12	1347	1327	F16	N10
D12	1348	1328	H16	P10
E12	1349	1321	J16	B10
F12	1350	1322	L16	D10
G12	1351	1323	N16	F10
H12	1352	1324	P16	H10
