#Destpos	P7	P5	P7_pos	P5_pos
A01	1257	1335	B17	N12
B01	1258	1336	D17	P12
C01	1259	1329	F17	B12
D01	1260	1330	H17	D12
E01	1261	1331	J17	F12
F01	1262	1332	L17	H12
G01	1263	1333	N17	J12
H01	1264	1334	P17	L12
A02	1105	1183	A04	M22
B02	1106	1184	C04	O22
C02	1107	1177	E04	A22
D02	1108	1178	G04	C22
E02	1109	1179	I04	E22
F02	1110	1180	K04	G22
G02	1111	1181	M04	I22
H02	1112	1182	O04	K22
A03	1145	1223	A14	N07
B03	1146	1224	C14	P07
C03	1147	1217	E14	B07
D03	1148	1218	G14	D07
E03	1149	1219	I14	F07
F03	1150	1220	K14	H07
G03	1151	1221	M14	J07
H03	1152	1222	O14	L07
A04	1033	1111	A09	M04
B04	1034	1112	C09	O04
C04	1035	1105	E09	A04
D04	1036	1106	G09	C04
E04	1037	1107	I09	E04
F04	1038	1108	K09	G04
G04	1039	1109	M09	I04
H04	1040	1110	O09	K04
A05	1113	1191	A06	M24
B05	1114	1192	C06	O24
C05	1115	1185	E06	A24
D05	1116	1186	G06	C24
E05	1117	1187	I06	E24
F05	1118	1188	K06	G24
G05	1119	1189	M06	I24
H05	1120	1190	O06	K24
A06	1153	1231	A16	N09
B06	1154	1232	C16	P09
C06	1155	1225	E16	B09
D06	1156	1226	G16	D09
E06	1157	1227	I16	F09
F06	1158	1228	K16	H09
G06	1159	1229	M16	J09
H06	1160	1230	O16	L09
A07	1329	1023	B12	M05
B07	1330	1024	D12	O05
C07	1331	1017	F12	A05
D07	1332	1018	H12	C05
E07	1333	1019	J12	E05
F07	1334	1020	L12	G05
G07	1335	1021	N12	I05
H07	1336	1022	P12	K05
A08	1009	1087	A03	M21
B08	1010	1088	C03	O21
C08	1011	1081	E03	A21
D08	1012	1082	G03	C21
E08	1013	1083	I03	E21
F08	1014	1084	K03	G21
G08	1015	1085	M03	I21
H08	1016	1086	O03	K21
A09	1017	1095	A05	M23
B09	1018	1096	C05	O23
C09	1019	1089	E05	A23
D09	1020	1090	G05	C23
E09	1021	1091	I05	E23
F09	1022	1092	K05	G23
G09	1023	1093	M05	I23
H09	1024	1094	O05	K23
A10	1081	1159	A21	M16
B10	1082	1160	C21	O16
C10	1083	1153	E21	A16
D10	1084	1154	G21	C16
E10	1085	1155	I21	E16
F10	1086	1156	K21	G16
G10	1087	1157	M21	I16
H10	1088	1158	O21	K16
A11	1273	1351	B21	N16
B11	1274	1352	D21	P16
C11	1275	1345	F21	B16
D11	1276	1346	H21	D16
E11	1277	1347	J21	F16
F11	1278	1348	L21	H16
G11	1279	1349	N21	J16
H11	1280	1350	P21	L16
A12	1097	1175	A02	M20
B12	1098	1176	C02	O20
C12	1099	1169	E02	A20
D12	1100	1170	G02	C20
E12	1101	1171	I02	E20
F12	1102	1172	K02	G20
G12	1103	1173	M02	I20
H12	1104	1174	O02	K20
