#Destpos	P7	P5	P7_pos	P5_pos
A01	1089	1013	A23	I03
B01	1090	1014	C23	K03
C01	1091	1015	E23	M03
D01	1092	1016	G23	O03
E01	1093	1009	I23	A03
F01	1094	1010	K23	C03
G01	1095	1011	M23	E03
H01	1096	1012	O23	G03
A02	1001	1309	A01	J06
B02	1002	1310	C01	L06
C02	1003	1311	E01	N06
D02	1004	1312	G01	P06
E02	1005	1305	I01	B06
F02	1006	1306	K01	D06
G02	1007	1307	M01	F06
H02	1008	1308	O01	H06
A03	1105	1029	A04	I07
B03	1106	1030	C04	K07
C03	1107	1031	E04	M07
D03	1108	1032	G04	O07
E03	1109	1025	I04	A07
F03	1110	1026	K04	C07
G03	1111	1027	M04	E07
H03	1112	1028	O04	G07
A04	1025	1333	A07	J12
B04	1026	1334	C07	L12
C04	1027	1335	E07	N12
D04	1028	1336	G07	P12
E04	1029	1329	I07	B12
F04	1030	1330	K07	D12
G04	1031	1331	M07	F12
H04	1032	1332	O07	H12
A05	1377	1301	B24	J04
B05	1378	1302	D24	L04
C05	1379	1303	F24	N04
D05	1380	1304	H24	P04
E05	1381	1297	J24	B04
F05	1382	1298	L24	D04
G05	1383	1299	N24	F04
H05	1384	1300	P24	H04
A06	1137	1061	A12	I15
B06	1138	1062	C12	K15
C06	1139	1063	E12	M15
D06	1140	1064	G12	O15
E06	1141	1057	I12	A15
F06	1142	1058	K12	C15
G06	1143	1059	M12	E15
H06	1144	1060	O12	G15
A07	1281	1205	B23	J03
B07	1282	1206	D23	L03
C07	1283	1207	F23	N03
D07	1284	1208	H23	P03
E07	1285	1201	J23	B03
F07	1286	1202	L23	D03
G07	1287	1203	N23	F03
H07	1288	1204	P23	H03
A08	1225	1149	B09	I14
B08	1226	1150	D09	K14
C08	1227	1151	F09	M14
D08	1228	1152	H09	O14
E08	1229	1145	J09	A14
F08	1230	1146	L09	C14
G08	1231	1147	N09	E14
H08	1232	1148	P09	G14
A09	1049	1357	A13	J18
B09	1050	1358	C13	L18
C09	1051	1359	E13	N18
D09	1052	1360	G13	P18
E09	1053	1353	I13	B18
F09	1054	1354	K13	D18
G09	1055	1355	M13	F18
H09	1056	1356	O13	H18
A10	1185	1109	A24	I04
B10	1186	1110	C24	K04
C10	1187	1111	E24	M04
D10	1188	1112	G24	O04
E10	1189	1105	I24	A04
F10	1190	1106	K24	C04
G10	1191	1107	M24	E04
H10	1192	1108	O24	G04
A11	1161	1085	A18	I21
B11	1162	1086	C18	K21
C11	1163	1087	E18	M21
D11	1164	1088	G18	O21
E11	1165	1081	I18	A21
F11	1166	1082	K18	C21
G11	1167	1083	M18	E21
H11	1168	1084	O18	G21
A12	1065	1373	A17	J22
B12	1066	1374	C17	L22
C12	1067	1375	E17	N22
D12	1068	1376	G17	P22
E12	1069	1369	I17	B22
F12	1070	1370	K17	D22
G12	1071	1371	M17	F22
H12	1072	1372	O17	H22
