#Destpos	P7	P5	P7_pos	P5_pos
A01	1369	1045	B22	I11
B01	1370	1046	D22	K11
C01	1371	1047	F22	M11
D01	1372	1048	H22	O11
E01	1373	1041	J22	A11
F01	1374	1042	L22	C11
G01	1375	1043	N22	E11
H01	1376	1044	P22	G11
A02	1281	1341	B23	J14
B02	1282	1342	D23	L14
C02	1283	1343	F23	N14
D02	1284	1344	H23	P14
E02	1285	1337	J23	B14
F02	1286	1338	L23	D14
G02	1287	1339	N23	F14
H02	1288	1340	P23	H14
A03	1257	1317	B17	J08
B03	1258	1318	D17	L08
C03	1259	1319	F17	N08
D03	1260	1320	H17	P08
E03	1261	1313	J17	B08
F03	1262	1314	L17	D08
G03	1263	1315	N17	F08
H03	1264	1316	P17	H08
A04	1145	1205	A14	J03
B04	1146	1206	C14	L03
C04	1147	1207	E14	N03
D04	1148	1208	G14	P03
E04	1149	1201	I14	B03
F04	1150	1202	K14	D03
G04	1151	1203	M14	F03
H04	1152	1204	O14	H03
A05	1121	1181	A08	I22
B05	1122	1182	C08	K22
C05	1123	1183	E08	M22
D05	1124	1184	G08	O22
E05	1125	1177	I08	A22
F05	1126	1178	K08	C22
G05	1127	1179	M08	E22
H05	1128	1180	O08	G22
A06	1377	1053	B24	I13
B06	1378	1054	D24	K13
C06	1379	1055	F24	M13
D06	1380	1056	H24	O13
E06	1381	1049	J24	A13
F06	1382	1050	L24	C13
G06	1383	1051	N24	E13
H06	1384	1052	P24	G13
A07	1193	1253	B01	J15
B07	1194	1254	D01	L15
C07	1195	1255	F01	N15
D07	1196	1256	H01	P15
E07	1197	1249	J01	B15
F07	1198	1250	L01	D15
G07	1199	1251	N01	F15
H07	1200	1252	P01	H15
A08	1305	1365	B06	J20
B08	1306	1366	D06	L20
C08	1307	1367	F06	N20
D08	1308	1368	H06	P20
E08	1309	1361	J06	B20
F08	1310	1362	L06	D20
G08	1311	1363	N06	F20
H08	1312	1364	P06	H20
A09	1225	1285	B09	J23
B09	1226	1286	D09	L23
C09	1227	1287	F09	N23
D09	1228	1288	H09	P23
E09	1229	1281	J09	B23
F09	1230	1282	L09	D23
G09	1231	1283	N09	F23
H09	1232	1284	P09	H23
A10	1049	1109	A13	I04
B10	1050	1110	C13	K04
C10	1051	1111	E13	M04
D10	1052	1112	G13	O04
E10	1053	1105	I13	A04
F10	1054	1106	K13	C04
G10	1055	1107	M13	E04
H10	1056	1108	O13	G04
A11	1169	1229	A20	J09
B11	1170	1230	C20	L09
C11	1171	1231	E20	N09
D11	1172	1232	G20	P09
E11	1173	1225	I20	B09
F11	1174	1226	K20	D09
G11	1175	1227	M20	F09
H11	1176	1228	O20	H09
A12	1265	1325	B19	J10
B12	1266	1326	D19	L10
C12	1267	1327	F19	N10
D12	1268	1328	H19	P10
E12	1269	1321	J19	B10
F12	1270	1322	L19	D10
G12	1271	1323	N19	F10
H12	1272	1324	P19	H10
