#Destpos	P7	P5	P7_pos	P5_pos
A01	1161	1119	A18	M06
B01	1162	1120	C18	O06
C01	1163	1113	E18	A06
D01	1164	1114	G18	C06
E01	1165	1115	I18	E06
F01	1166	1116	K18	G06
G01	1167	1117	M18	I06
H01	1168	1118	O18	K06
A02	1225	1183	B09	M22
B02	1226	1184	D09	O22
C02	1227	1177	F09	A22
D02	1228	1178	H09	C22
E02	1229	1179	J09	E22
F02	1230	1180	L09	G22
G02	1231	1181	N09	I22
H02	1232	1182	P09	K22
A03	1169	1127	A20	M08
B03	1170	1128	C20	O08
C03	1171	1121	E20	A08
D03	1172	1122	G20	C08
E03	1173	1123	I20	E08
F03	1174	1124	K20	G08
G03	1175	1125	M20	I08
H03	1176	1126	O20	K08
A04	1081	1039	A21	M09
B04	1082	1040	C21	O09
C04	1083	1033	E21	A09
D04	1084	1034	G21	C09
E04	1085	1035	I21	E09
F04	1086	1036	K21	G09
G04	1087	1037	M21	I09
H04	1088	1038	O21	K09
A05	1153	1111	A16	M04
B05	1154	1112	C16	O04
C05	1155	1105	E16	A04
D05	1156	1106	G16	C04
E05	1157	1107	I16	E04
F05	1158	1108	K16	G04
G05	1159	1109	M16	I04
H05	1160	1110	O16	K04
A06	1145	1103	A14	M02
B06	1146	1104	C14	O02
C06	1147	1097	E14	A02
D06	1148	1098	G14	C02
E06	1149	1099	I14	E02
F06	1150	1100	K14	G02
G06	1151	1101	M14	I02
H06	1152	1102	O14	K02
A07	1321	1279	B10	N21
B07	1322	1280	D10	P21
C07	1323	1273	F10	B21
D07	1324	1274	H10	D21
E07	1325	1275	J10	F21
F07	1326	1276	L10	H21
G07	1327	1277	N10	J21
H07	1328	1278	P10	L21
A08	1273	1231	B21	N09
B08	1274	1232	D21	P09
C08	1275	1225	F21	B09
D08	1276	1226	H21	D09
E08	1277	1227	J21	F09
F08	1278	1228	L21	H09
G08	1279	1229	N21	J09
H08	1280	1230	P21	L09
A09	1337	1295	B14	N02
B09	1338	1296	D14	P02
C09	1339	1289	F14	B02
D09	1340	1290	H14	D02
E09	1341	1291	J14	F02
F09	1342	1292	L14	H02
G09	1343	1293	N14	J02
H09	1344	1294	P14	L02
A10	1369	1327	B22	N10
B10	1370	1328	D22	P10
C10	1371	1321	F22	B10
D10	1372	1322	H22	D10
E10	1373	1323	J22	F10
F10	1374	1324	L22	H10
G10	1375	1325	N22	J10
H10	1376	1326	P22	L10
A11	1257	1215	B17	N05
B11	1258	1216	D17	P05
C11	1259	1209	F17	B05
D11	1260	1210	H17	D05
E11	1261	1211	J17	F05
F11	1262	1212	L17	H05
G11	1263	1213	N17	J05
H11	1264	1214	P17	L05
A12	1113	1071	A06	M17
B12	1114	1072	C06	O17
C12	1115	1065	E06	A17
D12	1116	1066	G06	C17
E12	1117	1067	I06	E17
F12	1118	1068	K06	G17
G12	1119	1069	M06	I17
H12	1120	1070	O06	K17
