#Destpos	P7	P5	P7_pos	P5_pos
A01	1049	1143	A13	M12
B01	1050	1144	C13	O12
C01	1051	1137	E13	A12
D01	1052	1138	G13	C12
E01	1053	1139	I13	E12
F01	1054	1140	K13	G12
G01	1055	1141	M13	I12
H01	1056	1142	O13	K12
A02	1025	1119	A07	M06
B02	1026	1120	C07	O06
C02	1027	1113	E07	A06
D02	1028	1114	G07	C06
E02	1029	1115	I07	E06
F02	1030	1116	K07	G06
G02	1031	1117	M07	I06
H02	1032	1118	O07	K06
A03	1297	1007	B04	M01
B03	1298	1008	D04	O01
C03	1299	1001	F04	A01
D03	1300	1002	H04	C01
E03	1301	1003	J04	E01
F03	1302	1004	L04	G01
G03	1303	1005	N04	I01
H03	1304	1006	P04	K01
A04	1281	1375	B23	N22
B04	1282	1376	D23	P22
C04	1283	1369	F23	B22
D04	1284	1370	H23	D22
E04	1285	1371	J23	F22
F04	1286	1372	L23	H22
G04	1287	1373	N23	J22
H04	1288	1374	P23	L22
A05	1017	1111	A05	M04
B05	1018	1112	C05	O04
C05	1019	1105	E05	A04
D05	1020	1106	G05	C04
E05	1021	1107	I05	E04
F05	1022	1108	K05	G04
G05	1023	1109	M05	I04
H05	1024	1110	O05	K04
A06	1073	1167	A19	M18
B06	1074	1168	C19	O18
C06	1075	1161	E19	A18
D06	1076	1162	G19	C18
E06	1077	1163	I19	E18
F06	1078	1164	K19	G18
G06	1079	1165	M19	I18
H06	1080	1166	O19	K18
A07	1081	1175	A21	M20
B07	1082	1176	C21	O20
C07	1083	1169	E21	A20
D07	1084	1170	G21	C20
E07	1085	1171	I21	E20
F07	1086	1172	K21	G20
G07	1087	1173	M21	I20
H07	1088	1174	O21	K20
A08	1289	1383	B02	N24
B08	1290	1384	D02	P24
C08	1291	1377	F02	B24
D08	1292	1378	H02	D24
E08	1293	1379	J02	F24
F08	1294	1380	L02	H24
G08	1295	1381	N02	J24
H08	1296	1382	P02	L24
A09	1033	1127	A09	M08
B09	1034	1128	C09	O08
C09	1035	1121	E09	A08
D09	1036	1122	G09	C08
E09	1037	1123	I09	E08
F09	1038	1124	K09	G08
G09	1039	1125	M09	I08
H09	1040	1126	O09	K08
A10	1241	1335	B13	N12
B10	1242	1336	D13	P12
C10	1243	1329	F13	B12
D10	1244	1330	H13	D12
E10	1245	1331	J13	F12
F10	1246	1332	L13	H12
G10	1247	1333	N13	J12
H10	1248	1334	P13	L12
A11	1321	1031	B10	M07
B11	1322	1032	D10	O07
C11	1323	1025	F10	A07
D11	1324	1026	H10	C07
E11	1325	1027	J10	E07
F11	1326	1028	L10	G07
G11	1327	1029	N10	I07
H11	1328	1030	P10	K07
A12	1265	1359	B19	N18
B12	1266	1360	D19	P18
C12	1267	1353	F19	B18
D12	1268	1354	H19	D18
E12	1269	1355	J19	F18
F12	1270	1356	L19	H18
G12	1271	1357	N19	J18
H12	1272	1358	P19	L18
