#Destpos	P7	P5	P7_pos	P5_pos
A01	1105	1315	A04	F08
B01	1106	1316	C04	H08
C01	1107	1317	E04	J08
D01	1108	1318	G04	L08
E01	1109	1319	I04	N08
F01	1110	1320	K04	P08
G01	1111	1313	M04	B08
H01	1112	1314	O04	D08
A02	1377	1203	B24	F03
B02	1378	1204	D24	H03
C02	1379	1205	F24	J03
D02	1380	1206	H24	L03
E02	1381	1207	J24	N03
F02	1382	1208	L24	P03
G02	1383	1201	N24	B03
H02	1384	1202	P24	D03
A03	1017	1227	A05	F09
B03	1018	1228	C05	H09
C03	1019	1229	E05	J09
D03	1020	1230	G05	L09
E03	1021	1231	I05	N09
F03	1022	1232	K05	P09
G03	1023	1225	M05	B09
H03	1024	1226	O05	D09
A04	1129	1339	A10	F14
B04	1130	1340	C10	H14
C04	1131	1341	E10	J14
D04	1132	1342	G10	L14
E04	1133	1343	I10	N14
F04	1134	1344	K10	P14
G04	1135	1337	M10	B14
H04	1136	1338	O10	D14
A05	1257	1083	B17	E21
B05	1258	1084	D17	G21
C05	1259	1085	F17	I21
D05	1260	1086	H17	K21
E05	1261	1087	J17	M21
F05	1262	1088	L17	O21
G05	1263	1081	N17	A21
H05	1264	1082	P17	C21
A06	1033	1243	A09	F13
B06	1034	1244	C09	H13
C06	1035	1245	E09	J13
D06	1036	1246	G09	L13
E06	1037	1247	I09	N13
F06	1038	1248	K09	P13
G06	1039	1241	M09	B13
H06	1040	1242	O09	D13
A07	1249	1075	B15	E19
B07	1250	1076	D15	G19
C07	1251	1077	F15	I19
D07	1252	1078	H15	K19
E07	1253	1079	J15	M19
F07	1254	1080	L15	O19
G07	1255	1073	N15	A19
H07	1256	1074	P15	C19
A08	1145	1355	A14	F18
B08	1146	1356	C14	H18
C08	1147	1357	E14	J18
D08	1148	1358	G14	L18
E08	1149	1359	I14	N18
F08	1150	1360	K14	P18
G08	1151	1353	M14	B18
H08	1152	1354	O14	D18
A09	1089	1299	A23	F04
B09	1090	1300	C23	H04
C09	1091	1301	E23	J04
D09	1092	1302	G23	L04
E09	1093	1303	I23	N04
F09	1094	1304	K23	P04
G09	1095	1297	M23	B04
H09	1096	1298	O23	D04
A10	1161	1371	A18	F22
B10	1162	1372	C18	H22
C10	1163	1373	E18	J22
D10	1164	1374	G18	L22
E10	1165	1375	I18	N22
F10	1166	1376	K18	P22
G10	1167	1369	M18	B22
H10	1168	1370	O18	D22
A11	1073	1283	A19	F23
B11	1074	1284	C19	H23
C11	1075	1285	E19	J23
D11	1076	1286	G19	L23
E11	1077	1287	I19	N23
F11	1078	1288	K19	P23
G11	1079	1281	M19	B23
H11	1080	1282	O19	D23
A12	1225	1051	B09	E13
B12	1226	1052	D09	G13
C12	1227	1053	F09	I13
D12	1228	1054	H09	K13
E12	1229	1055	J09	M13
F12	1230	1056	L09	O13
G12	1231	1049	N09	A13
H12	1232	1050	P09	C13
