#Destpos	P7	P5	P7_pos	P5_pos
A01	1297	1147	B04	E14
B01	1298	1148	D04	G14
C01	1299	1149	F04	I14
D01	1300	1150	H04	K14
E01	1301	1151	J04	M14
F01	1302	1152	L04	O14
G01	1303	1145	N04	A14
H01	1304	1146	P04	C14
A02	1337	1187	B14	E24
B02	1338	1188	D14	G24
C02	1339	1189	F14	I24
D02	1340	1190	H14	K24
E02	1341	1191	J14	M24
F02	1342	1192	L14	O24
G02	1343	1185	N14	A24
H02	1344	1186	P14	C24
A03	1265	1115	B19	E06
B03	1266	1116	D19	G06
C03	1267	1117	F19	I06
D03	1268	1118	H19	K06
E03	1269	1119	J19	M06
F03	1270	1120	L19	O06
G03	1271	1113	N19	A06
H03	1272	1114	P19	C06
A04	1249	1099	B15	E02
B04	1250	1100	D15	G02
C04	1251	1101	F15	I02
D04	1252	1102	H15	K02
E04	1253	1103	J15	M02
F04	1254	1104	L15	O02
G04	1255	1097	N15	A02
H04	1256	1098	P15	C02
A05	1201	1051	B03	E13
B05	1202	1052	D03	G13
C05	1203	1053	F03	I13
D05	1204	1054	H03	K13
E05	1205	1055	J03	M13
F05	1206	1056	L03	O13
G05	1207	1049	N03	A13
H05	1208	1050	P03	C13
A06	1049	1283	A13	F23
B06	1050	1284	C13	H23
C06	1051	1285	E13	J23
D06	1052	1286	G13	L23
E06	1053	1287	I13	N23
F06	1054	1288	K13	P23
G06	1055	1281	M13	B23
H06	1056	1282	O13	D23
A07	1225	1075	B09	E19
B07	1226	1076	D09	G19
C07	1227	1077	F09	I19
D07	1228	1078	H09	K19
E07	1229	1079	J09	M19
F07	1230	1080	L09	O19
G07	1231	1073	N09	A19
H07	1232	1074	P09	C19
A08	1321	1171	B10	E20
B08	1322	1172	D10	G20
C08	1323	1173	F10	I20
D08	1324	1174	H10	K20
E08	1325	1175	J10	M20
F08	1326	1176	L10	O20
G08	1327	1169	N10	A20
H08	1328	1170	P10	C20
A09	1121	1355	A08	F18
B09	1122	1356	C08	H18
C09	1123	1357	E08	J18
D09	1124	1358	G08	L18
E09	1125	1359	I08	N18
F09	1126	1360	K08	P18
G09	1127	1353	M08	B18
H09	1128	1354	O08	D18
A10	1193	1043	B01	E11
B10	1194	1044	D01	G11
C10	1195	1045	F01	I11
D10	1196	1046	H01	K11
E10	1197	1047	J01	M11
F10	1198	1048	L01	O11
G10	1199	1041	N01	A11
H10	1200	1042	P01	C11
A11	1169	1019	A20	E05
B11	1170	1020	C20	G05
C11	1171	1021	E20	I05
D11	1172	1022	G20	K05
E11	1173	1023	I20	M05
F11	1174	1024	K20	O05
G11	1175	1017	M20	A05
H11	1176	1018	O20	C05
A12	1177	1027	A22	E07
B12	1178	1028	C22	G07
C12	1179	1029	E22	I07
D12	1180	1030	G22	K07
E12	1181	1031	I22	M07
F12	1182	1032	K22	O07
G12	1183	1025	M22	A07
H12	1184	1026	O22	C07
