#Destpos	P7	P5	P7_pos	P5_pos
A01	1361	1237	B20	J11
B01	1362	1238	D20	L11
C01	1363	1239	F20	N11
D01	1364	1240	H20	P11
E01	1365	1233	J20	B11
F01	1366	1234	L20	D11
G01	1367	1235	N20	F11
H01	1368	1236	P20	H11
A02	1329	1205	B12	J03
B02	1330	1206	D12	L03
C02	1331	1207	F12	N03
D02	1332	1208	H12	P03
E02	1333	1201	J12	B03
F02	1334	1202	L12	D03
G02	1335	1203	N12	F03
H02	1336	1204	P12	H03
A03	1377	1253	B24	J15
B03	1378	1254	D24	L15
C03	1379	1255	F24	N15
D03	1380	1256	H24	P15
E03	1381	1249	J24	B15
F03	1382	1250	L24	D15
G03	1383	1251	N24	F15
H03	1384	1252	P24	H15
A04	1185	1061	A24	I15
B04	1186	1062	C24	K15
C04	1187	1063	E24	M15
D04	1188	1064	G24	O15
E04	1189	1057	I24	A15
F04	1190	1058	K24	C15
G04	1191	1059	M24	E15
H04	1192	1060	O24	G15
A05	1081	1341	A21	J14
B05	1082	1342	C21	L14
C05	1083	1343	E21	N14
D05	1084	1344	G21	P14
E05	1085	1337	I21	B14
F05	1086	1338	K21	D14
G05	1087	1339	M21	F14
H05	1088	1340	O21	H14
A06	1369	1245	B22	J13
B06	1370	1246	D22	L13
C06	1371	1247	F22	N13
D06	1372	1248	H22	P13
E06	1373	1241	J22	B13
F06	1374	1242	L22	D13
G06	1375	1243	N22	F13
H06	1376	1244	P22	H13
A07	1345	1221	B16	J07
B07	1346	1222	D16	L07
C07	1347	1223	F16	N07
D07	1348	1224	H16	P07
E07	1349	1217	J16	B07
F07	1350	1218	L16	D07
G07	1351	1219	N16	F07
H07	1352	1220	P16	H07
A08	1153	1029	A16	I07
B08	1154	1030	C16	K07
C08	1155	1031	E16	M07
D08	1156	1032	G16	O07
E08	1157	1025	I16	A07
F08	1158	1026	K16	C07
G08	1159	1027	M16	E07
H08	1160	1028	O16	G07
A09	1033	1293	A09	J02
B09	1034	1294	C09	L02
C09	1035	1295	E09	N02
D09	1036	1296	G09	P02
E09	1037	1289	I09	B02
F09	1038	1290	K09	D02
G09	1039	1291	M09	F02
H09	1040	1292	O09	H02
A10	1129	1005	A10	I01
B10	1130	1006	C10	K01
C10	1131	1007	E10	M01
D10	1132	1008	G10	O01
E10	1133	1001	I10	A01
F10	1134	1002	K10	C01
G10	1135	1003	M10	E01
H10	1136	1004	O10	G01
A11	1177	1053	A22	I13
B11	1178	1054	C22	K13
C11	1179	1055	E22	M13
D11	1180	1056	G22	O13
E11	1181	1049	I22	A13
F11	1182	1050	K22	C13
G11	1183	1051	M22	E13
H11	1184	1052	O22	G13
A12	1145	1021	A14	I05
B12	1146	1022	C14	K05
C12	1147	1023	E14	M05
D12	1148	1024	G14	O05
E12	1149	1017	I14	A05
F12	1150	1018	K14	C05
G12	1151	1019	M14	E05
H12	1152	1020	O14	G05
