#Destpos	P7	P5	P7_pos	P5_pos
A01	1281	1355	B23	F18
B01	1282	1356	D23	H18
C01	1283	1357	F23	J18
D01	1284	1358	H23	L18
E01	1285	1359	J23	N18
F01	1286	1360	L23	P18
G01	1287	1353	N23	B18
H01	1288	1354	P23	D18
A02	1337	1027	B14	E07
B02	1338	1028	D14	G07
C02	1339	1029	F14	I07
D02	1340	1030	H14	K07
E02	1341	1031	J14	M07
F02	1342	1032	L14	O07
G02	1343	1025	N14	A07
H02	1344	1026	P14	C07
A03	1105	1179	A04	E22
B03	1106	1180	C04	G22
C03	1107	1181	E04	I22
D03	1108	1182	G04	K22
E03	1109	1183	I04	M22
F03	1110	1184	K04	O22
G03	1111	1177	M04	A22
H03	1112	1178	O04	C22
A04	1257	1331	B17	F12
B04	1258	1332	D17	H12
C04	1259	1333	F17	J12
D04	1260	1334	H17	L12
E04	1261	1335	J17	N12
F04	1262	1336	L17	P12
G04	1263	1329	N17	B12
H04	1264	1330	P17	D12
A05	1209	1283	B05	F23
B05	1210	1284	D05	H23
C05	1211	1285	F05	J23
D05	1212	1286	H05	L23
E05	1213	1287	J05	N23
F05	1214	1288	L05	P23
G05	1215	1281	N05	B23
H05	1216	1282	P05	D23
A06	1369	1059	B22	E15
B06	1370	1060	D22	G15
C06	1371	1061	F22	I15
D06	1372	1062	H22	K15
E06	1373	1063	J22	M15
F06	1374	1064	L22	O15
G06	1375	1057	N22	A15
H06	1376	1058	P22	C15
A07	1017	1091	A05	E23
B07	1018	1092	C05	G23
C07	1019	1093	E05	I23
D07	1020	1094	G05	K23
E07	1021	1095	I05	M23
F07	1022	1096	K05	O23
G07	1023	1089	M05	A23
H07	1024	1090	O05	C23
A08	1153	1227	A16	F09
B08	1154	1228	C16	H09
C08	1155	1229	E16	J09
D08	1156	1230	G16	L09
E08	1157	1231	I16	N09
F08	1158	1232	K16	P09
G08	1159	1225	M16	B09
H08	1160	1226	O16	D09
A09	1161	1235	A18	F11
B09	1162	1236	C18	H11
C09	1163	1237	E18	J11
D09	1164	1238	G18	L11
E09	1165	1239	I18	N11
F09	1166	1240	K18	P11
G09	1167	1233	M18	B11
H09	1168	1234	O18	D11
A10	1185	1259	A24	F17
B10	1186	1260	C24	H17
C10	1187	1261	E24	J17
D10	1188	1262	G24	L17
E10	1189	1263	I24	N17
F10	1190	1264	K24	P17
G10	1191	1257	M24	B17
H10	1192	1258	O24	D17
A11	1201	1275	B03	F21
B11	1202	1276	D03	H21
C11	1203	1277	F03	J21
D11	1204	1278	H03	L21
E11	1205	1279	J03	N21
F11	1206	1280	L03	P21
G11	1207	1273	N03	B21
H11	1208	1274	P03	D21
A12	1313	1003	B08	E01
B12	1314	1004	D08	G01
C12	1315	1005	F08	I01
D12	1316	1006	H08	K01
E12	1317	1007	J08	M01
F12	1318	1008	L08	O01
G12	1319	1001	N08	A01
H12	1320	1002	P08	C01
