#Destpos	P7	P5	P7_pos	P5_pos
A01	1329	1231	B12	N09
B01	1330	1232	D12	P09
C01	1331	1225	F12	B09
D01	1332	1226	H12	D09
E01	1333	1227	J12	F09
F01	1334	1228	L12	H09
G01	1335	1229	N12	J09
H01	1336	1230	P12	L09
A02	1337	1239	B14	N11
B02	1338	1240	D14	P11
C02	1339	1233	F14	B11
D02	1340	1234	H14	D11
E02	1341	1235	J14	F11
F02	1342	1236	L14	H11
G02	1343	1237	N14	J11
H02	1344	1238	P14	L11
A03	1161	1063	A18	M15
B03	1162	1064	C18	O15
C03	1163	1057	E18	A15
D03	1164	1058	G18	C15
E03	1165	1059	I18	E15
F03	1166	1060	K18	G15
G03	1167	1061	M18	I15
H03	1168	1062	O18	K15
A04	1369	1271	B22	N19
B04	1370	1272	D22	P19
C04	1371	1265	F22	B19
D04	1372	1266	H22	D19
E04	1373	1267	J22	F19
F04	1374	1268	L22	H19
G04	1375	1269	N22	J19
H04	1376	1270	P22	L19
A05	1353	1255	B18	N15
B05	1354	1256	D18	P15
C05	1355	1249	F18	B15
D05	1356	1250	H18	D15
E05	1357	1251	J18	F15
F05	1358	1252	L18	H15
G05	1359	1253	N18	J15
H05	1360	1254	P18	L15
A06	1033	1319	A09	N08
B06	1034	1320	C09	P08
C06	1035	1313	E09	B08
D06	1036	1314	G09	D08
E06	1037	1315	I09	F08
F06	1038	1316	K09	H08
G06	1039	1317	M09	J08
H06	1040	1318	O09	L08
A07	1041	1327	A11	N10
B07	1042	1328	C11	P10
C07	1043	1321	E11	B10
D07	1044	1322	G11	D10
E07	1045	1323	I11	F10
F07	1046	1324	K11	H10
G07	1047	1325	M11	J10
H07	1048	1326	O11	L10
A08	1129	1031	A10	M07
B08	1130	1032	C10	O07
C08	1131	1025	E10	A07
D08	1132	1026	G10	C07
E08	1133	1027	I10	E07
F08	1134	1028	K10	G07
G08	1135	1029	M10	I07
H08	1136	1030	O10	K07
A09	1225	1127	B09	M08
B09	1226	1128	D09	O08
C09	1227	1121	F09	A08
D09	1228	1122	H09	C08
E09	1229	1123	J09	E08
F09	1230	1124	L09	G08
G09	1231	1125	N09	I08
H09	1232	1126	P09	K08
A10	1081	1367	A21	N20
B10	1082	1368	C21	P20
C10	1083	1361	E21	B20
D10	1084	1362	G21	D20
E10	1085	1363	I21	F20
F10	1086	1364	K21	H20
G10	1087	1365	M21	J20
H10	1088	1366	O21	L20
A11	1241	1143	B13	M12
B11	1242	1144	D13	O12
C11	1243	1137	F13	A12
D11	1244	1138	H13	C12
E11	1245	1139	J13	E12
F11	1246	1140	L13	G12
G11	1247	1141	N13	I12
H11	1248	1142	P13	K12
A12	1289	1191	B02	M24
B12	1290	1192	D02	O24
C12	1291	1185	F02	A24
D12	1292	1186	H02	C24
E12	1293	1187	J02	E24
F12	1294	1188	L02	G24
G12	1295	1189	N02	I24
H12	1296	1190	P02	K24
