#Destpos	P7	P5	P7_pos	P5_pos
A01	1121	1179	A08	E22
B01	1122	1180	C08	G22
C01	1123	1181	E08	I22
D01	1124	1182	G08	K22
E01	1125	1183	I08	M22
F01	1126	1184	K08	O22
G01	1127	1177	M08	A22
H01	1128	1178	O08	C22
A02	1025	1083	A07	E21
B02	1026	1084	C07	G21
C02	1027	1085	E07	I21
D02	1028	1086	G07	K21
E02	1029	1087	I07	M21
F02	1030	1088	K07	O21
G02	1031	1081	M07	A21
H02	1032	1082	O07	C21
A03	1249	1307	B15	F06
B03	1250	1308	D15	H06
C03	1251	1309	F15	J06
D03	1252	1310	H15	L06
E03	1253	1311	J15	N06
F03	1254	1312	L15	P06
G03	1255	1305	N15	B06
H03	1256	1306	P15	D06
A04	1089	1147	A23	E14
B04	1090	1148	C23	G14
C04	1091	1149	E23	I14
D04	1092	1150	G23	K14
E04	1093	1151	I23	M14
F04	1094	1152	K23	O14
G04	1095	1145	M23	A14
H04	1096	1146	O23	C14
A05	1185	1243	A24	F13
B05	1186	1244	C24	H13
C05	1187	1245	E24	J13
D05	1188	1246	G24	L13
E05	1189	1247	I24	N13
F05	1190	1248	K24	P13
G05	1191	1241	M24	B13
H05	1192	1242	O24	D13
A06	1153	1211	A16	F05
B06	1154	1212	C16	H05
C06	1155	1213	E16	J05
D06	1156	1214	G16	L05
E06	1157	1215	I16	N05
F06	1158	1216	K16	P05
G06	1159	1209	M16	B05
H06	1160	1210	O16	D05
A07	1225	1283	B09	F23
B07	1226	1284	D09	H23
C07	1227	1285	F09	J23
D07	1228	1286	H09	L23
E07	1229	1287	J09	N23
F07	1230	1288	L09	P23
G07	1231	1281	N09	B23
H07	1232	1282	P09	D23
A08	1361	1035	B20	E09
B08	1362	1036	D20	G09
C08	1363	1037	F20	I09
D08	1364	1038	H20	K09
E08	1365	1039	J20	M09
F08	1366	1040	L20	O09
G08	1367	1033	N20	A09
H08	1368	1034	P20	C09
A09	1161	1219	A18	F07
B09	1162	1220	C18	H07
C09	1163	1221	E18	J07
D09	1164	1222	G18	L07
E09	1165	1223	I18	N07
F09	1166	1224	K18	P07
G09	1167	1217	M18	B07
H09	1168	1218	O18	D07
A10	1041	1099	A11	E02
B10	1042	1100	C11	G02
C10	1043	1101	E11	I02
D10	1044	1102	G11	K02
E10	1045	1103	I11	M02
F10	1046	1104	K11	O02
G10	1047	1097	M11	A02
H10	1048	1098	O11	C02
A11	1297	1355	B04	F18
B11	1298	1356	D04	H18
C11	1299	1357	F04	J18
D11	1300	1358	H04	L18
E11	1301	1359	J04	N18
F11	1302	1360	L04	P18
G11	1303	1353	N04	B18
H11	1304	1354	P04	D18
A12	1321	1379	B10	F24
B12	1322	1380	D10	H24
C12	1323	1381	F10	J24
D12	1324	1382	H10	L24
E12	1325	1383	J10	N24
F12	1326	1384	L10	P24
G12	1327	1377	N10	B24
H12	1328	1378	P10	D24
