#Destpos	P7	P5	P7_pos	P5_pos
A01	1209	1061	B05	I15
B01	1210	1062	D05	K15
C01	1211	1063	F05	M15
D01	1212	1064	H05	O15
E01	1213	1057	J05	A15
F01	1214	1058	L05	C15
G01	1215	1059	N05	E15
H01	1216	1060	P05	G15
A02	1369	1221	B22	J07
B02	1370	1222	D22	L07
C02	1371	1223	F22	N07
D02	1372	1224	H22	P07
E02	1373	1217	J22	B07
F02	1374	1218	L22	D07
G02	1375	1219	N22	F07
H02	1376	1220	P22	H07
A03	1057	1293	A15	J02
B03	1058	1294	C15	L02
C03	1059	1295	E15	N02
D03	1060	1296	G15	P02
E03	1061	1289	I15	B02
F03	1062	1290	K15	D02
G03	1063	1291	M15	F02
H03	1064	1292	O15	H02
A04	1321	1173	B10	I20
B04	1322	1174	D10	K20
C04	1323	1175	F10	M20
D04	1324	1176	H10	O20
E04	1325	1169	J10	A20
F04	1326	1170	L10	C20
G04	1327	1171	N10	E20
H04	1328	1172	P10	G20
A05	1233	1085	B11	I21
B05	1234	1086	D11	K21
C05	1235	1087	F11	M21
D05	1236	1088	H11	O21
E05	1237	1081	J11	A21
F05	1238	1082	L11	C21
G05	1239	1083	N11	E21
H05	1240	1084	P11	G21
A06	1337	1189	B14	I24
B06	1338	1190	D14	K24
C06	1339	1191	F14	M24
D06	1340	1192	H14	O24
E06	1341	1185	J14	A24
F06	1342	1186	L14	C24
G06	1343	1187	N14	E24
H06	1344	1188	P14	G24
A07	1169	1021	A20	I05
B07	1170	1022	C20	K05
C07	1171	1023	E20	M05
D07	1172	1024	G20	O05
E07	1173	1017	I20	A05
F07	1174	1018	K20	C05
G07	1175	1019	M20	E05
H07	1176	1020	O20	G05
A08	1249	1101	B15	I02
B08	1250	1102	D15	K02
C08	1251	1103	F15	M02
D08	1252	1104	H15	O02
E08	1253	1097	J15	A02
F08	1254	1098	L15	C02
G08	1255	1099	N15	E02
H08	1256	1100	P15	G02
A09	1313	1165	B08	I18
B09	1314	1166	D08	K18
C09	1315	1167	F08	M18
D09	1316	1168	H08	O18
E09	1317	1161	J08	A18
F09	1318	1162	L08	C18
G09	1319	1163	N08	E18
H09	1320	1164	P08	G18
A10	1297	1149	B04	I14
B10	1298	1150	D04	K14
C10	1299	1151	F04	M14
D10	1300	1152	H04	O14
E10	1301	1145	J04	A14
F10	1302	1146	L04	C14
G10	1303	1147	N04	E14
H10	1304	1148	P04	G14
A11	1289	1141	B02	I12
B11	1290	1142	D02	K12
C11	1291	1143	F02	M12
D11	1292	1144	H02	O12
E11	1293	1137	J02	A12
F11	1294	1138	L02	C12
G11	1295	1139	N02	E12
H11	1296	1140	P02	G12
A12	1129	1365	A10	J20
B12	1130	1366	C10	L20
C12	1131	1367	E10	N20
D12	1132	1368	G10	P20
E12	1133	1361	I10	B20
F12	1134	1362	K10	D20
G12	1135	1363	M10	F20
H12	1136	1364	O10	H20
