#Destpos	P7	P5	P7_pos	P5_pos
A01	1001	1139	A01	E12
B01	1002	1140	C01	G12
C01	1003	1141	E01	I12
D01	1004	1142	G01	K12
E01	1005	1143	I01	M12
F01	1006	1144	K01	O12
G01	1007	1137	M01	A12
H01	1008	1138	O01	C12
A02	1089	1227	A23	F09
B02	1090	1228	C23	H09
C02	1091	1229	E23	J09
D02	1092	1230	G23	L09
E02	1093	1231	I23	N09
F02	1094	1232	K23	P09
G02	1095	1225	M23	B09
H02	1096	1226	O23	D09
A03	1193	1331	B01	F12
B03	1194	1332	D01	H12
C03	1195	1333	F01	J12
D03	1196	1334	H01	L12
E03	1197	1335	J01	N12
F03	1198	1336	L01	P12
G03	1199	1329	N01	B12
H03	1200	1330	P01	D12
A04	1241	1379	B13	F24
B04	1242	1380	D13	H24
C04	1243	1381	F13	J24
D04	1244	1382	H13	L24
E04	1245	1383	J13	N24
F04	1246	1384	L13	P24
G04	1247	1377	N13	B24
H04	1248	1378	P13	D24
A05	1265	1019	B19	E05
B05	1266	1020	D19	G05
C05	1267	1021	F19	I05
D05	1268	1022	H19	K05
E05	1269	1023	J19	M05
F05	1270	1024	L19	O05
G05	1271	1017	N19	A05
H05	1272	1018	P19	C05
A06	1281	1035	B23	E09
B06	1282	1036	D23	G09
C06	1283	1037	F23	I09
D06	1284	1038	H23	K09
E06	1285	1039	J23	M09
F06	1286	1040	L23	O09
G06	1287	1033	N23	A09
H06	1288	1034	P23	C09
A07	1137	1275	A12	F21
B07	1138	1276	C12	H21
C07	1139	1277	E12	J21
D07	1140	1278	G12	L21
E07	1141	1279	I12	N21
F07	1142	1280	K12	P21
G07	1143	1273	M12	B21
H07	1144	1274	O12	D21
A08	1009	1147	A03	E14
B08	1010	1148	C03	G14
C08	1011	1149	E03	I14
D08	1012	1150	G03	K14
E08	1013	1151	I03	M14
F08	1014	1152	K03	O14
G08	1015	1145	M03	A14
H08	1016	1146	O03	C14
A09	1233	1371	B11	F22
B09	1234	1372	D11	H22
C09	1235	1373	F11	J22
D09	1236	1374	H11	L22
E09	1237	1375	J11	N22
F09	1238	1376	L11	P22
G09	1239	1369	N11	B22
H09	1240	1370	P11	D22
A10	1025	1163	A07	E18
B10	1026	1164	C07	G18
C10	1027	1165	E07	I18
D10	1028	1166	G07	K18
E10	1029	1167	I07	M18
F10	1030	1168	K07	O18
G10	1031	1161	M07	A18
H10	1032	1162	O07	C18
A11	1081	1219	A21	F07
B11	1082	1220	C21	H07
C11	1083	1221	E21	J07
D11	1084	1222	G21	L07
E11	1085	1223	I21	N07
F11	1086	1224	K21	P07
G11	1087	1217	M21	B07
H11	1088	1218	O21	D07
A12	1377	1131	B24	E10
B12	1378	1132	D24	G10
C12	1379	1133	F24	I10
D12	1380	1134	H24	K10
E12	1381	1135	J24	M10
F12	1382	1136	L24	O10
G12	1383	1129	N24	A10
H12	1384	1130	P24	C10
