#Destpos	P7	P5	P7_pos	P5_pos
A01	1033	1107	A09	E04
B01	1034	1108	C09	G04
C01	1035	1109	E09	I04
D01	1036	1110	G09	K04
E01	1037	1111	I09	M04
F01	1038	1112	K09	O04
G01	1039	1105	M09	A04
H01	1040	1106	O09	C04
A02	1305	1379	B06	F24
B02	1306	1380	D06	H24
C02	1307	1381	F06	J24
D02	1308	1382	H06	L24
E02	1309	1383	J06	N24
F02	1310	1384	L06	P24
G02	1311	1377	N06	B24
H02	1312	1378	P06	D24
A03	1065	1139	A17	E12
B03	1066	1140	C17	G12
C03	1067	1141	E17	I12
D03	1068	1142	G17	K12
E03	1069	1143	I17	M12
F03	1070	1144	K17	O12
G03	1071	1137	M17	A12
H03	1072	1138	O17	C12
A04	1249	1323	B15	F10
B04	1250	1324	D15	H10
C04	1251	1325	F15	J10
D04	1252	1326	H15	L10
E04	1253	1327	J15	N10
F04	1254	1328	L15	P10
G04	1255	1321	N15	B10
H04	1256	1322	P15	D10
A05	1009	1083	A03	E21
B05	1010	1084	C03	G21
C05	1011	1085	E03	I21
D05	1012	1086	G03	K21
E05	1013	1087	I03	M21
F05	1014	1088	K03	O21
G05	1015	1081	M03	A21
H05	1016	1082	O03	C21
A06	1089	1163	A23	E18
B06	1090	1164	C23	G18
C06	1091	1165	E23	I18
D06	1092	1166	G23	K18
E06	1093	1167	I23	M18
F06	1094	1168	K23	O18
G06	1095	1161	M23	A18
H06	1096	1162	O23	C18
A07	1289	1363	B02	F20
B07	1290	1364	D02	H20
C07	1291	1365	F02	J20
D07	1292	1366	H02	L20
E07	1293	1367	J02	N20
F07	1294	1368	L02	P20
G07	1295	1361	N02	B20
H07	1296	1362	P02	D20
A08	1169	1243	A20	F13
B08	1170	1244	C20	H13
C08	1171	1245	E20	J13
D08	1172	1246	G20	L13
E08	1173	1247	I20	N13
F08	1174	1248	K20	P13
G08	1175	1241	M20	B13
H08	1176	1242	O20	D13
A09	1145	1219	A14	F07
B09	1146	1220	C14	H07
C09	1147	1221	E14	J07
D09	1148	1222	G14	L07
E09	1149	1223	I14	N07
F09	1150	1224	K14	P07
G09	1151	1217	M14	B07
H09	1152	1218	O14	D07
A10	1297	1371	B04	F22
B10	1298	1372	D04	H22
C10	1299	1373	F04	J22
D10	1300	1374	H04	L22
E10	1301	1375	J04	N22
F10	1302	1376	L04	P22
G10	1303	1369	N04	B22
H10	1304	1370	P04	D22
A11	1129	1203	A10	F03
B11	1130	1204	C10	H03
C11	1131	1205	E10	J03
D11	1132	1206	G10	L03
E11	1133	1207	I10	N03
F11	1134	1208	K10	P03
G11	1135	1201	M10	B03
H11	1136	1202	O10	D03
A12	1329	1019	B12	E05
B12	1330	1020	D12	G05
C12	1331	1021	F12	I05
D12	1332	1022	H12	K05
E12	1333	1023	J12	M05
F12	1334	1024	L12	O05
G12	1335	1017	N12	A05
H12	1336	1018	P12	C05
