#Destpos	P7	P5	P7_pos	P5_pos
A01	1281	1203	B23	F03
B01	1282	1204	D23	H03
C01	1283	1205	F23	J03
D01	1284	1206	H23	L03
E01	1285	1207	J23	N03
F01	1286	1208	L23	P03
G01	1287	1201	N23	B03
H01	1288	1202	P23	D03
A02	1049	1355	A13	F18
B02	1050	1356	C13	H18
C02	1051	1357	E13	J18
D02	1052	1358	G13	L18
E02	1053	1359	I13	N18
F02	1054	1360	K13	P18
G02	1055	1353	M13	B18
H02	1056	1354	O13	D18
A03	1257	1179	B17	E22
B03	1258	1180	D17	G22
C03	1259	1181	F17	I22
D03	1260	1182	H17	K22
E03	1261	1183	J17	M22
F03	1262	1184	L17	O22
G03	1263	1177	N17	A22
H03	1264	1178	P17	C22
A04	1249	1171	B15	E20
B04	1250	1172	D15	G20
C04	1251	1173	F15	I20
D04	1252	1174	H15	K20
E04	1253	1175	J15	M20
F04	1254	1176	L15	O20
G04	1255	1169	N15	A20
H04	1256	1170	P15	C20
A05	1217	1139	B07	E12
B05	1218	1140	D07	G12
C05	1219	1141	F07	I12
D05	1220	1142	H07	K12
E05	1221	1143	J07	M12
F05	1222	1144	L07	O12
G05	1223	1137	N07	A12
H05	1224	1138	P07	C12
A06	1313	1235	B08	F11
B06	1314	1236	D08	H11
C06	1315	1237	F08	J11
D06	1316	1238	H08	L11
E06	1317	1239	J08	N11
F06	1318	1240	L08	P11
G06	1319	1233	N08	B11
H06	1320	1234	P08	D11
A07	1137	1059	A12	E15
B07	1138	1060	C12	G15
C07	1139	1061	E12	I15
D07	1140	1062	G12	K15
E07	1141	1063	I12	M15
F07	1142	1064	K12	O15
G07	1143	1057	M12	A15
H07	1144	1058	O12	C15
A08	1265	1187	B19	E24
B08	1266	1188	D19	G24
C08	1267	1189	F19	I24
D08	1268	1190	H19	K24
E08	1269	1191	J19	M24
F08	1270	1192	L19	O24
G08	1271	1185	N19	A24
H08	1272	1186	P19	C24
A09	1097	1019	A02	E05
B09	1098	1020	C02	G05
C09	1099	1021	E02	I05
D09	1100	1022	G02	K05
E09	1101	1023	I02	M05
F09	1102	1024	K02	O05
G09	1103	1017	M02	A05
H09	1104	1018	O02	C05
A10	1057	1363	A15	F20
B10	1058	1364	C15	H20
C10	1059	1365	E15	J20
D10	1060	1366	G15	L20
E10	1061	1367	I15	N20
F10	1062	1368	K15	P20
G10	1063	1361	M15	B20
H10	1064	1362	O15	D20
A11	1201	1123	B03	E08
B11	1202	1124	D03	G08
C11	1203	1125	F03	I08
D11	1204	1126	H03	K08
E11	1205	1127	J03	M08
F11	1206	1128	L03	O08
G11	1207	1121	N03	A08
H11	1208	1122	P03	C08
A12	1225	1147	B09	E14
B12	1226	1148	D09	G14
C12	1227	1149	F09	I14
D12	1228	1150	H09	K14
E12	1229	1151	J09	M14
F12	1230	1152	L09	O14
G12	1231	1145	N09	A14
H12	1232	1146	P09	C14
