#Destpos	P7	P5	P7_pos	P5_pos
A01	1041	1203	A11	F03
B01	1042	1204	C11	H03
C01	1043	1205	E11	J03
D01	1044	1206	G11	L03
E01	1045	1207	I11	N03
F01	1046	1208	K11	P03
G01	1047	1201	M11	B03
H01	1048	1202	O11	D03
A02	1097	1259	A02	F17
B02	1098	1260	C02	H17
C02	1099	1261	E02	J17
D02	1100	1262	G02	L17
E02	1101	1263	I02	N17
F02	1102	1264	K02	P17
G02	1103	1257	M02	B17
H02	1104	1258	O02	D17
A03	1249	1027	B15	E07
B03	1250	1028	D15	G07
C03	1251	1029	F15	I07
D03	1252	1030	H15	K07
E03	1253	1031	J15	M07
F03	1254	1032	L15	O07
G03	1255	1025	N15	A07
H03	1256	1026	P15	C07
A04	1193	1355	B01	F18
B04	1194	1356	D01	H18
C04	1195	1357	F01	J18
D04	1196	1358	H01	L18
E04	1197	1359	J01	N18
F04	1198	1360	L01	P18
G04	1199	1353	N01	B18
H04	1200	1354	P01	D18
A05	1281	1059	B23	E15
B05	1282	1060	D23	G15
C05	1283	1061	F23	I15
D05	1284	1062	H23	K15
E05	1285	1063	J23	M15
F05	1286	1064	L23	O15
G05	1287	1057	N23	A15
H05	1288	1058	P23	C15
A06	1145	1307	A14	F06
B06	1146	1308	C14	H06
C06	1147	1309	E14	J06
D06	1148	1310	G14	L06
E06	1149	1311	I14	N06
F06	1150	1312	K14	P06
G06	1151	1305	M14	B06
H06	1152	1306	O14	D06
A07	1209	1371	B05	F22
B07	1210	1372	D05	H22
C07	1211	1373	F05	J22
D07	1212	1374	H05	L22
E07	1213	1375	J05	N22
F07	1214	1376	L05	P22
G07	1215	1369	N05	B22
H07	1216	1370	P05	D22
A08	1329	1107	B12	E04
B08	1330	1108	D12	G04
C08	1331	1109	F12	I04
D08	1332	1110	H12	K04
E08	1333	1111	J12	M04
F08	1334	1112	L12	O04
G08	1335	1105	N12	A04
H08	1336	1106	P12	C04
A09	1009	1171	A03	E20
B09	1010	1172	C03	G20
C09	1011	1173	E03	I20
D09	1012	1174	G03	K20
E09	1013	1175	I03	M20
F09	1014	1176	K03	O20
G09	1015	1169	M03	A20
H09	1016	1170	O03	C20
A10	1257	1035	B17	E09
B10	1258	1036	D17	G09
C10	1259	1037	F17	I09
D10	1260	1038	H17	K09
E10	1261	1039	J17	M09
F10	1262	1040	L17	O09
G10	1263	1033	N17	A09
H10	1264	1034	P17	C09
A11	1361	1139	B20	E12
B11	1362	1140	D20	G12
C11	1363	1141	F20	I12
D11	1364	1142	H20	K12
E11	1365	1143	J20	M12
F11	1366	1144	L20	O12
G11	1367	1137	N20	A12
H11	1368	1138	P20	C12
A12	1089	1251	A23	F15
B12	1090	1252	C23	H15
C12	1091	1253	E23	J15
D12	1092	1254	G23	L15
E12	1093	1255	I23	N15
F12	1094	1256	K23	P15
G12	1095	1249	M23	B15
H12	1096	1250	O23	D15
