#Destpos	P7	P5	P7_pos	P5_pos
A01	1113	1295	A06	N02
B01	1114	1296	C06	P02
C01	1115	1289	E06	B02
D01	1116	1290	G06	D02
E01	1117	1291	I06	F02
F01	1118	1292	K06	H02
G01	1119	1293	M06	J02
H01	1120	1294	O06	L02
A02	1329	1127	B12	M08
B02	1330	1128	D12	O08
C02	1331	1121	F12	A08
D02	1332	1122	H12	C08
E02	1333	1123	J12	E08
F02	1334	1124	L12	G08
G02	1335	1125	N12	I08
H02	1336	1126	P12	K08
A03	1121	1303	A08	N04
B03	1122	1304	C08	P04
C03	1123	1297	E08	B04
D03	1124	1298	G08	D04
E03	1125	1299	I08	F04
F03	1126	1300	K08	H04
G03	1127	1301	M08	J04
H03	1128	1302	O08	L04
A04	1081	1263	A21	N17
B04	1082	1264	C21	P17
C04	1083	1257	E21	B17
D04	1084	1258	G21	D17
E04	1085	1259	I21	F17
F04	1086	1260	K21	H17
G04	1087	1261	M21	J17
H04	1088	1262	O21	L17
A05	1377	1175	B24	M20
B05	1378	1176	D24	O20
C05	1379	1169	F24	A20
D05	1380	1170	H24	C20
E05	1381	1171	J24	E20
F05	1382	1172	L24	G20
G05	1383	1173	N24	I20
H05	1384	1174	P24	K20
A06	1041	1223	A11	N07
B06	1042	1224	C11	P07
C06	1043	1217	E11	B07
D06	1044	1218	G11	D07
E06	1045	1219	I11	F07
F06	1046	1220	K11	H07
G06	1047	1221	M11	J07
H06	1048	1222	O11	L07
A07	1265	1063	B19	M15
B07	1266	1064	D19	O15
C07	1267	1057	F19	A15
D07	1268	1058	H19	C15
E07	1269	1059	J19	E15
F07	1270	1060	L19	G15
G07	1271	1061	N19	I15
H07	1272	1062	P19	K15
A08	1185	1367	A24	N20
B08	1186	1368	C24	P20
C08	1187	1361	E24	B20
D08	1188	1362	G24	D20
E08	1189	1363	I24	F20
F08	1190	1364	K24	H20
G08	1191	1365	M24	J20
H08	1192	1366	O24	L20
A09	1177	1359	A22	N18
B09	1178	1360	C22	P18
C09	1179	1353	E22	B18
D09	1180	1354	G22	D18
E09	1181	1355	I22	F18
F09	1182	1356	K22	H18
G09	1183	1357	M22	J18
H09	1184	1358	O22	L18
A10	1145	1327	A14	N10
B10	1146	1328	C14	P10
C10	1147	1321	E14	B10
D10	1148	1322	G14	D10
E10	1149	1323	I14	F10
F10	1150	1324	K14	H10
G10	1151	1325	M14	J10
H10	1152	1326	O14	L10
A11	1153	1335	A16	N12
B11	1154	1336	C16	P12
C11	1155	1329	E16	B12
D11	1156	1330	G16	D12
E11	1157	1331	I16	F12
F11	1158	1332	K16	H12
G11	1159	1333	M16	J12
H11	1160	1334	O16	L12
A12	1105	1287	A04	N23
B12	1106	1288	C04	P23
C12	1107	1281	E04	B23
D12	1108	1282	G04	D23
E12	1109	1283	I04	F23
F12	1110	1284	K04	H23
G12	1111	1285	M04	J23
H12	1112	1286	O04	L23
