#Destpos	P7	P5	P7_pos	P5_pos
A01	1241	1279	B13	N21
B01	1242	1280	D13	P21
C01	1243	1273	F13	B21
D01	1244	1274	H13	D21
E01	1245	1275	J13	F21
F01	1246	1276	L13	H21
G01	1247	1277	N13	J21
H01	1248	1278	P13	L21
A02	1377	1031	B24	M07
B02	1378	1032	D24	O07
C02	1379	1025	F24	A07
D02	1380	1026	H24	C07
E02	1381	1027	J24	E07
F02	1382	1028	L24	G07
G02	1383	1029	N24	I07
H02	1384	1030	P24	K07
A03	1369	1023	B22	M05
B03	1370	1024	D22	O05
C03	1371	1017	F22	A05
D03	1372	1018	H22	C05
E03	1373	1019	J22	E05
F03	1374	1020	L22	G05
G03	1375	1021	N22	I05
H03	1376	1022	P22	K05
A04	1153	1191	A16	M24
B04	1154	1192	C16	O24
C04	1155	1185	E16	A24
D04	1156	1186	G16	C24
E04	1157	1187	I16	E24
F04	1158	1188	K16	G24
G04	1159	1189	M16	I24
H04	1160	1190	O16	K24
A05	1041	1079	A11	M19
B05	1042	1080	C11	O19
C05	1043	1073	E11	A19
D05	1044	1074	G11	C19
E05	1045	1075	I11	E19
F05	1046	1076	K11	G19
G05	1047	1077	M11	I19
H05	1048	1078	O11	K19
A06	1081	1119	A21	M06
B06	1082	1120	C21	O06
C06	1083	1113	E21	A06
D06	1084	1114	G21	C06
E06	1085	1115	I21	E06
F06	1086	1116	K21	G06
G06	1087	1117	M21	I06
H06	1088	1118	O21	K06
A07	1313	1351	B08	N16
B07	1314	1352	D08	P16
C07	1315	1345	F08	B16
D07	1316	1346	H08	D16
E07	1317	1347	J08	F16
F07	1318	1348	L08	H16
G07	1319	1349	N08	J16
H07	1320	1350	P08	L16
A08	1137	1175	A12	M20
B08	1138	1176	C12	O20
C08	1139	1169	E12	A20
D08	1140	1170	G12	C20
E08	1141	1171	I12	E20
F08	1142	1172	K12	G20
G08	1143	1173	M12	I20
H08	1144	1174	O12	K20
A09	1009	1047	A03	M11
B09	1010	1048	C03	O11
C09	1011	1041	E03	A11
D09	1012	1042	G03	C11
E09	1013	1043	I03	E11
F09	1014	1044	K03	G11
G09	1015	1045	M03	I11
H09	1016	1046	O03	K11
A10	1209	1247	B05	N13
B10	1210	1248	D05	P13
C10	1211	1241	F05	B13
D10	1212	1242	H05	D13
E10	1213	1243	J05	F13
F10	1214	1244	L05	H13
G10	1215	1245	N05	J13
H10	1216	1246	P05	L13
A11	1249	1287	B15	N23
B11	1250	1288	D15	P23
C11	1251	1281	F15	B23
D11	1252	1282	H15	D23
E11	1253	1283	J15	F23
F11	1254	1284	L15	H23
G11	1255	1285	N15	J23
H11	1256	1286	P15	L23
A12	1049	1087	A13	M21
B12	1050	1088	C13	O21
C12	1051	1081	E13	A21
D12	1052	1082	G13	C21
E12	1053	1083	I13	E21
F12	1054	1084	K13	G21
G12	1055	1085	M13	I21
H12	1056	1086	O13	K21
