#Destpos	P7	P5	P7_pos	P5_pos
A01	1057	1183	A15	M22
B01	1058	1184	C15	O22
C01	1059	1177	E15	A22
D01	1060	1178	G15	C22
E01	1061	1179	I15	E22
F01	1062	1180	K15	G22
G01	1063	1181	M15	I22
H01	1064	1182	O15	K22
A02	1113	1239	A06	N11
B02	1114	1240	C06	P11
C02	1115	1233	E06	B11
D02	1116	1234	G06	D11
E02	1117	1235	I06	F11
F02	1118	1236	K06	H11
G02	1119	1237	M06	J11
H02	1120	1238	O06	L11
A03	1241	1367	B13	N20
B03	1242	1368	D13	P20
C03	1243	1361	F13	B20
D03	1244	1362	H13	D20
E03	1245	1363	J13	F20
F03	1246	1364	L13	H20
G03	1247	1365	N13	J20
H03	1248	1366	P13	L20
A04	1041	1167	A11	M18
B04	1042	1168	C11	O18
C04	1043	1161	E11	A18
D04	1044	1162	G11	C18
E04	1045	1163	I11	E18
F04	1046	1164	K11	G18
G04	1047	1165	M11	I18
H04	1048	1166	O11	K18
A05	1297	1039	B04	M09
B05	1298	1040	D04	O09
C05	1299	1033	F04	A09
D05	1300	1034	H04	C09
E05	1301	1035	J04	E09
F05	1302	1036	L04	G09
G05	1303	1037	N04	I09
H05	1304	1038	P04	K09
A06	1137	1263	A12	N17
B06	1138	1264	C12	P17
C06	1139	1257	E12	B17
D06	1140	1258	G12	D17
E06	1141	1259	I12	F17
F06	1142	1260	K12	H17
G06	1143	1261	M12	J17
H06	1144	1262	O12	L17
A07	1337	1079	B14	M19
B07	1338	1080	D14	O19
C07	1339	1073	F14	A19
D07	1340	1074	H14	C19
E07	1341	1075	J14	E19
F07	1342	1076	L14	G19
G07	1343	1077	N14	I19
H07	1344	1078	P14	K19
A08	1065	1191	A17	M24
B08	1066	1192	C17	O24
C08	1067	1185	E17	A24
D08	1068	1186	G17	C24
E08	1069	1187	I17	E24
F08	1070	1188	K17	G24
G08	1071	1189	M17	I24
H08	1072	1190	O17	K24
A09	1193	1319	B01	N08
B09	1194	1320	D01	P08
C09	1195	1313	F01	B08
D09	1196	1314	H01	D08
E09	1197	1315	J01	F08
F09	1198	1316	L01	H08
G09	1199	1317	N01	J08
H09	1200	1318	P01	L08
A10	1153	1279	A16	N21
B10	1154	1280	C16	P21
C10	1155	1273	E16	B21
D10	1156	1274	G16	D21
E10	1157	1275	I16	F21
F10	1158	1276	K16	H21
G10	1159	1277	M16	J21
H10	1160	1278	O16	L21
A11	1313	1055	B08	M13
B11	1314	1056	D08	O13
C11	1315	1049	F08	A13
D11	1316	1050	H08	C13
E11	1317	1051	J08	E13
F11	1318	1052	L08	G13
G11	1319	1053	N08	I13
H11	1320	1054	P08	K13
A12	1321	1063	B10	M15
B12	1322	1064	D10	O15
C12	1323	1057	F10	A15
D12	1324	1058	H10	C15
E12	1325	1059	J10	E15
F12	1326	1060	L10	G15
G12	1327	1061	N10	I15
H12	1328	1062	P10	K15
