#Destpos	P7	P5	P7_pos	P5_pos
A01	1017	1045	A05	I11
B01	1018	1046	C05	K11
C01	1019	1047	E05	M11
D01	1020	1048	G05	O11
E01	1021	1041	I05	A11
F01	1022	1042	K05	C11
G01	1023	1043	M05	E11
H01	1024	1044	O05	G11
A02	1201	1229	B03	J09
B02	1202	1230	D03	L09
C02	1203	1231	F03	N09
D02	1204	1232	H03	P09
E02	1205	1225	J03	B09
F02	1206	1226	L03	D09
G02	1207	1227	N03	F09
H02	1208	1228	P03	H09
A03	1289	1317	B02	J08
B03	1290	1318	D02	L08
C03	1291	1319	F02	N08
D03	1292	1320	H02	P08
E03	1293	1313	J02	B08
F03	1294	1314	L02	D08
G03	1295	1315	N02	F08
H03	1296	1316	P02	H08
A04	1257	1285	B17	J23
B04	1258	1286	D17	L23
C04	1259	1287	F17	N23
D04	1260	1288	H17	P23
E04	1261	1281	J17	B23
F04	1262	1282	L17	D23
G04	1263	1283	N17	F23
H04	1264	1284	P17	H23
A05	1177	1205	A22	J03
B05	1178	1206	C22	L03
C05	1179	1207	E22	N03
D05	1180	1208	G22	P03
E05	1181	1201	I22	B03
F05	1182	1202	K22	D03
G05	1183	1203	M22	F03
H05	1184	1204	O22	H03
A06	1209	1237	B05	J11
B06	1210	1238	D05	L11
C06	1211	1239	F05	N11
D06	1212	1240	H05	P11
E06	1213	1233	J05	B11
F06	1214	1234	L05	D11
G06	1215	1235	N05	F11
H06	1216	1236	P05	H11
A07	1065	1093	A17	I23
B07	1066	1094	C17	K23
C07	1067	1095	E17	M23
D07	1068	1096	G17	O23
E07	1069	1089	I17	A23
F07	1070	1090	K17	C23
G07	1071	1091	M17	E23
H07	1072	1092	O17	G23
A08	1137	1165	A12	I18
B08	1138	1166	C12	K18
C08	1139	1167	E12	M18
D08	1140	1168	G12	O18
E08	1141	1161	I12	A18
F08	1142	1162	K12	C18
G08	1143	1163	M12	E18
H08	1144	1164	O12	G18
A09	1129	1157	A10	I16
B09	1130	1158	C10	K16
C09	1131	1159	E10	M16
D09	1132	1160	G10	O16
E09	1133	1153	I10	A16
F09	1134	1154	K10	C16
G09	1135	1155	M10	E16
H09	1136	1156	O10	G16
A10	1089	1117	A23	I06
B10	1090	1118	C23	K06
C10	1091	1119	E23	M06
D10	1092	1120	G23	O06
E10	1093	1113	I23	A06
F10	1094	1114	K23	C06
G10	1095	1115	M23	E06
H10	1096	1116	O23	G06
A11	1025	1053	A07	I13
B11	1026	1054	C07	K13
C11	1027	1055	E07	M13
D11	1028	1056	G07	O13
E11	1029	1049	I07	A13
F11	1030	1050	K07	C13
G11	1031	1051	M07	E13
H11	1032	1052	O07	G13
A12	1113	1141	A06	I12
B12	1114	1142	C06	K12
C12	1115	1143	E06	M12
D12	1116	1144	G06	O12
E12	1117	1137	I06	A12
F12	1118	1138	K06	C12
G12	1119	1139	M06	E12
H12	1120	1140	O06	G12
