#Destpos	P7	P5	P7_pos	P5_pos
A01	1049	1135	A13	M10
B01	1050	1136	C13	O10
C01	1051	1129	E13	A10
D01	1052	1130	G13	C10
E01	1053	1131	I13	E10
F01	1054	1132	K13	G10
G01	1055	1133	M13	I10
H01	1056	1134	O13	K10
A02	1337	1039	B14	M09
B02	1338	1040	D14	O09
C02	1339	1033	F14	A09
D02	1340	1034	H14	C09
E02	1341	1035	J14	E09
F02	1342	1036	L14	G09
G02	1343	1037	N14	I09
H02	1344	1038	P14	K09
A03	1329	1031	B12	M07
B03	1330	1032	D12	O07
C03	1331	1025	F12	A07
D03	1332	1026	H12	C07
E03	1333	1027	J12	E07
F03	1334	1028	L12	G07
G03	1335	1029	N12	I07
H03	1336	1030	P12	K07
A04	1161	1247	A18	N13
B04	1162	1248	C18	P13
C04	1163	1241	E18	B13
D04	1164	1242	G18	D13
E04	1165	1243	I18	F13
F04	1166	1244	K18	H13
G04	1167	1245	M18	J13
H04	1168	1246	O18	L13
A05	1177	1263	A22	N17
B05	1178	1264	C22	P17
C05	1179	1257	E22	B17
D05	1180	1258	G22	D17
E05	1181	1259	I22	F17
F05	1182	1260	K22	H17
G05	1183	1261	M22	J17
H05	1184	1262	O22	L17
A06	1089	1175	A23	M20
B06	1090	1176	C23	O20
C06	1091	1169	E23	A20
D06	1092	1170	G23	C20
E06	1093	1171	I23	E20
F06	1094	1172	K23	G20
G06	1095	1173	M23	I20
H06	1096	1174	O23	K20
A07	1361	1063	B20	M15
B07	1362	1064	D20	O15
C07	1363	1057	F20	A15
D07	1364	1058	H20	C15
E07	1365	1059	J20	E15
F07	1366	1060	L20	G15
G07	1367	1061	N20	I15
H07	1368	1062	P20	K15
A08	1345	1047	B16	M11
B08	1346	1048	D16	O11
C08	1347	1041	F16	A11
D08	1348	1042	H16	C11
E08	1349	1043	J16	E11
F08	1350	1044	L16	G11
G08	1351	1045	N16	I11
H08	1352	1046	P16	K11
A09	1193	1279	B01	N21
B09	1194	1280	D01	P21
C09	1195	1273	F01	B21
D09	1196	1274	H01	D21
E09	1197	1275	J01	F21
F09	1198	1276	L01	H21
G09	1199	1277	N01	J21
H09	1200	1278	P01	L21
A10	1265	1351	B19	N16
B10	1266	1352	D19	P16
C10	1267	1345	F19	B16
D10	1268	1346	H19	D16
E10	1269	1347	J19	F16
F10	1270	1348	L19	H16
G10	1271	1349	N19	J16
H10	1272	1350	P19	L16
A11	1217	1303	B07	N04
B11	1218	1304	D07	P04
C11	1219	1297	F07	B04
D11	1220	1298	H07	D04
E11	1221	1299	J07	F04
F11	1222	1300	L07	H04
G11	1223	1301	N07	J04
H11	1224	1302	P07	L04
A12	1153	1239	A16	N11
B12	1154	1240	C16	P11
C12	1155	1233	E16	B11
D12	1156	1234	G16	D11
E12	1157	1235	I16	F11
F12	1158	1236	K16	H11
G12	1159	1237	M16	J11
H12	1160	1238	O16	L11
