#Destpos	P7	P5	P7_pos	P5_pos
A01	1345	1115	B16	E06
B01	1346	1116	D16	G06
C01	1347	1117	F16	I06
D01	1348	1118	H16	K06
E01	1349	1119	J16	M06
F01	1350	1120	L16	O06
G01	1351	1113	N16	A06
H01	1352	1114	P16	C06
A02	1201	1355	B03	F18
B02	1202	1356	D03	H18
C02	1203	1357	F03	J18
D02	1204	1358	H03	L18
E02	1205	1359	J03	N18
F02	1206	1360	L03	P18
G02	1207	1353	N03	B18
H02	1208	1354	P03	D18
A03	1129	1283	A10	F23
B03	1130	1284	C10	H23
C03	1131	1285	E10	J23
D03	1132	1286	G10	L23
E03	1133	1287	I10	N23
F03	1134	1288	K10	P23
G03	1135	1281	M10	B23
H03	1136	1282	O10	D23
A04	1113	1267	A06	F19
B04	1114	1268	C06	H19
C04	1115	1269	E06	J19
D04	1116	1270	G06	L19
E04	1117	1271	I06	N19
F04	1118	1272	K06	P19
G04	1119	1265	M06	B19
H04	1120	1266	O06	D19
A05	1017	1171	A05	E20
B05	1018	1172	C05	G20
C05	1019	1173	E05	I20
D05	1020	1174	G05	K20
E05	1021	1175	I05	M20
F05	1022	1176	K05	O20
G05	1023	1169	M05	A20
H05	1024	1170	O05	C20
A06	1145	1299	A14	F04
B06	1146	1300	C14	H04
C06	1147	1301	E14	J04
D06	1148	1302	G14	L04
E06	1149	1303	I14	N04
F06	1150	1304	K14	P04
G06	1151	1297	M14	B04
H06	1152	1298	O14	D04
A07	1265	1035	B19	E09
B07	1266	1036	D19	G09
C07	1267	1037	F19	I09
D07	1268	1038	H19	K09
E07	1269	1039	J19	M09
F07	1270	1040	L19	O09
G07	1271	1033	N19	A09
H07	1272	1034	P19	C09
A08	1033	1187	A09	E24
B08	1034	1188	C09	G24
C08	1035	1189	E09	I24
D08	1036	1190	G09	K24
E08	1037	1191	I09	M24
F08	1038	1192	K09	O24
G08	1039	1185	M09	A24
H08	1040	1186	O09	C24
A09	1273	1043	B21	E11
B09	1274	1044	D21	G11
C09	1275	1045	F21	I11
D09	1276	1046	H21	K11
E09	1277	1047	J21	M11
F09	1278	1048	L21	O11
G09	1279	1041	N21	A11
H09	1280	1042	P21	C11
A10	1153	1307	A16	F06
B10	1154	1308	C16	H06
C10	1155	1309	E16	J06
D10	1156	1310	G16	L06
E10	1157	1311	I16	N06
F10	1158	1312	K16	P06
G10	1159	1305	M16	B06
H10	1160	1306	O16	D06
A11	1281	1051	B23	E13
B11	1282	1052	D23	G13
C11	1283	1053	F23	I13
D11	1284	1054	H23	K13
E11	1285	1055	J23	M13
F11	1286	1056	L23	O13
G11	1287	1049	N23	A13
H11	1288	1050	P23	C13
A12	1137	1291	A12	F02
B12	1138	1292	C12	H02
C12	1139	1293	E12	J02
D12	1140	1294	G12	L02
E12	1141	1295	I12	N02
F12	1142	1296	K12	P02
G12	1143	1289	M12	B02
H12	1144	1290	O12	D02
