#Destpos	P7	P5	P7_pos	P5_pos
A01	1057	1263	A15	N17
B01	1058	1264	C15	P17
C01	1059	1257	E15	B17
D01	1060	1258	G15	D17
E01	1061	1259	I15	F17
F01	1062	1260	K15	H17
G01	1063	1261	M15	J17
H01	1064	1262	O15	L17
A02	1089	1295	A23	N02
B02	1090	1296	C23	P02
C02	1091	1289	E23	B02
D02	1092	1290	G23	D02
E02	1093	1291	I23	F02
F02	1094	1292	K23	H02
G02	1095	1293	M23	J02
H02	1096	1294	O23	L02
A03	1153	1359	A16	N18
B03	1154	1360	C16	P18
C03	1155	1353	E16	B18
D03	1156	1354	G16	D18
E03	1157	1355	I16	F18
F03	1158	1356	K16	H18
G03	1159	1357	M16	J18
H03	1160	1358	O16	L18
A04	1193	1015	B01	M03
B04	1194	1016	D01	O03
C04	1195	1009	F01	A03
D04	1196	1010	H01	C03
E04	1197	1011	J01	E03
F04	1198	1012	L01	G03
G04	1199	1013	N01	I03
H04	1200	1014	P01	K03
A05	1273	1095	B21	M23
B05	1274	1096	D21	O23
C05	1275	1089	F21	A23
D05	1276	1090	H21	C23
E05	1277	1091	J21	E23
F05	1278	1092	L21	G23
G05	1279	1093	N21	I23
H05	1280	1094	P21	K23
A06	1161	1367	A18	N20
B06	1162	1368	C18	P20
C06	1163	1361	E18	B20
D06	1164	1362	G18	D20
E06	1165	1363	I18	F20
F06	1166	1364	K18	H20
G06	1167	1365	M18	J20
H06	1168	1366	O18	L20
A07	1233	1055	B11	M13
B07	1234	1056	D11	O13
C07	1235	1049	F11	A13
D07	1236	1050	H11	C13
E07	1237	1051	J11	E13
F07	1238	1052	L11	G13
G07	1239	1053	N11	I13
H07	1240	1054	P11	K13
A08	1337	1159	B14	M16
B08	1338	1160	D14	O16
C08	1339	1153	F14	A16
D08	1340	1154	H14	C16
E08	1341	1155	J14	E16
F08	1342	1156	L14	G16
G08	1343	1157	N14	I16
H08	1344	1158	P14	K16
A09	1065	1271	A17	N19
B09	1066	1272	C17	P19
C09	1067	1265	E17	B19
D09	1068	1266	G17	D19
E09	1069	1267	I17	F19
F09	1070	1268	K17	H19
G09	1071	1269	M17	J19
H09	1072	1270	O17	L19
A10	1169	1375	A20	N22
B10	1170	1376	C20	P22
C10	1171	1369	E20	B22
D10	1172	1370	G20	D22
E10	1173	1371	I20	F22
F10	1174	1372	K20	H22
G10	1175	1373	M20	J22
H10	1176	1374	O20	L22
A11	1121	1327	A08	N10
B11	1122	1328	C08	P10
C11	1123	1321	E08	B10
D11	1124	1322	G08	D10
E11	1125	1323	I08	F10
F11	1126	1324	K08	H10
G11	1127	1325	M08	J10
H11	1128	1326	O08	L10
A12	1129	1335	A10	N12
B12	1130	1336	C10	P12
C12	1131	1329	E10	B12
D12	1132	1330	G10	D12
E12	1133	1331	I10	F12
F12	1134	1332	K10	H12
G12	1135	1333	M10	J12
H12	1136	1334	O10	L12
