#Destpos	P7	P5	P7_pos	P5_pos
A01	1305	1047	B06	M11
B01	1306	1048	D06	O11
C01	1307	1041	F06	A11
D01	1308	1042	H06	C11
E01	1309	1043	J06	E11
F01	1310	1044	L06	G11
G01	1311	1045	N06	I11
H01	1312	1046	P06	K11
A02	1233	1359	B11	N18
B02	1234	1360	D11	P18
C02	1235	1353	F11	B18
D02	1236	1354	H11	D18
E02	1237	1355	J11	F18
F02	1238	1356	L11	H18
G02	1239	1357	N11	J18
H02	1240	1358	P11	L18
A03	1345	1087	B16	M21
B03	1346	1088	D16	O21
C03	1347	1081	F16	A21
D03	1348	1082	H16	C21
E03	1349	1083	J16	E21
F03	1350	1084	L16	G21
G03	1351	1085	N16	I21
H03	1352	1086	P16	K21
A04	1081	1207	A21	N03
B04	1082	1208	C21	P03
C04	1083	1201	E21	B03
D04	1084	1202	G21	D03
E04	1085	1203	I21	F03
F04	1086	1204	K21	H03
G04	1087	1205	M21	J03
H04	1088	1206	O21	L03
A05	1097	1223	A02	N07
B05	1098	1224	C02	P07
C05	1099	1217	E02	B07
D05	1100	1218	G02	D07
E05	1101	1219	I02	F07
F05	1102	1220	K02	H07
G05	1103	1221	M02	J07
H05	1104	1222	O02	L07
A06	1265	1007	B19	M01
B06	1266	1008	D19	O01
C06	1267	1001	F19	A01
D06	1268	1002	H19	C01
E06	1269	1003	J19	E01
F06	1270	1004	L19	G01
G06	1271	1005	N19	I01
H06	1272	1006	P19	K01
A07	1201	1327	B03	N10
B07	1202	1328	D03	P10
C07	1203	1321	F03	B10
D07	1204	1322	H03	D10
E07	1205	1323	J03	F10
F07	1206	1324	L03	H10
G07	1207	1325	N03	J10
H07	1208	1326	P03	L10
A08	1073	1199	A19	N01
B08	1074	1200	C19	P01
C08	1075	1193	E19	B01
D08	1076	1194	G19	D01
E08	1077	1195	I19	F01
F08	1078	1196	K19	H01
G08	1079	1197	M19	J01
H08	1080	1198	O19	L01
A09	1177	1303	A22	N04
B09	1178	1304	C22	P04
C09	1179	1297	E22	B04
D09	1180	1298	G22	D04
E09	1181	1299	I22	F04
F09	1182	1300	K22	H04
G09	1183	1301	M22	J04
H09	1184	1302	O22	L04
A10	1257	1383	B17	N24
B10	1258	1384	D17	P24
C10	1259	1377	F17	B24
D10	1260	1378	H17	D24
E10	1261	1379	J17	F24
F10	1262	1380	L17	H24
G10	1263	1381	N17	J24
H10	1264	1382	P17	L24
A11	1169	1295	A20	N02
B11	1170	1296	C20	P02
C11	1171	1289	E20	B02
D11	1172	1290	G20	D02
E11	1173	1291	I20	F02
F11	1174	1292	K20	H02
G11	1175	1293	M20	J02
H11	1176	1294	O20	L02
A12	1329	1071	B12	M17
B12	1330	1072	D12	O17
C12	1331	1065	F12	A17
D12	1332	1066	H12	C17
E12	1333	1067	J12	E17
F12	1334	1068	L12	G17
G12	1335	1069	N12	I17
H12	1336	1070	P12	K17
