#Destpos	P7	P5	P7_pos	P5_pos
A01	1009	1135	A03	M10
B01	1010	1136	C03	O10
C01	1011	1129	E03	A10
D01	1012	1130	G03	C10
E01	1013	1131	I03	E10
F01	1014	1132	K03	G10
G01	1015	1133	M03	I10
H01	1016	1134	O03	K10
A02	1209	1335	B05	N12
B02	1210	1336	D05	P12
C02	1211	1329	F05	B12
D02	1212	1330	H05	D12
E02	1213	1331	J05	F12
F02	1214	1332	L05	H12
G02	1215	1333	N05	J12
H02	1216	1334	P05	L12
A03	1377	1119	B24	M06
B03	1378	1120	D24	O06
C03	1379	1113	F24	A06
D03	1380	1114	H24	C06
E03	1381	1115	J24	E06
F03	1382	1116	L24	G06
G03	1383	1117	N24	I06
H03	1384	1118	P24	K06
A04	1129	1255	A10	N15
B04	1130	1256	C10	P15
C04	1131	1249	E10	B15
D04	1132	1250	G10	D15
E04	1133	1251	I10	F15
F04	1134	1252	K10	H15
G04	1135	1253	M10	J15
H04	1136	1254	O10	L15
A05	1289	1031	B02	M07
B05	1290	1032	D02	O07
C05	1291	1025	F02	A07
D05	1292	1026	H02	C07
E05	1293	1027	J02	E07
F05	1294	1028	L02	G07
G05	1295	1029	N02	I07
H05	1296	1030	P02	K07
A06	1361	1103	B20	M02
B06	1362	1104	D20	O02
C06	1363	1097	F20	A02
D06	1364	1098	H20	C02
E06	1365	1099	J20	E02
F06	1366	1100	L20	G02
G06	1367	1101	N20	I02
H06	1368	1102	P20	K02
A07	1121	1247	A08	N13
B07	1122	1248	C08	P13
C07	1123	1241	E08	B13
D07	1124	1242	G08	D13
E07	1125	1243	I08	F13
F07	1126	1244	K08	H13
G07	1127	1245	M08	J13
H07	1128	1246	O08	L13
A08	1249	1375	B15	N22
B08	1250	1376	D15	P22
C08	1251	1369	F15	B22
D08	1252	1370	H15	D22
E08	1253	1371	J15	F22
F08	1254	1372	L15	H22
G08	1255	1373	N15	J22
H08	1256	1374	P15	L22
A09	1185	1311	A24	N06
B09	1186	1312	C24	P06
C09	1187	1305	E24	B06
D09	1188	1306	G24	D06
E09	1189	1307	I24	F06
F09	1190	1308	K24	H06
G09	1191	1309	M24	J06
H09	1192	1310	O24	L06
A10	1369	1111	B22	M04
B10	1370	1112	D22	O04
C10	1371	1105	F22	A04
D10	1372	1106	H22	C04
E10	1373	1107	J22	E04
F10	1374	1108	L22	G04
G10	1375	1109	N22	I04
H10	1376	1110	P22	K04
A11	1089	1215	A23	N05
B11	1090	1216	C23	P05
C11	1091	1209	E23	B05
D11	1092	1210	G23	D05
E11	1093	1211	I23	F05
F11	1094	1212	K23	H05
G11	1095	1213	M23	J05
H11	1096	1214	O23	L05
A12	1017	1143	A05	M12
B12	1018	1144	C05	O12
C12	1019	1137	E05	A12
D12	1020	1138	G05	C12
E12	1021	1139	I05	E12
F12	1022	1140	K05	G12
G12	1023	1141	M05	I12
H12	1024	1142	O05	K12
