#Destpos	P7	P5	P7_pos	P5_pos
A01	1033	1011	A09	E03
B01	1034	1012	C09	G03
C01	1035	1013	E09	I03
D01	1036	1014	G09	K03
E01	1037	1015	I09	M03
F01	1038	1016	K09	O03
G01	1039	1009	M09	A03
H01	1040	1010	O09	C03
A02	1265	1243	B19	F13
B02	1266	1244	D19	H13
C02	1267	1245	F19	J13
D02	1268	1246	H19	L13
E02	1269	1247	J19	N13
F02	1270	1248	L19	P13
G02	1271	1241	N19	B13
H02	1272	1242	P19	D13
A03	1057	1035	A15	E09
B03	1058	1036	C15	G09
C03	1059	1037	E15	I09
D03	1060	1038	G15	K09
E03	1061	1039	I15	M09
F03	1062	1040	K15	O09
G03	1063	1033	M15	A09
H03	1064	1034	O15	C09
A04	1105	1083	A04	E21
B04	1106	1084	C04	G21
C04	1107	1085	E04	I21
D04	1108	1086	G04	K21
E04	1109	1087	I04	M21
F04	1110	1088	K04	O21
G04	1111	1081	M04	A21
H04	1112	1082	O04	C21
A05	1241	1219	B13	F07
B05	1242	1220	D13	H07
C05	1243	1221	F13	J07
D05	1244	1222	H13	L07
E05	1245	1223	J13	N07
F05	1246	1224	L13	P07
G05	1247	1217	N13	B07
H05	1248	1218	P13	D07
A06	1097	1075	A02	E19
B06	1098	1076	C02	G19
C06	1099	1077	E02	I19
D06	1100	1078	G02	K19
E06	1101	1079	I02	M19
F06	1102	1080	K02	O19
G06	1103	1073	M02	A19
H06	1104	1074	O02	C19
A07	1049	1027	A13	E07
B07	1050	1028	C13	G07
C07	1051	1029	E13	I07
D07	1052	1030	G13	K07
E07	1053	1031	I13	M07
F07	1054	1032	K13	O07
G07	1055	1025	M13	A07
H07	1056	1026	O13	C07
A08	1297	1275	B04	F21
B08	1298	1276	D04	H21
C08	1299	1277	F04	J21
D08	1300	1278	H04	L21
E08	1301	1279	J04	N21
F08	1302	1280	L04	P21
G08	1303	1273	N04	B21
H08	1304	1274	P04	D21
A09	1217	1195	B07	F01
B09	1218	1196	D07	H01
C09	1219	1197	F07	J01
D09	1220	1198	H07	L01
E09	1221	1199	J07	N01
F09	1222	1200	L07	P01
G09	1223	1193	N07	B01
H09	1224	1194	P07	D01
A10	1025	1003	A07	E01
B10	1026	1004	C07	G01
C10	1027	1005	E07	I01
D10	1028	1006	G07	K01
E10	1029	1007	I07	M01
F10	1030	1008	K07	O01
G10	1031	1001	M07	A01
H10	1032	1002	O07	C01
A11	1177	1155	A22	E16
B11	1178	1156	C22	G16
C11	1179	1157	E22	I16
D11	1180	1158	G22	K16
E11	1181	1159	I22	M16
F11	1182	1160	K22	O16
G11	1183	1153	M22	A16
H11	1184	1154	O22	C16
A12	1137	1115	A12	E06
B12	1138	1116	C12	G06
C12	1139	1117	E12	I06
D12	1140	1118	G12	K06
E12	1141	1119	I12	M06
F12	1142	1120	K12	O06
G12	1143	1113	M12	A06
H12	1144	1114	O12	C06
