#Destpos	P7	P5	P7_pos	P5_pos
A01	1137	1211	A12	F05
B01	1138	1212	C12	H05
C01	1139	1213	E12	J05
D01	1140	1214	G12	L05
E01	1141	1215	I12	N05
F01	1142	1216	K12	P05
G01	1143	1209	M12	B05
H01	1144	1210	O12	D05
A02	1113	1187	A06	E24
B02	1114	1188	C06	G24
C02	1115	1189	E06	I24
D02	1116	1190	G06	K24
E02	1117	1191	I06	M24
F02	1118	1192	K06	O24
G02	1119	1185	M06	A24
H02	1120	1186	O06	C24
A03	1057	1131	A15	E10
B03	1058	1132	C15	G10
C03	1059	1133	E15	I10
D03	1060	1134	G15	K10
E03	1061	1135	I15	M10
F03	1062	1136	K15	O10
G03	1063	1129	M15	A10
H03	1064	1130	O15	C10
A04	1073	1147	A19	E14
B04	1074	1148	C19	G14
C04	1075	1149	E19	I14
D04	1076	1150	G19	K14
E04	1077	1151	I19	M14
F04	1078	1152	K19	O14
G04	1079	1145	M19	A14
H04	1080	1146	O19	C14
A05	1193	1267	B01	F19
B05	1194	1268	D01	H19
C05	1195	1269	F01	J19
D05	1196	1270	H01	L19
E05	1197	1271	J01	N19
F05	1198	1272	L01	P19
G05	1199	1265	N01	B19
H05	1200	1266	P01	D19
A06	1121	1195	A08	F01
B06	1122	1196	C08	H01
C06	1123	1197	E08	J01
D06	1124	1198	G08	L01
E06	1125	1199	I08	N01
F06	1126	1200	K08	P01
G06	1127	1193	M08	B01
H06	1128	1194	O08	D01
A07	1321	1011	B10	E03
B07	1322	1012	D10	G03
C07	1323	1013	F10	I03
D07	1324	1014	H10	K03
E07	1325	1015	J10	M03
F07	1326	1016	L10	O03
G07	1327	1009	N10	A03
H07	1328	1010	P10	C03
A08	1217	1291	B07	F02
B08	1218	1292	D07	H02
C08	1219	1293	F07	J02
D08	1220	1294	H07	L02
E08	1221	1295	J07	N02
F08	1222	1296	L07	P02
G08	1223	1289	N07	B02
H08	1224	1290	P07	D02
A09	1225	1299	B09	F04
B09	1226	1300	D09	H04
C09	1227	1301	F09	J04
D09	1228	1302	H09	L04
E09	1229	1303	J09	N04
F09	1230	1304	L09	P04
G09	1231	1297	N09	B04
H09	1232	1298	P09	D04
A10	1265	1339	B19	F14
B10	1266	1340	D19	H14
C10	1267	1341	F19	J14
D10	1268	1342	H19	L14
E10	1269	1343	J19	N14
F10	1270	1344	L19	P14
G10	1271	1337	N19	B14
H10	1272	1338	P19	D14
A11	1273	1347	B21	F16
B11	1274	1348	D21	H16
C11	1275	1349	F21	J16
D11	1276	1350	H21	L16
E11	1277	1351	J21	N16
F11	1278	1352	L21	P16
G11	1279	1345	N21	B16
H11	1280	1346	P21	D16
A12	1345	1035	B16	E09
B12	1346	1036	D16	G09
C12	1347	1037	F16	I09
D12	1348	1038	H16	K09
E12	1349	1039	J16	M09
F12	1350	1040	L16	O09
G12	1351	1033	N16	A09
H12	1352	1034	P16	C09
