#Destpos	P7	P5	P7_pos	P5_pos
A01	1113	1263	A06	N17
B01	1114	1264	C06	P17
C01	1115	1257	E06	B17
D01	1116	1258	G06	D17
E01	1117	1259	I06	F17
F01	1118	1260	K06	H17
G01	1119	1261	M06	J17
H01	1120	1262	O06	L17
A02	1073	1223	A19	N07
B02	1074	1224	C19	P07
C02	1075	1217	E19	B07
D02	1076	1218	G19	D07
E02	1077	1219	I19	F07
F02	1078	1220	K19	H07
G02	1079	1221	M19	J07
H02	1080	1222	O19	L07
A03	1185	1335	A24	N12
B03	1186	1336	C24	P12
C03	1187	1329	E24	B12
D03	1188	1330	G24	D12
E03	1189	1331	I24	F12
F03	1190	1332	K24	H12
G03	1191	1333	M24	J12
H03	1192	1334	O24	L12
A04	1345	1111	B16	M04
B04	1346	1112	D16	O04
C04	1347	1105	F16	A04
D04	1348	1106	H16	C04
E04	1349	1107	J16	E04
F04	1350	1108	L16	G04
G04	1351	1109	N16	I04
H04	1352	1110	P16	K04
A05	1257	1023	B17	M05
B05	1258	1024	D17	O05
C05	1259	1017	F17	A05
D05	1260	1018	H17	C05
E05	1261	1019	J17	E05
F05	1262	1020	L17	G05
G05	1263	1021	N17	I05
H05	1264	1022	P17	K05
A06	1329	1095	B12	M23
B06	1330	1096	D12	O23
C06	1331	1089	F12	A23
D06	1332	1090	H12	C23
E06	1333	1091	J12	E23
F06	1334	1092	L12	G23
G06	1335	1093	N12	I23
H06	1336	1094	P12	K23
A07	1065	1215	A17	N05
B07	1066	1216	C17	P05
C07	1067	1209	E17	B05
D07	1068	1210	G17	D05
E07	1069	1211	I17	F05
F07	1070	1212	K17	H05
G07	1071	1213	M17	J05
H07	1072	1214	O17	L05
A08	1145	1295	A14	N02
B08	1146	1296	C14	P02
C08	1147	1289	E14	B02
D08	1148	1290	G14	D02
E08	1149	1291	I14	F02
F08	1150	1292	K14	H02
G08	1151	1293	M14	J02
H08	1152	1294	O14	L02
A09	1297	1063	B04	M15
B09	1298	1064	D04	O15
C09	1299	1057	F04	A15
D09	1300	1058	H04	C15
E09	1301	1059	J04	E15
F09	1302	1060	L04	G15
G09	1303	1061	N04	I15
H09	1304	1062	P04	K15
A10	1089	1239	A23	N11
B10	1090	1240	C23	P11
C10	1091	1233	E23	B11
D10	1092	1234	G23	D11
E10	1093	1235	I23	F11
F10	1094	1236	K23	H11
G10	1095	1237	M23	J11
H10	1096	1238	O23	L11
A11	1153	1303	A16	N04
B11	1154	1304	C16	P04
C11	1155	1297	E16	B04
D11	1156	1298	G16	D04
E11	1157	1299	I16	F04
F11	1158	1300	K16	H04
G11	1159	1301	M16	J04
H11	1160	1302	O16	L04
A12	1209	1359	B05	N18
B12	1210	1360	D05	P18
C12	1211	1353	F05	B18
D12	1212	1354	H05	D18
E12	1213	1355	J05	F18
F12	1214	1356	L05	H18
G12	1215	1357	N05	J18
H12	1216	1358	P05	L18
