#Destpos	P7	P5	P7_pos	P5_pos
A01	1121	1287	A08	N23
B01	1122	1288	C08	P23
C01	1123	1281	E08	B23
D01	1124	1282	G08	D23
E01	1125	1283	I08	F23
F01	1126	1284	K08	H23
G01	1127	1285	M08	J23
H01	1128	1286	O08	L23
A02	1009	1175	A03	M20
B02	1010	1176	C03	O20
C02	1011	1169	E03	A20
D02	1012	1170	G03	C20
E02	1013	1171	I03	E20
F02	1014	1172	K03	G20
G02	1015	1173	M03	I20
H02	1016	1174	O03	K20
A03	1345	1127	B16	M08
B03	1346	1128	D16	O08
C03	1347	1121	F16	A08
D03	1348	1122	H16	C08
E03	1349	1123	J16	E08
F03	1350	1124	L16	G08
G03	1351	1125	N16	I08
H03	1352	1126	P16	K08
A04	1137	1303	A12	N04
B04	1138	1304	C12	P04
C04	1139	1297	E12	B04
D04	1140	1298	G12	D04
E04	1141	1299	I12	F04
F04	1142	1300	K12	H04
G04	1143	1301	M12	J04
H04	1144	1302	O12	L04
A05	1273	1055	B21	M13
B05	1274	1056	D21	O13
C05	1275	1049	F21	A13
D05	1276	1050	H21	C13
E05	1277	1051	J21	E13
F05	1278	1052	L21	G13
G05	1279	1053	N21	I13
H05	1280	1054	P21	K13
A06	1249	1031	B15	M07
B06	1250	1032	D15	O07
C06	1251	1025	F15	A07
D06	1252	1026	H15	C07
E06	1253	1027	J15	E07
F06	1254	1028	L15	G07
G06	1255	1029	N15	I07
H06	1256	1030	P15	K07
A07	1161	1327	A18	N10
B07	1162	1328	C18	P10
C07	1163	1321	E18	B10
D07	1164	1322	G18	D10
E07	1165	1323	I18	F10
F07	1166	1324	K18	H10
G07	1167	1325	M18	J10
H07	1168	1326	O18	L10
A08	1097	1263	A02	N17
B08	1098	1264	C02	P17
C08	1099	1257	E02	B17
D08	1100	1258	G02	D17
E08	1101	1259	I02	F17
F08	1102	1260	K02	H17
G08	1103	1261	M02	J17
H08	1104	1262	O02	L17
A09	1321	1103	B10	M02
B09	1322	1104	D10	O02
C09	1323	1097	F10	A02
D09	1324	1098	H10	C02
E09	1325	1099	J10	E02
F09	1326	1100	L10	G02
G09	1327	1101	N10	I02
H09	1328	1102	P10	K02
A10	1313	1095	B08	M23
B10	1314	1096	D08	O23
C10	1315	1089	F08	A23
D10	1316	1090	H08	C23
E10	1317	1091	J08	E23
F10	1318	1092	L08	G23
G10	1319	1093	N08	I23
H10	1320	1094	P08	K23
A11	1257	1039	B17	M09
B11	1258	1040	D17	O09
C11	1259	1033	F17	A09
D11	1260	1034	H17	C09
E11	1261	1035	J17	E09
F11	1262	1036	L17	G09
G11	1263	1037	N17	I09
H11	1264	1038	P17	K09
A12	1265	1047	B19	M11
B12	1266	1048	D19	O11
C12	1267	1041	F19	A11
D12	1268	1042	H19	C11
E12	1269	1043	J19	E11
F12	1270	1044	L19	G11
G12	1271	1045	N19	I11
H12	1272	1046	P19	K11
