#Destpos	P7	P5	P7_pos	P5_pos
A01	1129	1311	A10	N06
B01	1130	1312	C10	P06
C01	1131	1305	E10	B06
D01	1132	1306	G10	D06
E01	1133	1307	I10	F06
F01	1134	1308	K10	H06
G01	1135	1309	M10	J06
H01	1136	1310	O10	L06
A02	1249	1047	B15	M11
B02	1250	1048	D15	O11
C02	1251	1041	F15	A11
D02	1252	1042	H15	C11
E02	1253	1043	J15	E11
F02	1254	1044	L15	G11
G02	1255	1045	N15	I11
H02	1256	1046	P15	K11
A03	1025	1207	A07	N03
B03	1026	1208	C07	P03
C03	1027	1201	E07	B03
D03	1028	1202	G07	D03
E03	1029	1203	I07	F03
F03	1030	1204	K07	H03
G03	1031	1205	M07	J03
H03	1032	1206	O07	L03
A04	1169	1351	A20	N16
B04	1170	1352	C20	P16
C04	1171	1345	E20	B16
D04	1172	1346	G20	D16
E04	1173	1347	I20	F16
F04	1174	1348	K20	H16
G04	1175	1349	M20	J16
H04	1176	1350	O20	L16
A05	1305	1103	B06	M02
B05	1306	1104	D06	O02
C05	1307	1097	F06	A02
D05	1308	1098	H06	C02
E05	1309	1099	J06	E02
F05	1310	1100	L06	G02
G05	1311	1101	N06	I02
H05	1312	1102	P06	K02
A06	1009	1191	A03	M24
B06	1010	1192	C03	O24
C06	1011	1185	E03	A24
D06	1012	1186	G03	C24
E06	1013	1187	I03	E24
F06	1014	1188	K03	G24
G06	1015	1189	M03	I24
H06	1016	1190	O03	K24
A07	1001	1183	A01	M22
B07	1002	1184	C01	O22
C07	1003	1177	E01	A22
D07	1004	1178	G01	C22
E07	1005	1179	I01	E22
F07	1006	1180	K01	G22
G07	1007	1181	M01	I22
H07	1008	1182	O01	K22
A08	1289	1087	B02	M21
B08	1290	1088	D02	O21
C08	1291	1081	F02	A21
D08	1292	1082	H02	C21
E08	1293	1083	J02	E21
F08	1294	1084	L02	G21
G08	1295	1085	N02	I21
H08	1296	1086	P02	K21
A09	1297	1095	B04	M23
B09	1298	1096	D04	O23
C09	1299	1089	F04	A23
D09	1300	1090	H04	C23
E09	1301	1091	J04	E23
F09	1302	1092	L04	G23
G09	1303	1093	N04	I23
H09	1304	1094	P04	K23
A10	1073	1255	A19	N15
B10	1074	1256	C19	P15
C10	1075	1249	E19	B15
D10	1076	1250	G19	D15
E10	1077	1251	I19	F15
F10	1078	1252	K19	H15
G10	1079	1253	M19	J15
H10	1080	1254	O19	L15
A11	1089	1271	A23	N19
B11	1090	1272	C23	P19
C11	1091	1265	E23	B19
D11	1092	1266	G23	D19
E11	1093	1267	I23	F19
F11	1094	1268	K23	H19
G11	1095	1269	M23	J19
H11	1096	1270	O23	L19
A12	1065	1247	A17	N13
B12	1066	1248	C17	P13
C12	1067	1241	E17	B13
D12	1068	1242	G17	D13
E12	1069	1243	I17	F13
F12	1070	1244	K17	H13
G12	1071	1245	M17	J13
H12	1072	1246	O17	L13
