#Destpos	P7	P5	P7_pos	P5_pos
A01	1233	1309	B11	J06
B01	1234	1310	D11	L06
C01	1235	1311	F11	N06
D01	1236	1312	H11	P06
E01	1237	1305	J11	B06
F01	1238	1306	L11	D06
G01	1239	1307	N11	F06
H01	1240	1308	P11	H06
A02	1113	1189	A06	I24
B02	1114	1190	C06	K24
C02	1115	1191	E06	M24
D02	1116	1192	G06	O24
E02	1117	1185	I06	A24
F02	1118	1186	K06	C24
G02	1119	1187	M06	E24
H02	1120	1188	O06	G24
A03	1313	1005	B08	I01
B03	1314	1006	D08	K01
C03	1315	1007	F08	M01
D03	1316	1008	H08	O01
E03	1317	1001	J08	A01
F03	1318	1002	L08	C01
G03	1319	1003	N08	E01
H03	1320	1004	P08	G01
A04	1153	1229	A16	J09
B04	1154	1230	C16	L09
C04	1155	1231	E16	N09
D04	1156	1232	G16	P09
E04	1157	1225	I16	B09
F04	1158	1226	K16	D09
G04	1159	1227	M16	F09
H04	1160	1228	O16	H09
A05	1289	1365	B02	J20
B05	1290	1366	D02	L20
C05	1291	1367	F02	N20
D05	1292	1368	H02	P20
E05	1293	1361	J02	B20
F05	1294	1362	L02	D20
G05	1295	1363	N02	F20
H05	1296	1364	P02	H20
A06	1345	1037	B16	I09
B06	1346	1038	D16	K09
C06	1347	1039	F16	M09
D06	1348	1040	H16	O09
E06	1349	1033	J16	A09
F06	1350	1034	L16	C09
G06	1351	1035	N16	E09
H06	1352	1036	P16	G09
A07	1265	1341	B19	J14
B07	1266	1342	D19	L14
C07	1267	1343	F19	N14
D07	1268	1344	H19	P14
E07	1269	1337	J19	B14
F07	1270	1338	L19	D14
G07	1271	1339	N19	F14
H07	1272	1340	P19	H14
A08	1097	1173	A02	I20
B08	1098	1174	C02	K20
C08	1099	1175	E02	M20
D08	1100	1176	G02	O20
E08	1101	1169	I02	A20
F08	1102	1170	K02	C20
G08	1103	1171	M02	E20
H08	1104	1172	O02	G20
A09	1241	1317	B13	J08
B09	1242	1318	D13	L08
C09	1243	1319	F13	N08
D09	1244	1320	H13	P08
E09	1245	1313	J13	B08
F09	1246	1314	L13	D08
G09	1247	1315	N13	F08
H09	1248	1316	P13	H08
A10	1361	1053	B20	I13
B10	1362	1054	D20	K13
C10	1363	1055	F20	M13
D10	1364	1056	H20	O13
E10	1365	1049	J20	A13
F10	1366	1050	L20	C13
G10	1367	1051	N20	E13
H10	1368	1052	P20	G13
A11	1305	1381	B06	J24
B11	1306	1382	D06	L24
C11	1307	1383	F06	N24
D11	1308	1384	H06	P24
E11	1309	1377	J06	B24
F11	1310	1378	L06	D24
G11	1311	1379	N06	F24
H11	1312	1380	P06	H24
A12	1209	1285	B05	J23
B12	1210	1286	D05	L23
C12	1211	1287	F05	N23
D12	1212	1288	H05	P23
E12	1213	1281	J05	B23
F12	1214	1282	L05	D23
G12	1215	1283	N05	F23
H12	1216	1284	P05	H23
