#Destpos	P7	P5	P7_pos	P5_pos
A01	1289	1013	B02	I03
B01	1290	1014	D02	K03
C01	1291	1015	F02	M03
D01	1292	1016	H02	O03
E01	1293	1009	J02	A03
F01	1294	1010	L02	C03
G01	1295	1011	N02	E03
H01	1296	1012	P02	G03
A02	1161	1269	A18	J19
B02	1162	1270	C18	L19
C02	1163	1271	E18	N19
D02	1164	1272	G18	P19
E02	1165	1265	I18	B19
F02	1166	1266	K18	D19
G02	1167	1267	M18	F19
H02	1168	1268	O18	H19
A03	1353	1077	B18	I19
B03	1354	1078	D18	K19
C03	1355	1079	F18	M19
D03	1356	1080	H18	O19
E03	1357	1073	J18	A19
F03	1358	1074	L18	C19
G03	1359	1075	N18	E19
H03	1360	1076	P18	G19
A04	1209	1317	B05	J08
B04	1210	1318	D05	L08
C04	1211	1319	F05	N08
D04	1212	1320	H05	P08
E04	1213	1313	J05	B08
F04	1214	1314	L05	D08
G04	1215	1315	N05	F08
H04	1216	1316	P05	H08
A05	1145	1253	A14	J15
B05	1146	1254	C14	L15
C05	1147	1255	E14	N15
D05	1148	1256	G14	P15
E05	1149	1249	I14	B15
F05	1150	1250	K14	D15
G05	1151	1251	M14	F15
H05	1152	1252	O14	H15
A06	1345	1069	B16	I17
B06	1346	1070	D16	K17
C06	1347	1071	F16	M17
D06	1348	1072	H16	O17
E06	1349	1065	J16	A17
F06	1350	1066	L16	C17
G06	1351	1067	N16	E17
H06	1352	1068	P16	G17
A07	1249	1357	B15	J18
B07	1250	1358	D15	L18
C07	1251	1359	F15	N18
D07	1252	1360	H15	P18
E07	1253	1353	J15	B18
F07	1254	1354	L15	D18
G07	1255	1355	N15	F18
H07	1256	1356	P15	H18
A08	1041	1149	A11	I14
B08	1042	1150	C11	K14
C08	1043	1151	E11	M14
D08	1044	1152	G11	O14
E08	1045	1145	I11	A14
F08	1046	1146	K11	C14
G08	1047	1147	M11	E14
H08	1048	1148	O11	G14
A09	1105	1213	A04	J05
B09	1106	1214	C04	L05
C09	1107	1215	E04	N05
D09	1108	1216	G04	P05
E09	1109	1209	I04	B05
F09	1110	1210	K04	D05
G09	1111	1211	M04	F05
H09	1112	1212	O04	H05
A10	1089	1197	A23	J01
B10	1090	1198	C23	L01
C10	1091	1199	E23	N01
D10	1092	1200	G23	P01
E10	1093	1193	I23	B01
F10	1094	1194	K23	D01
G10	1095	1195	M23	F01
H10	1096	1196	O23	H01
A11	1065	1173	A17	I20
B11	1066	1174	C17	K20
C11	1067	1175	E17	M20
D11	1068	1176	G17	O20
E11	1069	1169	I17	A20
F11	1070	1170	K17	C20
G11	1071	1171	M17	E20
H11	1072	1172	O17	G20
A12	1097	1205	A02	J03
B12	1098	1206	C02	L03
C12	1099	1207	E02	N03
D12	1100	1208	G02	P03
E12	1101	1201	I02	B03
F12	1102	1202	K02	D03
G12	1103	1203	M02	F03
H12	1104	1204	O02	H03
