#Destpos	P7	P5	P7_pos	P5_pos
A01	1377	1239	B24	N11
B01	1378	1240	D24	P11
C01	1379	1233	F24	B11
D01	1380	1234	H24	D11
E01	1381	1235	J24	F11
F01	1382	1236	L24	H11
G01	1383	1237	N24	J11
H01	1384	1238	P24	L11
A02	1033	1279	A09	N21
B02	1034	1280	C09	P21
C02	1035	1273	E09	B21
D02	1036	1274	G09	D21
E02	1037	1275	I09	F21
F02	1038	1276	K09	H21
G02	1039	1277	M09	J21
H02	1040	1278	O09	L21
A03	1169	1031	A20	M07
B03	1170	1032	C20	O07
C03	1171	1025	E20	A07
D03	1172	1026	G20	C07
E03	1173	1027	I20	E07
F03	1174	1028	K20	G07
G03	1175	1029	M20	I07
H03	1176	1030	O20	K07
A04	1121	1367	A08	N20
B04	1122	1368	C08	P20
C04	1123	1361	E08	B20
D04	1124	1362	G08	D20
E04	1125	1363	I08	F20
F04	1126	1364	K08	H20
G04	1127	1365	M08	J20
H04	1128	1366	O08	L20
A05	1073	1319	A19	N08
B05	1074	1320	C19	P08
C05	1075	1313	E19	B08
D05	1076	1314	G19	D08
E05	1077	1315	I19	F08
F05	1078	1316	K19	H08
G05	1079	1317	M19	J08
H05	1080	1318	O19	L08
A06	1177	1039	A22	M09
B06	1178	1040	C22	O09
C06	1179	1033	E22	A09
D06	1180	1034	G22	C09
E06	1181	1035	I22	E09
F06	1182	1036	K22	G09
G06	1183	1037	M22	I09
H06	1184	1038	O22	K09
A07	1209	1071	B05	M17
B07	1210	1072	D05	O17
C07	1211	1065	F05	A17
D07	1212	1066	H05	C17
E07	1213	1067	J05	E17
F07	1214	1068	L05	G17
G07	1215	1069	N05	I17
H07	1216	1070	P05	K17
A08	1345	1207	B16	N03
B08	1346	1208	D16	P03
C08	1347	1201	F16	B03
D08	1348	1202	H16	D03
E08	1349	1203	J16	F03
F08	1350	1204	L16	H03
G08	1351	1205	N16	J03
H08	1352	1206	P16	L03
A09	1313	1175	B08	M20
B09	1314	1176	D08	O20
C09	1315	1169	F08	A20
D09	1316	1170	H08	C20
E09	1317	1171	J08	E20
F09	1318	1172	L08	G20
G09	1319	1173	N08	I20
H09	1320	1174	P08	K20
A10	1321	1183	B10	M22
B10	1322	1184	D10	O22
C10	1323	1177	F10	A22
D10	1324	1178	H10	C22
E10	1325	1179	J10	E22
F10	1326	1180	L10	G22
G10	1327	1181	N10	I22
H10	1328	1182	P10	K22
A11	1105	1351	A04	N16
B11	1106	1352	C04	P16
C11	1107	1345	E04	B16
D11	1108	1346	G04	D16
E11	1109	1347	I04	F16
F11	1110	1348	K04	H16
G11	1111	1349	M04	J16
H11	1112	1350	O04	L16
A12	1065	1311	A17	N06
B12	1066	1312	C17	P06
C12	1067	1305	E17	B06
D12	1068	1306	G17	D06
E12	1069	1307	I17	F06
F12	1070	1308	K17	H06
G12	1071	1309	M17	J06
H12	1072	1310	O17	L06
