#Destpos	P7	P5	P7_pos	P5_pos
A01	1361	1093	B20	I23
B01	1362	1094	D20	K23
C01	1363	1095	F20	M23
D01	1364	1096	H20	O23
E01	1365	1089	J20	A23
F01	1366	1090	L20	C23
G01	1367	1091	N20	E23
H01	1368	1092	P20	G23
A02	1065	1181	A17	I22
B02	1066	1182	C17	K22
C02	1067	1183	E17	M22
D02	1068	1184	G17	O22
E02	1069	1177	I17	A22
F02	1070	1178	K17	C22
G02	1071	1179	M17	E22
H02	1072	1180	O17	G22
A03	1369	1101	B22	I02
B03	1370	1102	D22	K02
C03	1371	1103	F22	M02
D03	1372	1104	H22	O02
E03	1373	1097	J22	A02
F03	1374	1098	L22	C02
G03	1375	1099	N22	E02
H03	1376	1100	P22	G02
A04	1001	1117	A01	I06
B04	1002	1118	C01	K06
C04	1003	1119	E01	M06
D04	1004	1120	G01	O06
E04	1005	1113	I01	A06
F04	1006	1114	K01	C06
G04	1007	1115	M01	E06
H04	1008	1116	O01	G06
A05	1281	1013	B23	I03
B05	1282	1014	D23	K03
C05	1283	1015	F23	M03
D05	1284	1016	H23	O03
E05	1285	1009	J23	A03
F05	1286	1010	L23	C03
G05	1287	1011	N23	E03
H05	1288	1012	P23	G03
A06	1081	1197	A21	J01
B06	1082	1198	C21	L01
C06	1083	1199	E21	N01
D06	1084	1200	G21	P01
E06	1085	1193	I21	B01
F06	1086	1194	K21	D01
G06	1087	1195	M21	F01
H06	1088	1196	O21	H01
A07	1321	1053	B10	I13
B07	1322	1054	D10	K13
C07	1323	1055	F10	M13
D07	1324	1056	H10	O13
E07	1325	1049	J10	A13
F07	1326	1050	L10	C13
G07	1327	1051	N10	E13
H07	1328	1052	P10	G13
A08	1345	1077	B16	I19
B08	1346	1078	D16	K19
C08	1347	1079	F16	M19
D08	1348	1080	H16	O19
E08	1349	1073	J16	A19
F08	1350	1074	L16	C19
G08	1351	1075	N16	E19
H08	1352	1076	P16	G19
A09	1193	1309	B01	J06
B09	1194	1310	D01	L06
C09	1195	1311	F01	N06
D09	1196	1312	H01	P06
E09	1197	1305	J01	B06
F09	1198	1306	L01	D06
G09	1199	1307	N01	F06
H09	1200	1308	P01	H06
A10	1337	1069	B14	I17
B10	1338	1070	D14	K17
C10	1339	1071	F14	M17
D10	1340	1072	H14	O17
E10	1341	1065	J14	A17
F10	1342	1066	L14	C17
G10	1343	1067	N14	E17
H10	1344	1068	P14	G17
A11	1153	1269	A16	J19
B11	1154	1270	C16	L19
C11	1155	1271	E16	N19
D11	1156	1272	G16	P19
E11	1157	1265	I16	B19
F11	1158	1266	K16	D19
G11	1159	1267	M16	F19
H11	1160	1268	O16	H19
A12	1241	1357	B13	J18
B12	1242	1358	D13	L18
C12	1243	1359	F13	N18
D12	1244	1360	H13	P18
E12	1245	1353	J13	B18
F12	1246	1354	L13	D18
G12	1247	1355	N13	F18
H12	1248	1356	P13	H18
