#Destpos	P7	P5	P7_pos	P5_pos
A01	1297	1141	B04	I12
B01	1298	1142	D04	K12
C01	1299	1143	F04	M12
D01	1300	1144	H04	O12
E01	1301	1137	J04	A12
F01	1302	1138	L04	C12
G01	1303	1139	N04	E12
H01	1304	1140	P04	G12
A02	1169	1013	A20	I03
B02	1170	1014	C20	K03
C02	1171	1015	E20	M03
D02	1172	1016	G20	O03
E02	1173	1009	I20	A03
F02	1174	1010	K20	C03
G02	1175	1011	M20	E03
H02	1176	1012	O20	G03
A03	1281	1125	B23	I08
B03	1282	1126	D23	K08
C03	1283	1127	F23	M08
D03	1284	1128	H23	O08
E03	1285	1121	J23	A08
F03	1286	1122	L23	C08
G03	1287	1123	N23	E08
H03	1288	1124	P23	G08
A04	1073	1301	A19	J04
B04	1074	1302	C19	L04
C04	1075	1303	E19	N04
D04	1076	1304	G19	P04
E04	1077	1297	I19	B04
F04	1078	1298	K19	D04
G04	1079	1299	M19	F04
H04	1080	1300	O19	H04
A05	1209	1053	B05	I13
B05	1210	1054	D05	K13
C05	1211	1055	F05	M13
D05	1212	1056	H05	O13
E05	1213	1049	J05	A13
F05	1214	1050	L05	C13
G05	1215	1051	N05	E13
H05	1216	1052	P05	G13
A06	1153	1381	A16	J24
B06	1154	1382	C16	L24
C06	1155	1383	E16	N24
D06	1156	1384	G16	P24
E06	1157	1377	I16	B24
F06	1158	1378	K16	D24
G06	1159	1379	M16	F24
H06	1160	1380	O16	H24
A07	1361	1205	B20	J03
B07	1362	1206	D20	L03
C07	1363	1207	F20	N03
D07	1364	1208	H20	P03
E07	1365	1201	J20	B03
F07	1366	1202	L20	D03
G07	1367	1203	N20	F03
H07	1368	1204	P20	H03
A08	1193	1037	B01	I09
B08	1194	1038	D01	K09
C08	1195	1039	F01	M09
D08	1196	1040	H01	O09
E08	1197	1033	J01	A09
F08	1198	1034	L01	C09
G08	1199	1035	N01	E09
H08	1200	1036	P01	G09
A09	1097	1325	A02	J10
B09	1098	1326	C02	L10
C09	1099	1327	E02	N10
D09	1100	1328	G02	P10
E09	1101	1321	I02	B10
F09	1102	1322	K02	D10
G09	1103	1323	M02	F10
H09	1104	1324	O02	H10
A10	1369	1213	B22	J05
B10	1370	1214	D22	L05
C10	1371	1215	F22	N05
D10	1372	1216	H22	P05
E10	1373	1209	J22	B05
F10	1374	1210	L22	D05
G10	1375	1211	N22	F05
H10	1376	1212	P22	H05
A11	1233	1077	B11	I19
B11	1234	1078	D11	K19
C11	1235	1079	F11	M19
D11	1236	1080	H11	O19
E11	1237	1073	J11	A19
F11	1238	1074	L11	C19
G11	1239	1075	N11	E19
H11	1240	1076	P11	G19
A12	1041	1269	A11	J19
B12	1042	1270	C11	L19
C12	1043	1271	E11	N19
D12	1044	1272	G11	P19
E12	1045	1265	I11	B19
F12	1046	1266	K11	D19
G12	1047	1267	M11	F19
H12	1048	1268	O11	H19
