#Destpos	P7	P5	P7_pos	P5_pos
A01	1209	1031	B05	M07
B01	1210	1032	D05	O07
C01	1211	1025	F05	A07
D01	1212	1026	H05	C07
E01	1213	1027	J05	E07
F01	1214	1028	L05	G07
G01	1215	1029	N05	I07
H01	1216	1030	P05	K07
A02	1137	1343	A12	N14
B02	1138	1344	C12	P14
C02	1139	1337	E12	B14
D02	1140	1338	G12	D14
E02	1141	1339	I12	F14
F02	1142	1340	K12	H14
G02	1143	1341	M12	J14
H02	1144	1342	O12	L14
A03	1145	1351	A14	N16
B03	1146	1352	C14	P16
C03	1147	1345	E14	B16
D03	1148	1346	G14	D16
E03	1149	1347	I14	F16
F03	1150	1348	K14	H16
G03	1151	1349	M14	J16
H03	1152	1350	O14	L16
A04	1025	1231	A07	N09
B04	1026	1232	C07	P09
C04	1027	1225	E07	B09
D04	1028	1226	G07	D09
E04	1029	1227	I07	F09
F04	1030	1228	K07	H09
G04	1031	1229	M07	J09
H04	1032	1230	O07	L09
A05	1305	1127	B06	M08
B05	1306	1128	D06	O08
C05	1307	1121	F06	A08
D05	1308	1122	H06	C08
E05	1309	1123	J06	E08
F05	1310	1124	L06	G08
G05	1311	1125	N06	I08
H05	1312	1126	P06	K08
A06	1017	1223	A05	N07
B06	1018	1224	C05	P07
C06	1019	1217	E05	B07
D06	1020	1218	G05	D07
E06	1021	1219	I05	F07
F06	1022	1220	K05	H07
G06	1023	1221	M05	J07
H06	1024	1222	O05	L07
A07	1177	1383	A22	N24
B07	1178	1384	C22	P24
C07	1179	1377	E22	B24
D07	1180	1378	G22	D24
E07	1181	1379	I22	F24
F07	1182	1380	K22	H24
G07	1183	1381	M22	J24
H07	1184	1382	O22	L24
A08	1097	1303	A02	N04
B08	1098	1304	C02	P04
C08	1099	1297	E02	B04
D08	1100	1298	G02	D04
E08	1101	1299	I02	F04
F08	1102	1300	K02	H04
G08	1103	1301	M02	J04
H08	1104	1302	O02	L04
A09	1081	1287	A21	N23
B09	1082	1288	C21	P23
C09	1083	1281	E21	B23
D09	1084	1282	G21	D23
E09	1085	1283	I21	F23
F09	1086	1284	K21	H23
G09	1087	1285	M21	J23
H09	1088	1286	O21	L23
A10	1281	1103	B23	M02
B10	1282	1104	D23	O02
C10	1283	1097	F23	A02
D10	1284	1098	H23	C02
E10	1285	1099	J23	E02
F10	1286	1100	L23	G02
G10	1287	1101	N23	I02
H10	1288	1102	P23	K02
A11	1313	1135	B08	M10
B11	1314	1136	D08	O10
C11	1315	1129	F08	A10
D11	1316	1130	H08	C10
E11	1317	1131	J08	E10
F11	1318	1132	L08	G10
G11	1319	1133	N08	I10
H11	1320	1134	P08	K10
A12	1345	1167	B16	M18
B12	1346	1168	D16	O18
C12	1347	1161	F16	A18
D12	1348	1162	H16	C18
E12	1349	1163	J16	E18
F12	1350	1164	L16	G18
G12	1351	1165	N16	I18
H12	1352	1166	P16	K18
