#Destpos	P7	P5	P7_pos	P5_pos
A01	1201	1005	B03	I01
B01	1202	1006	D03	K01
C01	1203	1007	F03	M01
D01	1204	1008	H03	O01
E01	1205	1001	J03	A01
F01	1206	1002	L03	C01
G01	1207	1003	N03	E01
H01	1208	1004	P03	G01
A02	1089	1277	A23	J21
B02	1090	1278	C23	L21
C02	1091	1279	E23	N21
D02	1092	1280	G23	P21
E02	1093	1273	I23	B21
F02	1094	1274	K23	D21
G02	1095	1275	M23	F21
H02	1096	1276	O23	H21
A03	1025	1213	A07	J05
B03	1026	1214	C07	L05
C03	1027	1215	E07	N05
D03	1028	1216	G07	P05
E03	1029	1209	I07	B05
F03	1030	1210	K07	D05
G03	1031	1211	M07	F05
H03	1032	1212	O07	H05
A04	1249	1053	B15	I13
B04	1250	1054	D15	K13
C04	1251	1055	F15	M13
D04	1252	1056	H15	O13
E04	1253	1049	J15	A13
F04	1254	1050	L15	C13
G04	1255	1051	N15	E13
H04	1256	1052	P15	G13
A05	1033	1221	A09	J07
B05	1034	1222	C09	L07
C05	1035	1223	E09	N07
D05	1036	1224	G09	P07
E05	1037	1217	I09	B07
F05	1038	1218	K09	D07
G05	1039	1219	M09	F07
H05	1040	1220	O09	H07
A06	1081	1269	A21	J19
B06	1082	1270	C21	L19
C06	1083	1271	E21	N19
D06	1084	1272	G21	P19
E06	1085	1265	I21	B19
F06	1086	1266	K21	D19
G06	1087	1267	M21	F19
H06	1088	1268	O21	H19
A07	1281	1085	B23	I21
B07	1282	1086	D23	K21
C07	1283	1087	F23	M21
D07	1284	1088	H23	O21
E07	1285	1081	J23	A21
F07	1286	1082	L23	C21
G07	1287	1083	N23	E21
H07	1288	1084	P23	G21
A08	1105	1293	A04	J02
B08	1106	1294	C04	L02
C08	1107	1295	E04	N02
D08	1108	1296	G04	P02
E08	1109	1289	I04	B02
F08	1110	1290	K04	D02
G08	1111	1291	M04	F02
H08	1112	1292	O04	H02
A09	1041	1229	A11	J09
B09	1042	1230	C11	L09
C09	1043	1231	E11	N09
D09	1044	1232	G11	P09
E09	1045	1225	I11	B09
F09	1046	1226	K11	D09
G09	1047	1227	M11	F09
H09	1048	1228	O11	H09
A10	1065	1253	A17	J15
B10	1066	1254	C17	L15
C10	1067	1255	E17	N15
D10	1068	1256	G17	P15
E10	1069	1249	I17	B15
F10	1070	1250	K17	D15
G10	1071	1251	M17	F15
H10	1072	1252	O17	H15
A11	1121	1309	A08	J06
B11	1122	1310	C08	L06
C11	1123	1311	E08	N06
D11	1124	1312	G08	P06
E11	1125	1305	I08	B06
F11	1126	1306	K08	D06
G11	1127	1307	M08	F06
H11	1128	1308	O08	H06
A12	1017	1205	A05	J03
B12	1018	1206	C05	L03
C12	1019	1207	E05	N03
D12	1020	1208	G05	P03
E12	1021	1201	I05	B03
F12	1022	1202	K05	D03
G12	1023	1203	M05	F03
H12	1024	1204	O05	H03
