#Destpos	P7	P5	P7_pos	P5_pos
A01	1025	1373	A07	J22
B01	1026	1374	C07	L22
C01	1027	1375	E07	N22
D01	1028	1376	G07	P22
E01	1029	1369	I07	B22
F01	1030	1370	K07	D22
G01	1031	1371	M07	F22
H01	1032	1372	O07	H22
A02	1129	1093	A10	I23
B02	1130	1094	C10	K23
C02	1131	1095	E10	M23
D02	1132	1096	G10	O23
E02	1133	1089	I10	A23
F02	1134	1090	K10	C23
G02	1135	1091	M10	E23
H02	1136	1092	O10	G23
A03	1001	1349	A01	J16
B03	1002	1350	C01	L16
C03	1003	1351	E01	N16
D03	1004	1352	G01	P16
E03	1005	1345	I01	B16
F03	1006	1346	K01	D16
G03	1007	1347	M01	F16
H03	1008	1348	O01	H16
A04	1369	1333	B22	J12
B04	1370	1334	D22	L12
C04	1371	1335	F22	N12
D04	1372	1336	H22	P12
E04	1373	1329	J22	B12
F04	1374	1330	L22	D12
G04	1375	1331	N22	F12
H04	1376	1332	P22	H12
A05	1257	1221	B17	J07
B05	1258	1222	D17	L07
C05	1259	1223	F17	N07
D05	1260	1224	H17	P07
E05	1261	1217	J17	B07
F05	1262	1218	L17	D07
G05	1263	1219	N17	F07
H05	1264	1220	P17	H07
A06	1249	1213	B15	J05
B06	1250	1214	D15	L05
C06	1251	1215	F15	N05
D06	1252	1216	H15	P05
E06	1253	1209	J15	B05
F06	1254	1210	L15	D05
G06	1255	1211	N15	F05
H06	1256	1212	P15	H05
A07	1201	1165	B03	I18
B07	1202	1166	D03	K18
C07	1203	1167	F03	M18
D07	1204	1168	H03	O18
E07	1205	1161	J03	A18
F07	1206	1162	L03	C18
G07	1207	1163	N03	E18
H07	1208	1164	P03	G18
A08	1281	1245	B23	J13
B08	1282	1246	D23	L13
C08	1283	1247	F23	N13
D08	1284	1248	H23	P13
E08	1285	1241	J23	B13
F08	1286	1242	L23	D13
G08	1287	1243	N23	F13
H08	1288	1244	P23	H13
A09	1337	1301	B14	J04
B09	1338	1302	D14	L04
C09	1339	1303	F14	N04
D09	1340	1304	H14	P04
E09	1341	1297	J14	B04
F09	1342	1298	L14	D04
G09	1343	1299	N14	F04
H09	1344	1300	P14	H04
A10	1265	1229	B19	J09
B10	1266	1230	D19	L09
C10	1267	1231	F19	N09
D10	1268	1232	H19	P09
E10	1269	1225	J19	B09
F10	1270	1226	L19	D09
G10	1271	1227	N19	F09
H10	1272	1228	P19	H09
A11	1105	1069	A04	I17
B11	1106	1070	C04	K17
C11	1107	1071	E04	M17
D11	1108	1072	G04	O17
E11	1109	1065	I04	A17
F11	1110	1066	K04	C17
G11	1111	1067	M04	E17
H11	1112	1068	O04	G17
A12	1313	1277	B08	J21
B12	1314	1278	D08	L21
C12	1315	1279	F08	N21
D12	1316	1280	H08	P21
E12	1317	1273	J08	B21
F12	1318	1274	L08	D21
G12	1319	1275	N08	F21
H12	1320	1276	P08	H21
