#Destpos	P7	P5	P7_pos	P5_pos
A01	1241	1045	B13	I11
B01	1242	1046	D13	K11
C01	1243	1047	F13	M11
D01	1244	1048	H13	O11
E01	1245	1041	J13	A11
F01	1246	1042	L13	C11
G01	1247	1043	N13	E11
H01	1248	1044	P13	G11
A02	1169	1357	A20	J18
B02	1170	1358	C20	L18
C02	1171	1359	E20	N18
D02	1172	1360	G20	P18
E02	1173	1353	I20	B18
F02	1174	1354	K20	D18
G02	1175	1355	M20	F18
H02	1176	1356	O20	H18
A03	1369	1173	B22	I20
B03	1370	1174	D22	K20
C03	1371	1175	F22	M20
D03	1372	1176	H22	O20
E03	1373	1169	J22	A20
F03	1374	1170	L22	C20
G03	1375	1171	N22	E20
H03	1376	1172	P22	G20
A04	1137	1325	A12	J10
B04	1138	1326	C12	L10
C04	1139	1327	E12	N10
D04	1140	1328	G12	P10
E04	1141	1321	I12	B10
F04	1142	1322	K12	D10
G04	1143	1323	M12	F10
H04	1144	1324	O12	H10
A05	1297	1101	B04	I02
B05	1298	1102	D04	K02
C05	1299	1103	F04	M02
D05	1300	1104	H04	O02
E05	1301	1097	J04	A02
F05	1302	1098	L04	C02
G05	1303	1099	N04	E02
H05	1304	1100	P04	G02
A06	1313	1117	B08	I06
B06	1314	1118	D08	K06
C06	1315	1119	F08	M06
D06	1316	1120	H08	O06
E06	1317	1113	J08	A06
F06	1318	1114	L08	C06
G06	1319	1115	N08	E06
H06	1320	1116	P08	G06
A07	1177	1365	A22	J20
B07	1178	1366	C22	L20
C07	1179	1367	E22	N20
D07	1180	1368	G22	P20
E07	1181	1361	I22	B20
F07	1182	1362	K22	D20
G07	1183	1363	M22	F20
H07	1184	1364	O22	H20
A08	1377	1181	B24	I22
B08	1378	1182	D24	K22
C08	1379	1183	F24	M22
D08	1380	1184	H24	O22
E08	1381	1177	J24	A22
F08	1382	1178	L24	C22
G08	1383	1179	N24	E22
H08	1384	1180	P24	G22
A09	1305	1109	B06	I04
B09	1306	1110	D06	K04
C09	1307	1111	F06	M04
D09	1308	1112	H06	O04
E09	1309	1105	J06	A04
F09	1310	1106	L06	C04
G09	1311	1107	N06	E04
H09	1312	1108	P06	G04
A10	1289	1093	B02	I23
B10	1290	1094	D02	K23
C10	1291	1095	F02	M23
D10	1292	1096	H02	O23
E10	1293	1089	J02	A23
F10	1294	1090	L02	C23
G10	1295	1091	N02	E23
H10	1296	1092	P02	G23
A11	1217	1021	B07	I05
B11	1218	1022	D07	K05
C11	1219	1023	F07	M05
D11	1220	1024	H07	O05
E11	1221	1017	J07	A05
F11	1222	1018	L07	C05
G11	1223	1019	N07	E05
H11	1224	1020	P07	G05
A12	1321	1125	B10	I08
B12	1322	1126	D10	K08
C12	1323	1127	F10	M08
D12	1324	1128	H10	O08
E12	1325	1121	J10	A08
F12	1326	1122	L10	C08
G12	1327	1123	N10	E08
H12	1328	1124	P10	G08
