#Destpos	P7	P5	P7_pos	P5_pos
A01	1225	1379	B09	F24
B01	1226	1380	D09	H24
C01	1227	1381	F09	J24
D01	1228	1382	H09	L24
E01	1229	1383	J09	N24
F01	1230	1384	L09	P24
G01	1231	1377	N09	B24
H01	1232	1378	P09	D24
A02	1353	1123	B18	E08
B02	1354	1124	D18	G08
C02	1355	1125	F18	I08
D02	1356	1126	H18	K08
E02	1357	1127	J18	M08
F02	1358	1128	L18	O08
G02	1359	1121	N18	A08
H02	1360	1122	P18	C08
A03	1257	1027	B17	E07
B03	1258	1028	D17	G07
C03	1259	1029	F17	I07
D03	1260	1030	H17	K07
E03	1261	1031	J17	M07
F03	1262	1032	L17	O07
G03	1263	1025	N17	A07
H03	1264	1026	P17	C07
A04	1025	1179	A07	E22
B04	1026	1180	C07	G22
C04	1027	1181	E07	I22
D04	1028	1182	G07	K22
E04	1029	1183	I07	M22
F04	1030	1184	K07	O22
G04	1031	1177	M07	A22
H04	1032	1178	O07	C22
A05	1217	1371	B07	F22
B05	1218	1372	D07	H22
C05	1219	1373	F07	J22
D05	1220	1374	H07	L22
E05	1221	1375	J07	N22
F05	1222	1376	L07	P22
G05	1223	1369	N07	B22
H05	1224	1370	P07	D22
A06	1089	1243	A23	F13
B06	1090	1244	C23	H13
C06	1091	1245	E23	J13
D06	1092	1246	G23	L13
E06	1093	1247	I23	N13
F06	1094	1248	K23	P13
G06	1095	1241	M23	B13
H06	1096	1242	O23	D13
A07	1361	1131	B20	E10
B07	1362	1132	D20	G10
C07	1363	1133	F20	I10
D07	1364	1134	H20	K10
E07	1365	1135	J20	M10
F07	1366	1136	L20	O10
G07	1367	1129	N20	A10
H07	1368	1130	P20	C10
A08	1049	1203	A13	F03
B08	1050	1204	C13	H03
C08	1051	1205	E13	J03
D08	1052	1206	G13	L03
E08	1053	1207	I13	N03
F08	1054	1208	K13	P03
G08	1055	1201	M13	B03
H08	1056	1202	O13	D03
A09	1121	1275	A08	F21
B09	1122	1276	C08	H21
C09	1123	1277	E08	J21
D09	1124	1278	G08	L21
E09	1125	1279	I08	N21
F09	1126	1280	K08	P21
G09	1127	1273	M08	B21
H09	1128	1274	O08	D21
A10	1057	1211	A15	F05
B10	1058	1212	C15	H05
C10	1059	1213	E15	J05
D10	1060	1214	G15	L05
E10	1061	1215	I15	N05
F10	1062	1216	K15	P05
G10	1063	1209	M15	B05
H10	1064	1210	O15	D05
A11	1041	1195	A11	F01
B11	1042	1196	C11	H01
C11	1043	1197	E11	J01
D11	1044	1198	G11	L01
E11	1045	1199	I11	N01
F11	1046	1200	K11	P01
G11	1047	1193	M11	B01
H11	1048	1194	O11	D01
A12	1185	1339	A24	F14
B12	1186	1340	C24	H14
C12	1187	1341	E24	J14
D12	1188	1342	G24	L14
E12	1189	1343	I24	N14
F12	1190	1344	K24	P14
G12	1191	1337	M24	B14
H12	1192	1338	O24	D14
