#Destpos	P7	P5	P7_pos	P5_pos
A01	1033	1375	A09	N22
B01	1034	1376	C09	P22
C01	1035	1369	E09	B22
D01	1036	1370	G09	D22
E01	1037	1371	I09	F22
F01	1038	1372	K09	H22
G01	1039	1373	M09	J22
H01	1040	1374	O09	L22
A02	1329	1287	B12	N23
B02	1330	1288	D12	P23
C02	1331	1281	F12	B23
D02	1332	1282	H12	D23
E02	1333	1283	J12	F23
F02	1334	1284	L12	H23
G02	1335	1285	N12	J23
H02	1336	1286	P12	L23
A03	1313	1271	B08	N19
B03	1314	1272	D08	P19
C03	1315	1265	F08	B19
D03	1316	1266	H08	D19
E03	1317	1267	J08	F19
F03	1318	1268	L08	H19
G03	1319	1269	N08	J19
H03	1320	1270	P08	L19
A04	1089	1047	A23	M11
B04	1090	1048	C23	O11
C04	1091	1041	E23	A11
D04	1092	1042	G23	C11
E04	1093	1043	I23	E11
F04	1094	1044	K23	G11
G04	1095	1045	M23	I11
H04	1096	1046	O23	K11
A05	1297	1255	B04	N15
B05	1298	1256	D04	P15
C05	1299	1249	F04	B15
D05	1300	1250	H04	D15
E05	1301	1251	J04	F15
F05	1302	1252	L04	H15
G05	1303	1253	N04	J15
H05	1304	1254	P04	L15
A06	1217	1175	B07	M20
B06	1218	1176	D07	O20
C06	1219	1169	F07	A20
D06	1220	1170	H07	C20
E06	1221	1171	J07	E20
F06	1222	1172	L07	G20
G06	1223	1173	N07	I20
H06	1224	1174	P07	K20
A07	1241	1199	B13	N01
B07	1242	1200	D13	P01
C07	1243	1193	F13	B01
D07	1244	1194	H13	D01
E07	1245	1195	J13	F01
F07	1246	1196	L13	H01
G07	1247	1197	N13	J01
H07	1248	1198	P13	L01
A08	1025	1367	A07	N20
B08	1026	1368	C07	P20
C08	1027	1361	E07	B20
D08	1028	1362	G07	D20
E08	1029	1363	I07	F20
F08	1030	1364	K07	H20
G08	1031	1365	M07	J20
H08	1032	1366	O07	L20
A09	1001	1343	A01	N14
B09	1002	1344	C01	P14
C09	1003	1337	E01	B14
D09	1004	1338	G01	D14
E09	1005	1339	I01	F14
F09	1006	1340	K01	H14
G09	1007	1341	M01	J14
H09	1008	1342	O01	L14
A10	1249	1207	B15	N03
B10	1250	1208	D15	P03
C10	1251	1201	F15	B03
D10	1252	1202	H15	D03
E10	1253	1203	J15	F03
F10	1254	1204	L15	H03
G10	1255	1205	N15	J03
H10	1256	1206	P15	L03
A11	1137	1095	A12	M23
B11	1138	1096	C12	O23
C11	1139	1089	E12	A23
D11	1140	1090	G12	C23
E11	1141	1091	I12	E23
F11	1142	1092	K12	G23
G11	1143	1093	M12	I23
H11	1144	1094	O12	K23
A12	1377	1335	B24	N12
B12	1378	1336	D24	P12
C12	1379	1329	F24	B12
D12	1380	1330	H24	D12
E12	1381	1331	J24	F12
F12	1382	1332	L24	H12
G12	1383	1333	N24	J12
H12	1384	1334	P24	L12
