#Destpos	P7	P5	P7_pos	P5_pos
A01	1377	1149	B24	I14
B01	1378	1150	D24	K14
C01	1379	1151	F24	M14
D01	1380	1152	H24	O14
E01	1381	1145	J24	A14
F01	1382	1146	L24	C14
G01	1383	1147	N24	E14
H01	1384	1148	P24	G14
A02	1201	1357	B03	J18
B02	1202	1358	D03	L18
C02	1203	1359	F03	N18
D02	1204	1360	H03	P18
E02	1205	1353	J03	B18
F02	1206	1354	L03	D18
G02	1207	1355	N03	F18
H02	1208	1356	P03	H18
A03	1153	1309	A16	J06
B03	1154	1310	C16	L06
C03	1155	1311	E16	N06
D03	1156	1312	G16	P06
E03	1157	1305	I16	B06
F03	1158	1306	K16	D06
G03	1159	1307	M16	F06
H03	1160	1308	O16	H06
A04	1273	1045	B21	I11
B04	1274	1046	D21	K11
C04	1275	1047	F21	M11
D04	1276	1048	H21	O11
E04	1277	1041	J21	A11
F04	1278	1042	L21	C11
G04	1279	1043	N21	E11
H04	1280	1044	P21	G11
A05	1225	1381	B09	J24
B05	1226	1382	D09	L24
C05	1227	1383	F09	N24
D05	1228	1384	H09	P24
E05	1229	1377	J09	B24
F05	1230	1378	L09	D24
G05	1231	1379	N09	F24
H05	1232	1380	P09	H24
A06	1265	1037	B19	I09
B06	1266	1038	D19	K09
C06	1267	1039	F19	M09
D06	1268	1040	H19	O09
E06	1269	1033	J19	A09
F06	1270	1034	L19	C09
G06	1271	1035	N19	E09
H06	1272	1036	P19	G09
A07	1321	1093	B10	I23
B07	1322	1094	D10	K23
C07	1323	1095	F10	M23
D07	1324	1096	H10	O23
E07	1325	1089	J10	A23
F07	1326	1090	L10	C23
G07	1327	1091	N10	E23
H07	1328	1092	P10	G23
A08	1249	1021	B15	I05
B08	1250	1022	D15	K05
C08	1251	1023	F15	M05
D08	1252	1024	H15	O05
E08	1253	1017	J15	A05
F08	1254	1018	L15	C05
G08	1255	1019	N15	E05
H08	1256	1020	P15	G05
A09	1313	1085	B08	I21
B09	1314	1086	D08	K21
C09	1315	1087	F08	M21
D09	1316	1088	H08	O21
E09	1317	1081	J08	A21
F09	1318	1082	L08	C21
G09	1319	1083	N08	E21
H09	1320	1084	P08	G21
A10	1041	1197	A11	J01
B10	1042	1198	C11	L01
C10	1043	1199	E11	N01
D10	1044	1200	G11	P01
E10	1045	1193	I11	B01
F10	1046	1194	K11	D01
G10	1047	1195	M11	F01
H10	1048	1196	O11	H01
A11	1305	1077	B06	I19
B11	1306	1078	D06	K19
C11	1307	1079	F06	M19
D11	1308	1080	H06	O19
E11	1309	1073	J06	A19
F11	1310	1074	L06	C19
G11	1311	1075	N06	E19
H11	1312	1076	P06	G19
A12	1241	1013	B13	I03
B12	1242	1014	D13	K03
C12	1243	1015	F13	M03
D12	1244	1016	H13	O03
E12	1245	1009	J13	A03
F12	1246	1010	L13	C03
G12	1247	1011	N13	E03
H12	1248	1012	P13	G03
