#Destpos	P7	P5	P7_pos	P5_pos
A01	1081	1045	A21	I11
B01	1082	1046	C21	K11
C01	1083	1047	E21	M11
D01	1084	1048	G21	O11
E01	1085	1041	I21	A11
F01	1086	1042	K21	C11
G01	1087	1043	M21	E11
H01	1088	1044	O21	G11
A02	1113	1077	A06	I19
B02	1114	1078	C06	K19
C02	1115	1079	E06	M19
D02	1116	1080	G06	O19
E02	1117	1073	I06	A19
F02	1118	1074	K06	C19
G02	1119	1075	M06	E19
H02	1120	1076	O06	G19
A03	1009	1357	A03	J18
B03	1010	1358	C03	L18
C03	1011	1359	E03	N18
D03	1012	1360	G03	P18
E03	1013	1353	I03	B18
F03	1014	1354	K03	D18
G03	1015	1355	M03	F18
H03	1016	1356	O03	H18
A04	1273	1237	B21	J11
B04	1274	1238	D21	L11
C04	1275	1239	F21	N11
D04	1276	1240	H21	P11
E04	1277	1233	J21	B11
F04	1278	1234	L21	D11
G04	1279	1235	N21	F11
H04	1280	1236	P21	H11
A05	1041	1005	A11	I01
B05	1042	1006	C11	K01
C05	1043	1007	E11	M01
D05	1044	1008	G11	O01
E05	1045	1001	I11	A01
F05	1046	1002	K11	C01
G05	1047	1003	M11	E01
H05	1048	1004	O11	G01
A06	1161	1125	A18	I08
B06	1162	1126	C18	K08
C06	1163	1127	E18	M08
D06	1164	1128	G18	O08
E06	1165	1121	I18	A08
F06	1166	1122	K18	C08
G06	1167	1123	M18	E08
H06	1168	1124	O18	G08
A07	1185	1149	A24	I14
B07	1186	1150	C24	K14
C07	1187	1151	E24	M14
D07	1188	1152	G24	O14
E07	1189	1145	I24	A14
F07	1190	1146	K24	C14
G07	1191	1147	M24	E14
H07	1192	1148	O24	G14
A08	1065	1029	A17	I07
B08	1066	1030	C17	K07
C08	1067	1031	E17	M07
D08	1068	1032	G17	O07
E08	1069	1025	I17	A07
F08	1070	1026	K17	C07
G08	1071	1027	M17	E07
H08	1072	1028	O17	G07
A09	1073	1037	A19	I09
B09	1074	1038	C19	K09
C09	1075	1039	E19	M09
D09	1076	1040	G19	O09
E09	1077	1033	I19	A09
F09	1078	1034	K19	C09
G09	1079	1035	M19	E09
H09	1080	1036	O19	G09
A10	1193	1157	B01	I16
B10	1194	1158	D01	K16
C10	1195	1159	F01	M16
D10	1196	1160	H01	O16
E10	1197	1153	J01	A16
F10	1198	1154	L01	C16
G10	1199	1155	N01	E16
H10	1200	1156	P01	G16
A11	1329	1293	B12	J02
B11	1330	1294	D12	L02
C11	1331	1295	F12	N02
D11	1332	1296	H12	P02
E11	1333	1289	J12	B02
F11	1334	1290	L12	D02
G11	1335	1291	N12	F02
H11	1336	1292	P12	H02
A12	1097	1061	A02	I15
B12	1098	1062	C02	K15
C12	1099	1063	E02	M15
D12	1100	1064	G02	O15
E12	1101	1057	I02	A15
F12	1102	1058	K02	C15
G12	1103	1059	M02	E15
H12	1104	1060	O02	G15
