#Destpos	P7	P5	P7_pos	P5_pos
A01	1377	1173	B24	I20
B01	1378	1174	D24	K20
C01	1379	1175	F24	M20
D01	1380	1176	H24	O20
E01	1381	1169	J24	A20
F01	1382	1170	L24	C20
G01	1383	1171	N24	E20
H01	1384	1172	P24	G20
A02	1033	1213	A09	J05
B02	1034	1214	C09	L05
C02	1035	1215	E09	N05
D02	1036	1216	G09	P05
E02	1037	1209	I09	B05
F02	1038	1210	K09	D05
G02	1039	1211	M09	F05
H02	1040	1212	O09	H05
A03	1121	1301	A08	J04
B03	1122	1302	C08	L04
C03	1123	1303	E08	N04
D03	1124	1304	G08	P04
E03	1125	1297	I08	B04
F03	1126	1298	K08	D04
G03	1127	1299	M08	F04
H03	1128	1300	O08	H04
A04	1297	1093	B04	I23
B04	1298	1094	D04	K23
C04	1299	1095	F04	M23
D04	1300	1096	H04	O23
E04	1301	1089	J04	A23
F04	1302	1090	L04	C23
G04	1303	1091	N04	E23
H04	1304	1092	P04	G23
A05	1025	1205	A07	J03
B05	1026	1206	C07	L03
C05	1027	1207	E07	N03
D05	1028	1208	G07	P03
E05	1029	1201	I07	B03
F05	1030	1202	K07	D03
G05	1031	1203	M07	F03
H05	1032	1204	O07	H03
A06	1313	1109	B08	I04
B06	1314	1110	D08	K04
C06	1315	1111	F08	M04
D06	1316	1112	H08	O04
E06	1317	1105	J08	A04
F06	1318	1106	L08	C04
G06	1319	1107	N08	E04
H06	1320	1108	P08	G04
A07	1161	1341	A18	J14
B07	1162	1342	C18	L14
C07	1163	1343	E18	N14
D07	1164	1344	G18	P14
E07	1165	1337	I18	B14
F07	1166	1338	K18	D14
G07	1167	1339	M18	F14
H07	1168	1340	O18	H14
A08	1209	1005	B05	I01
B08	1210	1006	D05	K01
C08	1211	1007	F05	M01
D08	1212	1008	H05	O01
E08	1213	1001	J05	A01
F08	1214	1002	L05	C01
G08	1215	1003	N05	E01
H08	1216	1004	P05	G01
A09	1089	1269	A23	J19
B09	1090	1270	C23	L19
C09	1091	1271	E23	N19
D09	1092	1272	G23	P19
E09	1093	1265	I23	B19
F09	1094	1266	K23	D19
G09	1095	1267	M23	F19
H09	1096	1268	O23	H19
A10	1369	1165	B22	I18
B10	1370	1166	D22	K18
C10	1371	1167	F22	M18
D10	1372	1168	H22	O18
E10	1373	1161	J22	A18
F10	1374	1162	L22	C18
G10	1375	1163	N22	E18
H10	1376	1164	P22	G18
A11	1353	1149	B18	I14
B11	1354	1150	D18	K14
C11	1355	1151	F18	M14
D11	1356	1152	H18	O14
E11	1357	1145	J18	A14
F11	1358	1146	L18	C14
G11	1359	1147	N18	E14
H11	1360	1148	P18	G14
A12	1177	1357	A22	J18
B12	1178	1358	C22	L18
C12	1179	1359	E22	N18
D12	1180	1360	G22	P18
E12	1181	1353	I22	B18
F12	1182	1354	K22	D18
G12	1183	1355	M22	F18
H12	1184	1356	O22	H18
