#Destpos	P7	P5	P7_pos	P5_pos
A01	1241	1183	B13	M22
B01	1242	1184	D13	O22
C01	1243	1177	F13	A22
D01	1244	1178	H13	C22
E01	1245	1179	J13	E22
F01	1246	1180	L13	G22
G01	1247	1181	N13	I22
H01	1248	1182	P13	K22
A02	1209	1151	B05	M14
B02	1210	1152	D05	O14
C02	1211	1145	F05	A14
D02	1212	1146	H05	C14
E02	1213	1147	J05	E14
F02	1214	1148	L05	G14
G02	1215	1149	N05	I14
H02	1216	1150	P05	K14
A03	1065	1007	A17	M01
B03	1066	1008	C17	O01
C03	1067	1001	E17	A01
D03	1068	1002	G17	C01
E03	1069	1003	I17	E01
F03	1070	1004	K17	G01
G03	1071	1005	M17	I01
H03	1072	1006	O17	K01
A04	1161	1103	A18	M02
B04	1162	1104	C18	O02
C04	1163	1097	E18	A02
D04	1164	1098	G18	C02
E04	1165	1099	I18	E02
F04	1166	1100	K18	G02
G04	1167	1101	M18	I02
H04	1168	1102	O18	K02
A05	1345	1287	B16	N23
B05	1346	1288	D16	P23
C05	1347	1281	F16	B23
D05	1348	1282	H16	D23
E05	1349	1283	J16	F23
F05	1350	1284	L16	H23
G05	1351	1285	N16	J23
H05	1352	1286	P16	L23
A06	1185	1127	A24	M08
B06	1186	1128	C24	O08
C06	1187	1121	E24	A08
D06	1188	1122	G24	C08
E06	1189	1123	I24	E08
F06	1190	1124	K24	G08
G06	1191	1125	M24	I08
H06	1192	1126	O24	K08
A07	1025	1351	A07	N16
B07	1026	1352	C07	P16
C07	1027	1345	E07	B16
D07	1028	1346	G07	D16
E07	1029	1347	I07	F16
F07	1030	1348	K07	H16
G07	1031	1349	M07	J16
H07	1032	1350	O07	L16
A08	1201	1143	B03	M12
B08	1202	1144	D03	O12
C08	1203	1137	F03	A12
D08	1204	1138	H03	C12
E08	1205	1139	J03	E12
F08	1206	1140	L03	G12
G08	1207	1141	N03	I12
H08	1208	1142	P03	K12
A09	1369	1311	B22	N06
B09	1370	1312	D22	P06
C09	1371	1305	F22	B06
D09	1372	1306	H22	D06
E09	1373	1307	J22	F06
F09	1374	1308	L22	H06
G09	1375	1309	N22	J06
H09	1376	1310	P22	L06
A10	1249	1191	B15	M24
B10	1250	1192	D15	O24
C10	1251	1185	F15	A24
D10	1252	1186	H15	C24
E10	1253	1187	J15	E24
F10	1254	1188	L15	G24
G10	1255	1189	N15	I24
H10	1256	1190	P15	K24
A11	1177	1119	A22	M06
B11	1178	1120	C22	O06
C11	1179	1113	E22	A06
D11	1180	1114	G22	C06
E11	1181	1115	I22	E06
F11	1182	1116	K22	G06
G11	1183	1117	M22	I06
H11	1184	1118	O22	K06
A12	1129	1071	A10	M17
B12	1130	1072	C10	O17
C12	1131	1065	E10	A17
D12	1132	1066	G10	C17
E12	1133	1067	I10	E17
F12	1134	1068	K10	G17
G12	1135	1069	M10	I17
H12	1136	1070	O10	K17
