#Destpos	P7	P5	P7_pos	P5_pos
A01	1169	1269	A20	J19
B01	1170	1270	C20	L19
C01	1171	1271	E20	N19
D01	1172	1272	G20	P19
E01	1173	1265	I20	B19
F01	1174	1266	K20	D19
G01	1175	1267	M20	F19
H01	1176	1268	O20	H19
A02	1201	1301	B03	J04
B02	1202	1302	D03	L04
C02	1203	1303	F03	N04
D02	1204	1304	H03	P04
E02	1205	1297	J03	B04
F02	1206	1298	L03	D04
G02	1207	1299	N03	F04
H02	1208	1300	P03	H04
A03	1361	1077	B20	I19
B03	1362	1078	D20	K19
C03	1363	1079	F20	M19
D03	1364	1080	H20	O19
E03	1365	1073	J20	A19
F03	1366	1074	L20	C19
G03	1367	1075	N20	E19
H03	1368	1076	P20	G19
A04	1209	1309	B05	J06
B04	1210	1310	D05	L06
C04	1211	1311	F05	N06
D04	1212	1312	H05	P06
E04	1213	1305	J05	B06
F04	1214	1306	L05	D06
G04	1215	1307	N05	F06
H04	1216	1308	P05	H06
A05	1073	1173	A19	I20
B05	1074	1174	C19	K20
C05	1075	1175	E19	M20
D05	1076	1176	G19	O20
E05	1077	1169	I19	A20
F05	1078	1170	K19	C20
G05	1079	1171	M19	E20
H05	1080	1172	O19	G20
A06	1377	1093	B24	I23
B06	1378	1094	D24	K23
C06	1379	1095	F24	M23
D06	1380	1096	H24	O23
E06	1381	1089	J24	A23
F06	1382	1090	L24	C23
G06	1383	1091	N24	E23
H06	1384	1092	P24	G23
A07	1345	1061	B16	I15
B07	1346	1062	D16	K15
C07	1347	1063	F16	M15
D07	1348	1064	H16	O15
E07	1349	1057	J16	A15
F07	1350	1058	L16	C15
G07	1351	1059	N16	E15
H07	1352	1060	P16	G15
A08	1097	1197	A02	J01
B08	1098	1198	C02	L01
C08	1099	1199	E02	N01
D08	1100	1200	G02	P01
E08	1101	1193	I02	B01
F08	1102	1194	K02	D01
G08	1103	1195	M02	F01
H08	1104	1196	O02	H01
A09	1113	1213	A06	J05
B09	1114	1214	C06	L05
C09	1115	1215	E06	N05
D09	1116	1216	G06	P05
E09	1117	1209	I06	B05
F09	1118	1210	K06	D05
G09	1119	1211	M06	F05
H09	1120	1212	O06	H05
A10	1329	1045	B12	I11
B10	1330	1046	D12	K11
C10	1331	1047	F12	M11
D10	1332	1048	H12	O11
E10	1333	1041	J12	A11
F10	1334	1042	L12	C11
G10	1335	1043	N12	E11
H10	1336	1044	P12	G11
A11	1049	1149	A13	I14
B11	1050	1150	C13	K14
C11	1051	1151	E13	M14
D11	1052	1152	G13	O14
E11	1053	1145	I13	A14
F11	1054	1146	K13	C14
G11	1055	1147	M13	E14
H11	1056	1148	O13	G14
A12	1161	1261	A18	J17
B12	1162	1262	C18	L17
C12	1163	1263	E18	N17
D12	1164	1264	G18	P17
E12	1165	1257	I18	B17
F12	1166	1258	K18	D17
G12	1167	1259	M18	F17
H12	1168	1260	O18	H17
