#Destpos	P7	P5	P7_pos	P5_pos
A01	1241	1275	B13	F21
B01	1242	1276	D13	H21
C01	1243	1277	F13	J21
D01	1244	1278	H13	L21
E01	1245	1279	J13	N21
F01	1246	1280	L13	P21
G01	1247	1273	N13	B21
H01	1248	1274	P13	D21
A02	1281	1315	B23	F08
B02	1282	1316	D23	H08
C02	1283	1317	F23	J08
D02	1284	1318	H23	L08
E02	1285	1319	J23	N08
F02	1286	1320	L23	P08
G02	1287	1313	N23	B08
H02	1288	1314	P23	D08
A03	1025	1059	A07	E15
B03	1026	1060	C07	G15
C03	1027	1061	E07	I15
D03	1028	1062	G07	K15
E03	1029	1063	I07	M15
F03	1030	1064	K07	O15
G03	1031	1057	M07	A15
H03	1032	1058	O07	C15
A04	1353	1003	B18	E01
B04	1354	1004	D18	G01
C04	1355	1005	F18	I01
D04	1356	1006	H18	K01
E04	1357	1007	J18	M01
F04	1358	1008	L18	O01
G04	1359	1001	N18	A01
H04	1360	1002	P18	C01
A05	1129	1163	A10	E18
B05	1130	1164	C10	G18
C05	1131	1165	E10	I18
D05	1132	1166	G10	K18
E05	1133	1167	I10	M18
F05	1134	1168	K10	O18
G05	1135	1161	M10	A18
H05	1136	1162	O10	C18
A06	1361	1011	B20	E03
B06	1362	1012	D20	G03
C06	1363	1013	F20	I03
D06	1364	1014	H20	K03
E06	1365	1015	J20	M03
F06	1366	1016	L20	O03
G06	1367	1009	N20	A03
H06	1368	1010	P20	C03
A07	1009	1043	A03	E11
B07	1010	1044	C03	G11
C07	1011	1045	E03	I11
D07	1012	1046	G03	K11
E07	1013	1047	I03	M11
F07	1014	1048	K03	O11
G07	1015	1041	M03	A11
H07	1016	1042	O03	C11
A08	1345	1379	B16	F24
B08	1346	1380	D16	H24
C08	1347	1381	F16	J24
D08	1348	1382	H16	L24
E08	1349	1383	J16	N24
F08	1350	1384	L16	P24
G08	1351	1377	N16	B24
H08	1352	1378	P16	D24
A09	1265	1299	B19	F04
B09	1266	1300	D19	H04
C09	1267	1301	F19	J04
D09	1268	1302	H19	L04
E09	1269	1303	J19	N04
F09	1270	1304	L19	P04
G09	1271	1297	N19	B04
H09	1272	1298	P19	D04
A10	1049	1083	A13	E21
B10	1050	1084	C13	G21
C10	1051	1085	E13	I21
D10	1052	1086	G13	K21
E10	1053	1087	I13	M21
F10	1054	1088	K13	O21
G10	1055	1081	M13	A21
H10	1056	1082	O13	C21
A11	1065	1099	A17	E02
B11	1066	1100	C17	G02
C11	1067	1101	E17	I02
D11	1068	1102	G17	K02
E11	1069	1103	I17	M02
F11	1070	1104	K17	O02
G11	1071	1097	M17	A02
H11	1072	1098	O17	C02
A12	1073	1107	A19	E04
B12	1074	1108	C19	G04
C12	1075	1109	E19	I04
D12	1076	1110	G19	K04
E12	1077	1111	I19	M04
F12	1078	1112	K19	O04
G12	1079	1105	M19	A04
H12	1080	1106	O19	C04
