#Destpos	P7	P5	P7_pos	P5_pos
A01	1289	1255	B02	N15
B01	1290	1256	D02	P15
C01	1291	1249	F02	B15
D01	1292	1250	H02	D15
E01	1293	1251	J02	F15
F01	1294	1252	L02	H15
G01	1295	1253	N02	J15
H01	1296	1254	P02	L15
A02	1081	1047	A21	M11
B02	1082	1048	C21	O11
C02	1083	1041	E21	A11
D02	1084	1042	G21	C11
E02	1085	1043	I21	E11
F02	1086	1044	K21	G11
G02	1087	1045	M21	I11
H02	1088	1046	O21	K11
A03	1041	1007	A11	M01
B03	1042	1008	C11	O01
C03	1043	1001	E11	A01
D03	1044	1002	G11	C01
E03	1045	1003	I11	E01
F03	1046	1004	K11	G01
G03	1047	1005	M11	I01
H03	1048	1006	O11	K01
A04	1361	1327	B20	N10
B04	1362	1328	D20	P10
C04	1363	1321	F20	B10
D04	1364	1322	H20	D10
E04	1365	1323	J20	F10
F04	1366	1324	L20	H10
G04	1367	1325	N20	J10
H04	1368	1326	P20	L10
A05	1137	1103	A12	M02
B05	1138	1104	C12	O02
C05	1139	1097	E12	A02
D05	1140	1098	G12	C02
E05	1141	1099	I12	E02
F05	1142	1100	K12	G02
G05	1143	1101	M12	I02
H05	1144	1102	O12	K02
A06	1113	1079	A06	M19
B06	1114	1080	C06	O19
C06	1115	1073	E06	A19
D06	1116	1074	G06	C19
E06	1117	1075	I06	E19
F06	1118	1076	K06	G19
G06	1119	1077	M06	I19
H06	1120	1078	O06	K19
A07	1329	1295	B12	N02
B07	1330	1296	D12	P02
C07	1331	1289	F12	B02
D07	1332	1290	H12	D02
E07	1333	1291	J12	F02
F07	1334	1292	L12	H02
G07	1335	1293	N12	J02
H07	1336	1294	P12	L02
A08	1017	1367	A05	N20
B08	1018	1368	C05	P20
C08	1019	1361	E05	B20
D08	1020	1362	G05	D20
E08	1021	1363	I05	F20
F08	1022	1364	K05	H20
G08	1023	1365	M05	J20
H08	1024	1366	O05	L20
A09	1297	1263	B04	N17
B09	1298	1264	D04	P17
C09	1299	1257	F04	B17
D09	1300	1258	H04	D17
E09	1301	1259	J04	F17
F09	1302	1260	L04	H17
G09	1303	1261	N04	J17
H09	1304	1262	P04	L17
A10	1369	1335	B22	N12
B10	1370	1336	D22	P12
C10	1371	1329	F22	B12
D10	1372	1330	H22	D12
E10	1373	1331	J22	F12
F10	1374	1332	L22	H12
G10	1375	1333	N22	J12
H10	1376	1334	P22	L12
A11	1129	1095	A10	M23
B11	1130	1096	C10	O23
C11	1131	1089	E10	A23
D11	1132	1090	G10	C23
E11	1133	1091	I10	E23
F11	1134	1092	K10	G23
G11	1135	1093	M10	I23
H11	1136	1094	O10	K23
A12	1033	1383	A09	N24
B12	1034	1384	C09	P24
C12	1035	1377	E09	B24
D12	1036	1378	G09	D24
E12	1037	1379	I09	F24
F12	1038	1380	K09	H24
G12	1039	1381	M09	J24
H12	1040	1382	O09	L24
