#Destpos	P7	P5	P7_pos	P5_pos
A01	1377	1283	B24	F23
B01	1378	1284	D24	H23
C01	1379	1285	F24	J23
D01	1380	1286	H24	L23
E01	1381	1287	J24	N23
F01	1382	1288	L24	P23
G01	1383	1281	N24	B23
H01	1384	1282	P24	D23
A02	1081	1371	A21	F22
B02	1082	1372	C21	H22
C02	1083	1373	E21	J22
D02	1084	1374	G21	L22
E02	1085	1375	I21	N22
F02	1086	1376	K21	P22
G02	1087	1369	M21	B22
H02	1088	1370	O21	D22
A03	1313	1219	B08	F07
B03	1314	1220	D08	H07
C03	1315	1221	F08	J07
D03	1316	1222	H08	L07
E03	1317	1223	J08	N07
F03	1318	1224	L08	P07
G03	1319	1217	N08	B07
H03	1320	1218	P08	D07
A04	1033	1323	A09	F10
B04	1034	1324	C09	H10
C04	1035	1325	E09	J10
D04	1036	1326	G09	L10
E04	1037	1327	I09	N10
F04	1038	1328	K09	P10
G04	1039	1321	M09	B10
H04	1040	1322	O09	D10
A05	1209	1115	B05	E06
B05	1210	1116	D05	G06
C05	1211	1117	F05	I06
D05	1212	1118	H05	K06
E05	1213	1119	J05	M06
F05	1214	1120	L05	O06
G05	1215	1113	N05	A06
H05	1216	1114	P05	C06
A06	1049	1339	A13	F14
B06	1050	1340	C13	H14
C06	1051	1341	E13	J14
D06	1052	1342	G13	L14
E06	1053	1343	I13	N14
F06	1054	1344	K13	P14
G06	1055	1337	M13	B14
H06	1056	1338	O13	D14
A07	1265	1171	B19	E20
B07	1266	1172	D19	G20
C07	1267	1173	F19	I20
D07	1268	1174	H19	K20
E07	1269	1175	J19	M20
F07	1270	1176	L19	O20
G07	1271	1169	N19	A20
H07	1272	1170	P19	C20
A08	1009	1299	A03	F04
B08	1010	1300	C03	H04
C08	1011	1301	E03	J04
D08	1012	1302	G03	L04
E08	1013	1303	I03	N04
F08	1014	1304	K03	P04
G08	1015	1297	M03	B04
H08	1016	1298	O03	D04
A09	1241	1147	B13	E14
B09	1242	1148	D13	G14
C09	1243	1149	F13	I14
D09	1244	1150	H13	K14
E09	1245	1151	J13	M14
F09	1246	1152	L13	O14
G09	1247	1145	N13	A14
H09	1248	1146	P13	C14
A10	1177	1083	A22	E21
B10	1178	1084	C22	G21
C10	1179	1085	E22	I21
D10	1180	1086	G22	K21
E10	1181	1087	I22	M21
F10	1182	1088	K22	O21
G10	1183	1081	M22	A21
H10	1184	1082	O22	C21
A11	1137	1043	A12	E11
B11	1138	1044	C12	G11
C11	1139	1045	E12	I11
D11	1140	1046	G12	K11
E11	1141	1047	I12	M11
F11	1142	1048	K12	O11
G11	1143	1041	M12	A11
H11	1144	1042	O12	C11
A12	1369	1275	B22	F21
B12	1370	1276	D22	H21
C12	1371	1277	F22	J21
D12	1372	1278	H22	L21
E12	1373	1279	J22	N21
F12	1374	1280	L22	P21
G12	1375	1273	N22	B21
H12	1376	1274	P22	D21
