#Destpos	P7	P5	P7_pos	P5_pos
A01	1273	1293	B21	J02
B01	1274	1294	D21	L02
C01	1275	1295	F21	N02
D01	1276	1296	H21	P02
E01	1277	1289	J21	B02
F01	1278	1290	L21	D02
G01	1279	1291	N21	F02
H01	1280	1292	P21	H02
A02	1177	1197	A22	J01
B02	1178	1198	C22	L01
C02	1179	1199	E22	N01
D02	1180	1200	G22	P01
E02	1181	1193	I22	B01
F02	1182	1194	K22	D01
G02	1183	1195	M22	F01
H02	1184	1196	O22	H01
A03	1257	1277	B17	J21
B03	1258	1278	D17	L21
C03	1259	1279	F17	N21
D03	1260	1280	H17	P21
E03	1261	1273	J17	B21
F03	1262	1274	L17	D21
G03	1263	1275	N17	F21
H03	1264	1276	P17	H21
A04	1065	1085	A17	I21
B04	1066	1086	C17	K21
C04	1067	1087	E17	M21
D04	1068	1088	G17	O21
E04	1069	1081	I17	A21
F04	1070	1082	K17	C21
G04	1071	1083	M17	E21
H04	1072	1084	O17	G21
A05	1089	1109	A23	I04
B05	1090	1110	C23	K04
C05	1091	1111	E23	M04
D05	1092	1112	G23	O04
E05	1093	1105	I23	A04
F05	1094	1106	K23	C04
G05	1095	1107	M23	E04
H05	1096	1108	O23	G04
A06	1209	1229	B05	J09
B06	1210	1230	D05	L09
C06	1211	1231	F05	N09
D06	1212	1232	H05	P09
E06	1213	1225	J05	B09
F06	1214	1226	L05	D09
G06	1215	1227	N05	F09
H06	1216	1228	P05	H09
A07	1305	1325	B06	J10
B07	1306	1326	D06	L10
C07	1307	1327	F06	N10
D07	1308	1328	H06	P10
E07	1309	1321	J06	B10
F07	1310	1322	L06	D10
G07	1311	1323	N06	F10
H07	1312	1324	P06	H10
A08	1249	1269	B15	J19
B08	1250	1270	D15	L19
C08	1251	1271	F15	N19
D08	1252	1272	H15	P19
E08	1253	1265	J15	B19
F08	1254	1266	L15	D19
G08	1255	1267	N15	F19
H08	1256	1268	P15	H19
A09	1049	1069	A13	I17
B09	1050	1070	C13	K17
C09	1051	1071	E13	M17
D09	1052	1072	G13	O17
E09	1053	1065	I13	A17
F09	1054	1066	K13	C17
G09	1055	1067	M13	E17
H09	1056	1068	O13	G17
A10	1241	1261	B13	J17
B10	1242	1262	D13	L17
C10	1243	1263	F13	N17
D10	1244	1264	H13	P17
E10	1245	1257	J13	B17
F10	1246	1258	L13	D17
G10	1247	1259	N13	F17
H10	1248	1260	P13	H17
A11	1121	1141	A08	I12
B11	1122	1142	C08	K12
C11	1123	1143	E08	M12
D11	1124	1144	G08	O12
E11	1125	1137	I08	A12
F11	1126	1138	K08	C12
G11	1127	1139	M08	E12
H11	1128	1140	O08	G12
A12	1169	1189	A20	I24
B12	1170	1190	C20	K24
C12	1171	1191	E20	M24
D12	1172	1192	G20	O24
E12	1173	1185	I20	A24
F12	1174	1186	K20	C24
G12	1175	1187	M20	E24
H12	1176	1188	O20	G24
