#Destpos	P7	P5	P7_pos	P5_pos
A01	1289	1341	B02	J14
B01	1290	1342	D02	L14
C01	1291	1343	F02	N14
D01	1292	1344	H02	P14
E01	1293	1337	J02	B14
F01	1294	1338	L02	D14
G01	1295	1339	N02	F14
H01	1296	1340	P02	H14
A02	1185	1237	A24	J11
B02	1186	1238	C24	L11
C02	1187	1239	E24	N11
D02	1188	1240	G24	P11
E02	1189	1233	I24	B11
F02	1190	1234	K24	D11
G02	1191	1235	M24	F11
H02	1192	1236	O24	H11
A03	1249	1301	B15	J04
B03	1250	1302	D15	L04
C03	1251	1303	F15	N04
D03	1252	1304	H15	P04
E03	1253	1297	J15	B04
F03	1254	1298	L15	D04
G03	1255	1299	N15	F04
H03	1256	1300	P15	H04
A04	1097	1149	A02	I14
B04	1098	1150	C02	K14
C04	1099	1151	E02	M14
D04	1100	1152	G02	O14
E04	1101	1145	I02	A14
F04	1102	1146	K02	C14
G04	1103	1147	M02	E14
H04	1104	1148	O02	G14
A05	1169	1221	A20	J07
B05	1170	1222	C20	L07
C05	1171	1223	E20	N07
D05	1172	1224	G20	P07
E05	1173	1217	I20	B07
F05	1174	1218	K20	D07
G05	1175	1219	M20	F07
H05	1176	1220	O20	H07
A06	1001	1053	A01	I13
B06	1002	1054	C01	K13
C06	1003	1055	E01	M13
D06	1004	1056	G01	O13
E06	1005	1049	I01	A13
F06	1006	1050	K01	C13
G06	1007	1051	M01	E13
H06	1008	1052	O01	G13
A07	1209	1261	B05	J17
B07	1210	1262	D05	L17
C07	1211	1263	F05	N17
D07	1212	1264	H05	P17
E07	1213	1257	J05	B17
F07	1214	1258	L05	D17
G07	1215	1259	N05	F17
H07	1216	1260	P05	H17
A08	1009	1061	A03	I15
B08	1010	1062	C03	K15
C08	1011	1063	E03	M15
D08	1012	1064	G03	O15
E08	1013	1057	I03	A15
F08	1014	1058	K03	C15
G08	1015	1059	M03	E15
H08	1016	1060	O03	G15
A09	1329	1381	B12	J24
B09	1330	1382	D12	L24
C09	1331	1383	F12	N24
D09	1332	1384	H12	P24
E09	1333	1377	J12	B24
F09	1334	1378	L12	D24
G09	1335	1379	N12	F24
H09	1336	1380	P12	H24
A10	1177	1229	A22	J09
B10	1178	1230	C22	L09
C10	1179	1231	E22	N09
D10	1180	1232	G22	P09
E10	1181	1225	I22	B09
F10	1182	1226	K22	D09
G10	1183	1227	M22	F09
H10	1184	1228	O22	H09
A11	1089	1141	A23	I12
B11	1090	1142	C23	K12
C11	1091	1143	E23	M12
D11	1092	1144	G23	O12
E11	1093	1137	I23	A12
F11	1094	1138	K23	C12
G11	1095	1139	M23	E12
H11	1096	1140	O23	G12
A12	1225	1277	B09	J21
B12	1226	1278	D09	L21
C12	1227	1279	F09	N21
D12	1228	1280	H09	P21
E12	1229	1273	J09	B21
F12	1230	1274	L09	D21
G12	1231	1275	N09	F21
H12	1232	1276	P09	H21
