#Destpos	P7	P5	P7_pos	P5_pos
A01	1169	1191	A20	M24
B01	1170	1192	C20	O24
C01	1171	1185	E20	A24
D01	1172	1186	G20	C24
E01	1173	1187	I20	E24
F01	1174	1188	K20	G24
G01	1175	1189	M20	I24
H01	1176	1190	O20	K24
A02	1217	1239	B07	N11
B02	1218	1240	D07	P11
C02	1219	1233	F07	B11
D02	1220	1234	H07	D11
E02	1221	1235	J07	F11
F02	1222	1236	L07	H11
G02	1223	1237	N07	J11
H02	1224	1238	P07	L11
A03	1225	1247	B09	N13
B03	1226	1248	D09	P13
C03	1227	1241	F09	B13
D03	1228	1242	H09	D13
E03	1229	1243	J09	F13
F03	1230	1244	L09	H13
G03	1231	1245	N09	J13
H03	1232	1246	P09	L13
A04	1249	1271	B15	N19
B04	1250	1272	D15	P19
C04	1251	1265	F15	B19
D04	1252	1266	H15	D19
E04	1253	1267	J15	F19
F04	1254	1268	L15	H19
G04	1255	1269	N15	J19
H04	1256	1270	P15	L19
A05	1281	1303	B23	N04
B05	1282	1304	D23	P04
C05	1283	1297	F23	B04
D05	1284	1298	H23	D04
E05	1285	1299	J23	F04
F05	1286	1300	L23	H04
G05	1287	1301	N23	J04
H05	1288	1302	P23	L04
A06	1041	1063	A11	M15
B06	1042	1064	C11	O15
C06	1043	1057	E11	A15
D06	1044	1058	G11	C15
E06	1045	1059	I11	E15
F06	1046	1060	K11	G15
G06	1047	1061	M11	I15
H06	1048	1062	O11	K15
A07	1257	1279	B17	N21
B07	1258	1280	D17	P21
C07	1259	1273	F17	B21
D07	1260	1274	H17	D21
E07	1261	1275	J17	F21
F07	1262	1276	L17	H21
G07	1263	1277	N17	J21
H07	1264	1278	P17	L21
A08	1241	1263	B13	N17
B08	1242	1264	D13	P17
C08	1243	1257	F13	B17
D08	1244	1258	H13	D17
E08	1245	1259	J13	F17
F08	1246	1260	L13	H17
G08	1247	1261	N13	J17
H08	1248	1262	P13	L17
A09	1313	1335	B08	N12
B09	1314	1336	D08	P12
C09	1315	1329	F08	B12
D09	1316	1330	H08	D12
E09	1317	1331	J08	F12
F09	1318	1332	L08	H12
G09	1319	1333	N08	J12
H09	1320	1334	P08	L12
A10	1233	1255	B11	N15
B10	1234	1256	D11	P15
C10	1235	1249	F11	B15
D10	1236	1250	H11	D15
E10	1237	1251	J11	F15
F10	1238	1252	L11	H15
G10	1239	1253	N11	J15
H10	1240	1254	P11	L15
A11	1129	1151	A10	M14
B11	1130	1152	C10	O14
C11	1131	1145	E10	A14
D11	1132	1146	G10	C14
E11	1133	1147	I10	E14
F11	1134	1148	K10	G14
G11	1135	1149	M10	I14
H11	1136	1150	O10	K14
A12	1097	1119	A02	M06
B12	1098	1120	C02	O06
C12	1099	1113	E02	A06
D12	1100	1114	G02	C06
E12	1101	1115	I02	E06
F12	1102	1116	K02	G06
G12	1103	1117	M02	I06
H12	1104	1118	O02	K06
