#Destpos	P7	P5	P7_pos	P5_pos
A01	1001	1211	A01	F05
B01	1002	1212	C01	H05
C01	1003	1213	E01	J05
D01	1004	1214	G01	L05
E01	1005	1215	I01	N05
F01	1006	1216	K01	P05
G01	1007	1209	M01	B05
H01	1008	1210	O01	D05
A02	1049	1259	A13	F17
B02	1050	1260	C13	H17
C02	1051	1261	E13	J17
D02	1052	1262	G13	L17
E02	1053	1263	I13	N17
F02	1054	1264	K13	P17
G02	1055	1257	M13	B17
H02	1056	1258	O13	D17
A03	1321	1147	B10	E14
B03	1322	1148	D10	G14
C03	1323	1149	F10	I14
D03	1324	1150	H10	K14
E03	1325	1151	J10	M14
F03	1326	1152	L10	O14
G03	1327	1145	N10	A14
H03	1328	1146	P10	C14
A04	1193	1019	B01	E05
B04	1194	1020	D01	G05
C04	1195	1021	F01	I05
D04	1196	1022	H01	K05
E04	1197	1023	J01	M05
F04	1198	1024	L01	O05
G04	1199	1017	N01	A05
H04	1200	1018	P01	C05
A05	1289	1115	B02	E06
B05	1290	1116	D02	G06
C05	1291	1117	F02	I06
D05	1292	1118	H02	K06
E05	1293	1119	J02	M06
F05	1294	1120	L02	O06
G05	1295	1113	N02	A06
H05	1296	1114	P02	C06
A06	1337	1163	B14	E18
B06	1338	1164	D14	G18
C06	1339	1165	F14	I18
D06	1340	1166	H14	K18
E06	1341	1167	J14	M18
F06	1342	1168	L14	O18
G06	1343	1161	N14	A18
H06	1344	1162	P14	C18
A07	1209	1035	B05	E09
B07	1210	1036	D05	G09
C07	1211	1037	F05	I09
D07	1212	1038	H05	K09
E07	1213	1039	J05	M09
F07	1214	1040	L05	O09
G07	1215	1033	N05	A09
H07	1216	1034	P05	C09
A08	1153	1363	A16	F20
B08	1154	1364	C16	H20
C08	1155	1365	E16	J20
D08	1156	1366	G16	L20
E08	1157	1367	I16	N20
F08	1158	1368	K16	P20
G08	1159	1361	M16	B20
H08	1160	1362	O16	D20
A09	1057	1267	A15	F19
B09	1058	1268	C15	H19
C09	1059	1269	E15	J19
D09	1060	1270	G15	L19
E09	1061	1271	I15	N19
F09	1062	1272	K15	P19
G09	1063	1265	M15	B19
H09	1064	1266	O15	D19
A10	1041	1251	A11	F15
B10	1042	1252	C11	H15
C10	1043	1253	E11	J15
D10	1044	1254	G11	L15
E10	1045	1255	I11	N15
F10	1046	1256	K11	P15
G10	1047	1249	M11	B15
H10	1048	1250	O11	D15
A11	1273	1099	B21	E02
B11	1274	1100	D21	G02
C11	1275	1101	F21	I02
D11	1276	1102	H21	K02
E11	1277	1103	J21	M02
F11	1278	1104	L21	O02
G11	1279	1097	N21	A02
H11	1280	1098	P21	C02
A12	1297	1123	B04	E08
B12	1298	1124	D04	G08
C12	1299	1125	F04	I08
D12	1300	1126	H04	K08
E12	1301	1127	J04	M08
F12	1302	1128	L04	O08
G12	1303	1121	N04	A08
H12	1304	1122	P04	C08
