#Destpos	P7	P5	P7_pos	P5_pos
A01	1105	1371	A04	F22
B01	1106	1372	C04	H22
C01	1107	1373	E04	J22
D01	1108	1374	G04	L22
E01	1109	1375	I04	N22
F01	1110	1376	K04	P22
G01	1111	1369	M04	B22
H01	1112	1370	O04	D22
A02	1233	1115	B11	E06
B02	1234	1116	D11	G06
C02	1235	1117	F11	I06
D02	1236	1118	H11	K06
E02	1237	1119	J11	M06
F02	1238	1120	L11	O06
G02	1239	1113	N11	A06
H02	1240	1114	P11	C06
A03	1321	1203	B10	F03
B03	1322	1204	D10	H03
C03	1323	1205	F10	J03
D03	1324	1206	H10	L03
E03	1325	1207	J10	N03
F03	1326	1208	L10	P03
G03	1327	1201	N10	B03
H03	1328	1202	P10	D03
A04	1329	1211	B12	F05
B04	1330	1212	D12	H05
C04	1331	1213	F12	J05
D04	1332	1214	H12	L05
E04	1333	1215	J12	N05
F04	1334	1216	L12	P05
G04	1335	1209	N12	B05
H04	1336	1210	P12	D05
A05	1217	1099	B07	E02
B05	1218	1100	D07	G02
C05	1219	1101	F07	I02
D05	1220	1102	H07	K02
E05	1221	1103	J07	M02
F05	1222	1104	L07	O02
G05	1223	1097	N07	A02
H05	1224	1098	P07	C02
A06	1209	1091	B05	E23
B06	1210	1092	D05	G23
C06	1211	1093	F05	I23
D06	1212	1094	H05	K23
E06	1213	1095	J05	M23
F06	1214	1096	L05	O23
G06	1215	1089	N05	A23
H06	1216	1090	P05	C23
A07	1377	1259	B24	F17
B07	1378	1260	D24	H17
C07	1379	1261	F24	J17
D07	1380	1262	H24	L17
E07	1381	1263	J24	N17
F07	1382	1264	L24	P17
G07	1383	1257	N24	B17
H07	1384	1258	P24	D17
A08	1057	1323	A15	F10
B08	1058	1324	C15	H10
C08	1059	1325	E15	J10
D08	1060	1326	G15	L10
E08	1061	1327	I15	N10
F08	1062	1328	K15	P10
G08	1063	1321	M15	B10
H08	1064	1322	O15	D10
A09	1257	1139	B17	E12
B09	1258	1140	D17	G12
C09	1259	1141	F17	I12
D09	1260	1142	H17	K12
E09	1261	1143	J17	M12
F09	1262	1144	L17	O12
G09	1263	1137	N17	A12
H09	1264	1138	P17	C12
A10	1137	1019	A12	E05
B10	1138	1020	C12	G05
C10	1139	1021	E12	I05
D10	1140	1022	G12	K05
E10	1141	1023	I12	M05
F10	1142	1024	K12	O05
G10	1143	1017	M12	A05
H10	1144	1018	O12	C05
A11	1281	1163	B23	E18
B11	1282	1164	D23	G18
C11	1283	1165	F23	I18
D11	1284	1166	H23	K18
E11	1285	1167	J23	M18
F11	1286	1168	L23	O18
G11	1287	1161	N23	A18
H11	1288	1162	P23	C18
A12	1073	1339	A19	F14
B12	1074	1340	C19	H14
C12	1075	1341	E19	J14
D12	1076	1342	G19	L14
E12	1077	1343	I19	N14
F12	1078	1344	K19	P14
G12	1079	1337	M19	B14
H12	1080	1338	O19	D14
