#Destpos	P7	P5	P7_pos	P5_pos
A01	1121	1331	A08	F12
B01	1122	1332	C08	H12
C01	1123	1333	E08	J12
D01	1124	1334	G08	L12
E01	1125	1335	I08	N12
F01	1126	1336	K08	P12
G01	1127	1329	M08	B12
H01	1128	1330	O08	D12
A02	1369	1195	B22	F01
B02	1370	1196	D22	H01
C02	1371	1197	F22	J01
D02	1372	1198	H22	L01
E02	1373	1199	J22	N01
F02	1374	1200	L22	P01
G02	1375	1193	N22	B01
H02	1376	1194	P22	D01
A03	1169	1379	A20	F24
B03	1170	1380	C20	H24
C03	1171	1381	E20	J24
D03	1172	1382	G20	L24
E03	1173	1383	I20	N24
F03	1174	1384	K20	P24
G03	1175	1377	M20	B24
H03	1176	1378	O20	D24
A04	1097	1307	A02	F06
B04	1098	1308	C02	H06
C04	1099	1309	E02	J06
D04	1100	1310	G02	L06
E04	1101	1311	I02	N06
F04	1102	1312	K02	P06
G04	1103	1305	M02	B06
H04	1104	1306	O02	D06
A05	1361	1187	B20	E24
B05	1362	1188	D20	G24
C05	1363	1189	F20	I24
D05	1364	1190	H20	K24
E05	1365	1191	J20	M24
F05	1366	1192	L20	O24
G05	1367	1185	N20	A24
H05	1368	1186	P20	C24
A06	1329	1155	B12	E16
B06	1330	1156	D12	G16
C06	1331	1157	F12	I16
D06	1332	1158	H12	K16
E06	1333	1159	J12	M16
F06	1334	1160	L12	O16
G06	1335	1153	N12	A16
H06	1336	1154	P12	C16
A07	1241	1067	B13	E17
B07	1242	1068	D13	G17
C07	1243	1069	F13	I17
D07	1244	1070	H13	K17
E07	1245	1071	J13	M17
F07	1246	1072	L13	O17
G07	1247	1065	N13	A17
H07	1248	1066	P13	C17
A08	1081	1291	A21	F02
B08	1082	1292	C21	H02
C08	1083	1293	E21	J02
D08	1084	1294	G21	L02
E08	1085	1295	I21	N02
F08	1086	1296	K21	P02
G08	1087	1289	M21	B02
H08	1088	1290	O21	D02
A09	1217	1043	B07	E11
B09	1218	1044	D07	G11
C09	1219	1045	F07	I11
D09	1220	1046	H07	K11
E09	1221	1047	J07	M11
F09	1222	1048	L07	O11
G09	1223	1041	N07	A11
H09	1224	1042	P07	C11
A10	1233	1059	B11	E15
B10	1234	1060	D11	G15
C10	1235	1061	F11	I15
D10	1236	1062	H11	K15
E10	1237	1063	J11	M15
F10	1238	1064	L11	O15
G10	1239	1057	N11	A15
H10	1240	1058	P11	C15
A11	1353	1179	B18	E22
B11	1354	1180	D18	G22
C11	1355	1181	F18	I22
D11	1356	1182	H18	K22
E11	1357	1183	J18	M22
F11	1358	1184	L18	O22
G11	1359	1177	N18	A22
H11	1360	1178	P18	C22
A12	1201	1027	B03	E07
B12	1202	1028	D03	G07
C12	1203	1029	F03	I07
D12	1204	1030	H03	K07
E12	1205	1031	J03	M07
F12	1206	1032	L03	O07
G12	1207	1025	N03	A07
H12	1208	1026	P03	C07
