#Destpos	P7	P5	P7_pos	P5_pos
A01	1097	1059	A02	E15
B01	1098	1060	C02	G15
C01	1099	1061	E02	I15
D01	1100	1062	G02	K15
E01	1101	1063	I02	M15
F01	1102	1064	K02	O15
G01	1103	1057	M02	A15
H01	1104	1058	O02	C15
A02	1329	1291	B12	F02
B02	1330	1292	D12	H02
C02	1331	1293	F12	J02
D02	1332	1294	H12	L02
E02	1333	1295	J12	N02
F02	1334	1296	L12	P02
G02	1335	1289	N12	B02
H02	1336	1290	P12	D02
A03	1001	1347	A01	F16
B03	1002	1348	C01	H16
C03	1003	1349	E01	J16
D03	1004	1350	G01	L16
E03	1005	1351	I01	N16
F03	1006	1352	K01	P16
G03	1007	1345	M01	B16
H03	1008	1346	O01	D16
A04	1217	1179	B07	E22
B04	1218	1180	D07	G22
C04	1219	1181	F07	I22
D04	1220	1182	H07	K22
E04	1221	1183	J07	M22
F04	1222	1184	L07	O22
G04	1223	1177	N07	A22
H04	1224	1178	P07	C22
A05	1297	1259	B04	F17
B05	1298	1260	D04	H17
C05	1299	1261	F04	J17
D05	1300	1262	H04	L17
E05	1301	1263	J04	N17
F05	1302	1264	L04	P17
G05	1303	1257	N04	B17
H05	1304	1258	P04	D17
A06	1281	1243	B23	F13
B06	1282	1244	D23	H13
C06	1283	1245	F23	J13
D06	1284	1246	H23	L13
E06	1285	1247	J23	N13
F06	1286	1248	L23	P13
G06	1287	1241	N23	B13
H06	1288	1242	P23	D13
A07	1185	1147	A24	E14
B07	1186	1148	C24	G14
C07	1187	1149	E24	I14
D07	1188	1150	G24	K14
E07	1189	1151	I24	M14
F07	1190	1152	K24	O14
G07	1191	1145	M24	A14
H07	1192	1146	O24	C14
A08	1225	1187	B09	E24
B08	1226	1188	D09	G24
C08	1227	1189	F09	I24
D08	1228	1190	H09	K24
E08	1229	1191	J09	M24
F08	1230	1192	L09	O24
G08	1231	1185	N09	A24
H08	1232	1186	P09	C24
A09	1353	1315	B18	F08
B09	1354	1316	D18	H08
C09	1355	1317	F18	J08
D09	1356	1318	H18	L08
E09	1357	1319	J18	N08
F09	1358	1320	L18	P08
G09	1359	1313	N18	B08
H09	1360	1314	P18	D08
A10	1273	1235	B21	F11
B10	1274	1236	D21	H11
C10	1275	1237	F21	J11
D10	1276	1238	H21	L11
E10	1277	1239	J21	N11
F10	1278	1240	L21	P11
G10	1279	1233	N21	B11
H10	1280	1234	P21	D11
A11	1289	1251	B02	F15
B11	1290	1252	D02	H15
C11	1291	1253	F02	J15
D11	1292	1254	H02	L15
E11	1293	1255	J02	N15
F11	1294	1256	L02	P15
G11	1295	1249	N02	B15
H11	1296	1250	P02	D15
A12	1265	1227	B19	F09
B12	1266	1228	D19	H09
C12	1267	1229	F19	J09
D12	1268	1230	H19	L09
E12	1269	1231	J19	N09
F12	1270	1232	L19	P09
G12	1271	1225	N19	B09
H12	1272	1226	P19	D09
