#Destpos	P7	P5	P7_pos	P5_pos
A01	1353	1147	B18	E14
B01	1354	1148	D18	G14
C01	1355	1149	F18	I14
D01	1356	1150	H18	K14
E01	1357	1151	J18	M14
F01	1358	1152	L18	O14
G01	1359	1145	N18	A14
H01	1360	1146	P18	C14
A02	1089	1267	A23	F19
B02	1090	1268	C23	H19
C02	1091	1269	E23	J19
D02	1092	1270	G23	L19
E02	1093	1271	I23	N19
F02	1094	1272	K23	P19
G02	1095	1265	M23	B19
H02	1096	1266	O23	D19
A03	1145	1323	A14	F10
B03	1146	1324	C14	H10
C03	1147	1325	E14	J10
D03	1148	1326	G14	L10
E03	1149	1327	I14	N10
F03	1150	1328	K14	P10
G03	1151	1321	M14	B10
H03	1152	1322	O14	D10
A04	1241	1035	B13	E09
B04	1242	1036	D13	G09
C04	1243	1037	F13	I09
D04	1244	1038	H13	K09
E04	1245	1039	J13	M09
F04	1246	1040	L13	O09
G04	1247	1033	N13	A09
H04	1248	1034	P13	C09
A05	1017	1195	A05	F01
B05	1018	1196	C05	H01
C05	1019	1197	E05	J01
D05	1020	1198	G05	L01
E05	1021	1199	I05	N01
F05	1022	1200	K05	P01
G05	1023	1193	M05	B01
H05	1024	1194	O05	D01
A06	1065	1243	A17	F13
B06	1066	1244	C17	H13
C06	1067	1245	E17	J13
D06	1068	1246	G17	L13
E06	1069	1247	I17	N13
F06	1070	1248	K17	P13
G06	1071	1241	M17	B13
H06	1072	1242	O17	D13
A07	1345	1139	B16	E12
B07	1346	1140	D16	G12
C07	1347	1141	F16	I12
D07	1348	1142	H16	K12
E07	1349	1143	J16	M12
F07	1350	1144	L16	O12
G07	1351	1137	N16	A12
H07	1352	1138	P16	C12
A08	1297	1091	B04	E23
B08	1298	1092	D04	G23
C08	1299	1093	F04	I23
D08	1300	1094	H04	K23
E08	1301	1095	J04	M23
F08	1302	1096	L04	O23
G08	1303	1089	N04	A23
H08	1304	1090	P04	C23
A09	1177	1355	A22	F18
B09	1178	1356	C22	H18
C09	1179	1357	E22	J18
D09	1180	1358	G22	L18
E09	1181	1359	I22	N18
F09	1182	1360	K22	P18
G09	1183	1353	M22	B18
H09	1184	1354	O22	D18
A10	1105	1283	A04	F23
B10	1106	1284	C04	H23
C10	1107	1285	E04	J23
D10	1108	1286	G04	L23
E10	1109	1287	I04	N23
F10	1110	1288	K04	P23
G10	1111	1281	M04	B23
H10	1112	1282	O04	D23
A11	1001	1179	A01	E22
B11	1002	1180	C01	G22
C11	1003	1181	E01	I22
D11	1004	1182	G01	K22
E11	1005	1183	I01	M22
F11	1006	1184	K01	O22
G11	1007	1177	M01	A22
H11	1008	1178	O01	C22
A12	1193	1371	B01	F22
B12	1194	1372	D01	H22
C12	1195	1373	F01	J22
D12	1196	1374	H01	L22
E12	1197	1375	J01	N22
F12	1198	1376	L01	P22
G12	1199	1369	N01	B22
H12	1200	1370	P01	D22
