#Destpos	P7	P5	P7_pos	P5_pos
A01	1145	1139	A14	E12
B01	1146	1140	C14	G12
C01	1147	1141	E14	I12
D01	1148	1142	G14	K12
E01	1149	1143	I14	M12
F01	1150	1144	K14	O12
G01	1151	1137	M14	A12
H01	1152	1138	O14	C12
A02	1153	1147	A16	E14
B02	1154	1148	C16	G14
C02	1155	1149	E16	I14
D02	1156	1150	G16	K14
E02	1157	1151	I16	M14
F02	1158	1152	K16	O14
G02	1159	1145	M16	A14
H02	1160	1146	O16	C14
A03	1177	1171	A22	E20
B03	1178	1172	C22	G20
C03	1179	1173	E22	I20
D03	1180	1174	G22	K20
E03	1181	1175	I22	M20
F03	1182	1176	K22	O20
G03	1183	1169	M22	A20
H03	1184	1170	O22	C20
A04	1057	1051	A15	E13
B04	1058	1052	C15	G13
C04	1059	1053	E15	I13
D04	1060	1054	G15	K13
E04	1061	1055	I15	M13
F04	1062	1056	K15	O13
G04	1063	1049	M15	A13
H04	1064	1050	O15	C13
A05	1201	1195	B03	F01
B05	1202	1196	D03	H01
C05	1203	1197	F03	J01
D05	1204	1198	H03	L01
E05	1205	1199	J03	N01
F05	1206	1200	L03	P01
G05	1207	1193	N03	B01
H05	1208	1194	P03	D01
A06	1281	1275	B23	F21
B06	1282	1276	D23	H21
C06	1283	1277	F23	J21
D06	1284	1278	H23	L21
E06	1285	1279	J23	N21
F06	1286	1280	L23	P21
G06	1287	1273	N23	B21
H06	1288	1274	P23	D21
A07	1073	1067	A19	E17
B07	1074	1068	C19	G17
C07	1075	1069	E19	I17
D07	1076	1070	G19	K17
E07	1077	1071	I19	M17
F07	1078	1072	K19	O17
G07	1079	1065	M19	A17
H07	1080	1066	O19	C17
A08	1193	1187	B01	E24
B08	1194	1188	D01	G24
C08	1195	1189	F01	I24
D08	1196	1190	H01	K24
E08	1197	1191	J01	M24
F08	1198	1192	L01	O24
G08	1199	1185	N01	A24
H08	1200	1186	P01	C24
A09	1137	1131	A12	E10
B09	1138	1132	C12	G10
C09	1139	1133	E12	I10
D09	1140	1134	G12	K10
E09	1141	1135	I12	M10
F09	1142	1136	K12	O10
G09	1143	1129	M12	A10
H09	1144	1130	O12	C10
A10	1305	1299	B06	F04
B10	1306	1300	D06	H04
C10	1307	1301	F06	J04
D10	1308	1302	H06	L04
E10	1309	1303	J06	N04
F10	1310	1304	L06	P04
G10	1311	1297	N06	B04
H10	1312	1298	P06	D04
A11	1105	1099	A04	E02
B11	1106	1100	C04	G02
C11	1107	1101	E04	I02
D11	1108	1102	G04	K02
E11	1109	1103	I04	M02
F11	1110	1104	K04	O02
G11	1111	1097	M04	A02
H11	1112	1098	O04	C02
A12	1233	1227	B11	F09
B12	1234	1228	D11	H09
C12	1235	1229	F11	J09
D12	1236	1230	H11	L09
E12	1237	1231	J11	N09
F12	1238	1232	L11	P09
G12	1239	1225	N11	B09
H12	1240	1226	P11	D09
